date,TSM_adj_close,TSM_cashflow,TSM_cml_units,TSM_cml_cost,TSM_gain_loss,TSM_avg_price,TSM_mktvalue
2021-10-21,116.29,-4947.6,42.0,4947.6,889.98,117.8,4884.18
2021-10-22,114.23,-4947.6,42.0,4947.6,889.98,117.8,4797.66
2021-10-25,113.64,-4947.6,42.0,4947.6,889.98,117.8,4772.88
2021-10-26,114.18,-4947.6,42.0,4947.6,889.98,117.8,4795.56
2021-10-27,113.75,-4947.6,42.0,4947.6,889.98,117.8,4777.5
2021-10-28,116.01,-4947.6,42.0,4947.6,889.98,117.8,4872.42
2021-10-29,113.7,-4947.6,42.0,4947.6,889.98,117.8,4775.4
2021-11-01,114.12,-4947.6,42.0,4947.6,889.98,117.8,4793.04
2021-11-02,114.11,-4947.6,42.0,4947.6,889.98,117.8,4792.62
2021-11-03,114.01,-4947.6,42.0,4947.6,889.98,117.8,4788.42
2021-11-04,117.79,-4947.6,42.0,4947.6,889.98,117.8,4947.18
2021-11-05,117.8,-4947.6,42.0,4947.6,889.98,117.8,4947.6
