date,NYMX_adj_close,NYMX_cashflow,NYMX_cml_units,NYMX_cml_cost,NYMX_gain_loss,NYMX_avg_price,NYMX_mktvalue
2021-03-01,2.62,-4999.308,2759.0,4999.308,2455.51,1.812,7228.58
2021-03-02,2.43,-4999.308,2759.0,4999.308,2455.51,1.812,6704.37
2021-03-03,2.52,-4999.308,2759.0,4999.308,2455.51,1.812,6952.68
2021-03-04,2.49,-4999.308,2759.0,4999.308,2455.51,1.812,6869.91
2021-03-05,2.43,-4999.308,2759.0,4999.308,2455.51,1.812,6704.37
2021-03-08,2.5,-4999.308,2759.0,4999.308,2455.51,1.812,6897.5
2021-03-09,2.51,-4999.308,2759.0,4999.308,2455.51,1.812,6925.09
2021-03-10,2.62,-4999.308,2759.0,4999.308,2455.51,1.812,7228.58
2021-03-11,2.62,-4999.308,2759.0,4999.308,2455.51,1.812,7228.58
2021-03-12,2.56,-4999.308,2759.0,4999.308,2455.51,1.812,7063.04
2021-03-15,2.65,-4999.308,2759.0,4999.308,2455.51,1.812,7311.35
2021-03-16,2.51,-4999.308,2759.0,4999.308,2455.51,1.812,6925.09
2021-03-17,2.62,-4999.308,2759.0,4999.308,2455.51,1.812,7228.58
2021-03-18,2.65,-4999.308,2759.0,4999.308,2455.51,1.812,7311.35
2021-03-19,2.58,-4999.308,2759.0,4999.308,2455.51,1.812,7118.22
2021-03-22,2.54,-4999.308,2759.0,4999.308,2455.51,1.812,7007.86
2021-03-23,2.43,-4999.308,2759.0,4999.308,2455.51,1.812,6704.37
2021-03-24,2.36,-4999.308,2759.0,4999.308,2455.51,1.812,6511.24
2021-03-25,2.38,-4999.308,2759.0,4999.308,2455.51,1.812,6566.42
2021-03-26,2.4,-4999.308,2759.0,4999.308,2455.51,1.812,6621.6
2021-03-29,2.27,-4999.308,2759.0,4999.308,2455.51,1.812,6262.93
2021-03-30,2.22,-4999.308,2759.0,4999.308,2455.51,1.812,6124.98
2021-03-31,2.22,-4999.308,2759.0,4999.308,2455.51,1.812,6124.98
2021-04-01,2.48,-4999.308,2759.0,4999.308,2455.51,1.812,6842.32
2021-04-05,2.32,-4999.308,2759.0,4999.308,2455.51,1.812,6400.88
2021-04-06,2.25,-4999.308,2759.0,4999.308,2455.51,1.812,6207.75
2021-04-07,2.21,-4999.308,2759.0,4999.308,2455.51,1.812,6097.39
2021-04-08,2.22,-4999.308,2759.0,4999.308,2455.51,1.812,6124.98
2021-04-09,2.29,-4999.308,2759.0,4999.308,2455.51,1.812,6318.11
2021-04-12,2.14,-4999.308,2759.0,4999.308,2455.51,1.812,5904.26
2021-04-13,2.17,-4999.308,2759.0,4999.308,2455.51,1.812,5987.03
2021-04-14,2.28,-4999.308,2759.0,4999.308,2455.51,1.812,6290.52
2021-04-15,2.26,-4999.308,2759.0,4999.308,2455.51,1.812,6235.34
2021-04-16,2.19,-4999.308,2759.0,4999.308,2455.51,1.812,6042.21
2021-04-19,2.19,-4999.308,2759.0,4999.308,2455.51,1.812,6042.21
2021-04-20,2.1,-4999.308,2759.0,4999.308,2455.51,1.812,5793.9
2021-04-21,2.07,-4999.308,2759.0,4999.308,2455.51,1.812,5711.13
2021-04-22,2.04,-4999.308,2759.0,4999.308,2455.51,1.812,5628.36
2021-04-23,2.03,-4999.308,2759.0,4999.308,2455.51,1.812,5600.77
2021-04-26,2.11,-4999.308,2759.0,4999.308,2455.51,1.812,5821.49
2021-04-27,2.46,-4999.308,2759.0,4999.308,2455.51,1.812,6787.14
2021-04-28,2.09,-4999.308,2759.0,4999.308,2455.51,1.812,5766.31
2021-04-29,2.09,-4999.308,2759.0,4999.308,2455.51,1.812,5766.31
2021-04-30,1.99,-4999.308,2759.0,4999.308,2455.51,1.812,5490.41
2021-05-03,2.06,-4999.308,2759.0,4999.308,2455.51,1.812,5683.54
2021-05-04,1.91,-4999.308,2759.0,4999.308,2455.51,1.812,5269.69
2021-05-05,1.95,-4999.308,2759.0,4999.308,2455.51,1.812,5380.05
2021-05-06,1.91,-4999.308,2759.0,4999.308,2455.51,1.812,5269.69
2021-05-07,1.79,-4999.308,2759.0,4999.308,2455.51,1.812,4938.61
2021-05-10,1.76,-4999.308,2759.0,4999.308,2455.51,1.812,4855.84
2021-05-11,1.75,-4999.308,2759.0,4999.308,2455.51,1.812,4828.25
2021-05-12,1.72,-4999.308,2759.0,4999.308,2455.51,1.812,4745.48
2021-05-13,1.69,-4999.308,2759.0,4999.308,2455.51,1.812,4662.71
2021-05-14,1.72,-4999.308,2759.0,4999.308,2455.51,1.812,4745.48
2021-05-17,1.75,-4999.308,2759.0,4999.308,2455.51,1.812,4828.25
2021-05-18,1.77,-4999.308,2759.0,4999.308,2455.51,1.812,4883.43
2021-05-19,1.72,-4999.308,2759.0,4999.308,2455.51,1.812,4745.48
2021-05-20,1.74,-4999.308,2759.0,4999.308,2455.51,1.812,4800.66
2021-05-21,1.67,-4999.308,2759.0,4999.308,2455.51,1.812,4607.53
2021-05-24,1.52,-4999.308,2759.0,4999.308,2455.51,1.812,4193.68
2021-05-25,1.47,-4999.308,2759.0,4999.308,2455.51,1.812,4055.73
2021-05-26,1.6,-4999.308,2759.0,4999.308,2455.51,1.812,4414.4
2021-05-27,1.67,-4999.308,2759.0,4999.308,2455.51,1.812,4607.53
2021-05-28,1.52,-4999.308,2759.0,4999.308,2455.51,1.812,4193.68
2021-06-01,1.48,-4999.308,2759.0,4999.308,2455.51,1.812,4083.32
2021-06-02,1.52,-4999.308,2759.0,4999.308,2455.51,1.812,4193.68
2021-06-03,1.56,-4999.308,2759.0,4999.308,2455.51,1.812,4304.04
2021-06-04,1.72,-4999.308,2759.0,4999.308,2455.51,1.812,4745.48
2021-06-07,1.9,-4999.308,2759.0,4999.308,2455.51,1.812,5242.1
2021-06-08,1.75,-4999.308,2759.0,4999.308,2455.51,1.812,4828.25
2021-06-09,1.74,-4999.308,2759.0,4999.308,2455.51,1.812,4800.66
2021-06-10,1.8,-4999.308,2759.0,4999.308,2455.51,1.812,4966.2
2021-06-11,1.74,-4999.308,2759.0,4999.308,2455.51,1.812,4800.66
2021-06-14,1.7,-4999.308,2759.0,4999.308,2455.51,1.812,4690.3
2021-06-15,1.61,-4999.308,2759.0,4999.308,2455.51,1.812,4441.99
2021-06-16,1.66,-4999.308,2759.0,4999.308,2455.51,1.812,4579.94
2021-06-17,1.55,-4999.308,2759.0,4999.308,2455.51,1.812,4276.45
2021-06-18,1.46,-4999.308,2759.0,4999.308,2455.51,1.812,4028.14
2021-06-21,1.58,-4999.308,2759.0,4999.308,2455.51,1.812,4359.22
2021-06-22,1.69,-4999.308,2759.0,4999.308,2455.51,1.812,4662.71
2021-06-23,1.55,-4999.308,2759.0,4999.308,2455.51,1.812,4276.45
2021-06-24,1.67,-4999.308,2759.0,4999.308,2455.51,1.812,4607.53
2021-06-25,1.62,-4999.308,2759.0,4999.308,2455.51,1.812,4469.58
2021-06-28,1.65,-4999.308,2759.0,4999.308,2455.51,1.812,4552.35
2021-06-29,1.58,-4999.308,2759.0,4999.308,2455.51,1.812,4359.22
2021-06-30,1.58,-4999.308,2759.0,4999.308,2455.51,1.812,4359.22
2021-07-01,1.56,-4999.308,2759.0,4999.308,2455.51,1.812,4304.04
2021-07-02,1.57,-4999.308,2759.0,4999.308,2455.51,1.812,4331.63
2021-07-06,1.53,-4999.308,2759.0,4999.308,2455.51,1.812,4221.27
2021-07-07,1.51,-4999.308,2759.0,4999.308,2455.51,1.812,4166.09
2021-07-08,1.48,-4999.308,2759.0,4999.308,2455.51,1.812,4083.32
2021-07-09,1.45,-4999.308,2759.0,4999.308,2455.51,1.812,4000.55
2021-07-12,1.44,-4999.308,2759.0,4999.308,2455.51,1.812,3972.96
2021-07-13,1.4,-4999.308,2759.0,4999.308,2455.51,1.812,3862.6
2021-07-14,1.35,-4999.308,2759.0,4999.308,2455.51,1.812,3724.65
2021-07-15,1.4,-4999.308,2759.0,4999.308,2455.51,1.812,3862.6
2021-07-16,1.35,-4999.308,2759.0,4999.308,2455.51,1.812,3724.65
2021-07-19,1.34,-4999.308,2759.0,4999.308,2455.51,1.812,3697.06
2021-07-20,1.33,-4999.308,2759.0,4999.308,2455.51,1.812,3669.47
2021-07-21,1.35,-4999.308,2759.0,4999.308,2455.51,1.812,3724.65
2021-07-22,1.35,-4999.308,2759.0,4999.308,2455.51,1.812,3724.65
2021-07-23,1.34,-4999.308,2759.0,4999.308,2455.51,1.812,3697.06
2021-07-26,1.3,-4999.308,2759.0,4999.308,2455.51,1.812,3586.7
2021-07-27,1.31,-4999.308,2759.0,4999.308,2455.51,1.812,3614.29
2021-07-28,1.54,-4999.308,2759.0,4999.308,2455.51,1.812,4248.86
2021-07-29,1.49,-4999.308,2759.0,4999.308,2455.51,1.812,4110.91
2021-07-30,1.55,-4999.308,2759.0,4999.308,2455.51,1.812,4276.45
2021-08-02,1.59,-4999.308,2759.0,4999.308,2455.51,1.812,4386.81
2021-08-03,1.63,-4999.308,2759.0,4999.308,2455.51,1.812,4497.17
2021-08-04,1.62,-4999.308,2759.0,4999.308,2455.51,1.812,4469.58
2021-08-05,1.61,-4999.308,2759.0,4999.308,2455.51,1.812,4441.99
2021-08-06,1.59,-4999.308,2759.0,4999.308,2455.51,1.812,4386.81
2021-08-09,1.62,-4999.308,2759.0,4999.308,2455.51,1.812,4469.58
2021-08-10,1.6,-4999.308,2759.0,4999.308,2455.51,1.812,4414.4
2021-08-11,1.61,-4999.308,2759.0,4999.308,2455.51,1.812,4441.99
2021-08-12,1.58,-4999.308,2759.0,4999.308,2455.51,1.812,4359.22
2021-08-13,1.62,-4999.308,2759.0,4999.308,2455.51,1.812,4469.58
2021-08-16,1.78,-4999.308,2759.0,4999.308,2455.51,1.812,4911.02
2021-08-17,1.94,-4999.308,2759.0,4999.308,2455.51,1.812,5352.46
2021-08-18,1.92,-4999.308,2759.0,4999.308,2455.51,1.812,5297.28
2021-08-19,1.79,-4999.308,2759.0,4999.308,2455.51,1.812,4938.61
2021-08-20,1.94,-4999.308,2759.0,4999.308,2455.51,1.812,5352.46
2021-08-23,2.0,-4999.308,2759.0,4999.308,2455.51,1.812,5518.0
2021-08-24,2.06,-4999.308,2759.0,4999.308,2455.51,1.812,5683.54
2021-08-25,2.15,-4999.308,2759.0,4999.308,2455.51,1.812,5931.85
2021-08-26,2.13,-4999.308,2759.0,4999.308,2455.51,1.812,5876.67
2021-08-27,2.19,-4999.308,2759.0,4999.308,2455.51,1.812,6042.21
2021-08-30,2.16,-4999.308,2759.0,4999.308,2455.51,1.812,5959.44
2021-08-31,2.13,-4999.308,2759.0,4999.308,2455.51,1.812,5876.67
2021-09-01,2.15,-4999.308,2759.0,4999.308,2455.51,1.812,5931.85
2021-09-02,2.23,-4999.308,2759.0,4999.308,2455.51,1.812,6152.57
2021-09-03,2.19,-4999.308,2759.0,4999.308,2455.51,1.812,6042.21
2021-09-07,2.09,-4999.308,2759.0,4999.308,2455.51,1.812,5766.31
2021-09-08,2.03,-4999.308,2759.0,4999.308,2455.51,1.812,5600.77
2021-09-09,2.06,-4999.308,2759.0,4999.308,2455.51,1.812,5683.54
2021-09-10,2.05,-4999.308,2759.0,4999.308,2455.51,1.812,5655.95
2021-09-13,1.93,-4999.308,2759.0,4999.308,2455.51,1.812,5324.87
2021-09-14,1.99,-4999.308,2759.0,4999.308,2455.51,1.812,5490.41
2021-09-15,2.15,-4999.308,2759.0,4999.308,2455.51,1.812,5931.85
2021-09-16,2.09,-4999.308,2759.0,4999.308,2455.51,1.812,5766.31
2021-09-17,1.89,-4999.308,2759.0,4999.308,2455.51,1.812,5214.51
2021-09-20,1.97,-4999.308,2759.0,4999.308,2455.51,1.812,5435.23
2021-09-21,2.07,-4999.308,2759.0,4999.308,2455.51,1.812,5711.13
2021-09-22,2.06,-4999.308,2759.0,4999.308,2455.51,1.812,5683.54
2021-09-23,2.07,-4999.308,2759.0,4999.308,2455.51,1.812,5711.13
2021-09-24,2.04,-4999.308,2759.0,4999.308,2455.51,1.812,5628.36
2021-09-27,2.08,-4999.308,2759.0,4999.308,2455.51,1.812,5738.72
2021-09-28,2.01,-4999.308,2759.0,4999.308,2455.51,1.812,5545.59
2021-09-29,2.01,-4999.308,2759.0,4999.308,2455.51,1.812,5545.59
2021-09-30,2.06,-4999.308,2759.0,4999.308,2455.51,1.812,5683.54
2021-10-01,2.05,-4999.308,2759.0,4999.308,2455.51,1.812,5655.95
2021-10-04,2.04,-4999.308,2759.0,4999.308,2455.51,1.812,5628.36
2021-10-05,2.06,-4999.308,2759.0,4999.308,2455.51,1.812,5683.54
2021-10-06,2.04,-4999.308,2759.0,4999.308,2455.51,1.812,5628.36
2021-10-07,2.09,-4999.308,2759.0,4999.308,2455.51,1.812,5766.31
2021-10-08,2.1,-4999.308,2759.0,4999.308,2455.51,1.812,5793.9
2021-10-11,1.98,-4999.308,2759.0,4999.308,2455.51,1.812,5462.82
2021-10-12,1.95,-4999.308,2759.0,4999.308,2455.51,1.812,5380.05
2021-10-13,1.95,-4999.308,2759.0,4999.308,2455.51,1.812,5380.05
2021-10-14,2.09,-4999.308,2759.0,4999.308,2455.51,1.812,5766.31
2021-10-15,2.03,-4999.308,2759.0,4999.308,2455.51,1.812,5600.77
2021-10-18,1.97,-4999.308,2759.0,4999.308,2455.51,1.812,5435.23
2021-10-19,1.96,-4999.308,2759.0,4999.308,2455.51,1.812,5407.64
2021-10-20,1.98,-4999.308,2759.0,4999.308,2455.51,1.812,5462.82
2021-10-21,1.9,-4999.308,2759.0,4999.308,2455.51,1.812,5242.1
2021-10-22,1.91,-4999.308,2759.0,4999.308,2455.51,1.812,5269.69
2021-10-25,1.9,-4999.308,2759.0,4999.308,2455.51,1.812,5242.1
2021-10-26,1.9,-4999.308,2759.0,4999.308,2455.51,1.812,5242.1
2021-10-27,1.84,-4999.308,2759.0,4999.308,2455.51,1.812,5076.56
2021-10-28,1.77,-4999.308,2759.0,4999.308,2455.51,1.812,4883.43
2021-10-29,1.78,-4999.308,2759.0,4999.308,2455.51,1.812,4911.02
2021-11-01,1.84,-4999.308,2759.0,4999.308,2455.51,1.812,5076.56
2021-11-02,1.81,-4999.308,2759.0,4999.308,2455.51,1.812,4993.79
2021-11-03,1.83,-4999.308,2759.0,4999.308,2455.51,1.812,5048.97
2021-11-04,1.83,-4999.308,2759.0,4999.308,2455.51,1.812,5048.97
2021-11-05,1.78,-4999.308,2759.0,4999.308,2455.51,1.812,4911.02
2021-11-08,1.82,-4999.308,2759.0,4999.308,2455.51,1.812,5021.38
2021-11-09,1.78,-4999.308,2759.0,4999.308,2455.51,1.812,4911.02
2021-11-10,1.79,-4999.308,2759.0,4999.308,2455.51,1.812,4938.61
2021-11-11,1.755,-4999.308,2759.0,4999.308,2455.51,1.812,4842.045
