date,AAPL_adj_close,AAPL_cashflow,AAPL_cml_units,AAPL_cml_cost,AAPL_gain_loss,AAPL_avg_price,AAPL_mktvalue,GOOGL_adj_close,GOOGL_cashflow,GOOGL_cml_units,GOOGL_cml_cost,GOOGL_gain_loss,GOOGL_avg_price,GOOGL_mktvalue
2019-02-06,42.287,-453.84,3.0,453.84,101.932,151.28,126.861,1122.89,-8931.12,3.0,8931.12,883.29,2977.04,3368.67
2019-02-07,41.486,-453.84,3.0,453.84,101.932,151.28,124.459,1105.91,-8931.12,3.0,8931.12,883.29,2977.04,3317.73
2019-02-08,41.535,-453.84,3.0,453.84,101.932,151.28,124.605,1102.38,-8931.12,3.0,8931.12,883.29,2977.04,3307.14
2019-02-11,41.296,-453.84,3.0,453.84,101.932,151.28,123.888,1102.12,-8931.12,3.0,8931.12,883.29,2977.04,3306.36
2019-02-12,41.652,-453.84,3.0,453.84,101.932,151.28,124.956,1127.58,-8931.12,3.0,8931.12,883.29,2977.04,3382.74
2019-02-13,41.479,-453.84,3.0,453.84,101.932,151.28,124.437,1128.63,-8931.12,3.0,8931.12,883.29,2977.04,3385.89
2019-02-14,41.63,-453.84,3.0,453.84,101.932,151.28,124.89,1129.2,-8931.12,3.0,8931.12,883.29,2977.04,3387.6
2019-02-15,41.537,-453.84,3.0,453.84,101.932,151.28,124.612,1119.63,-8931.12,3.0,8931.12,883.29,2977.04,3358.89
2019-02-19,41.662,-453.84,3.0,453.84,101.932,151.28,124.985,1126.51,-8931.12,3.0,8931.12,883.29,2977.04,3379.53
2019-02-20,41.93,-453.84,3.0,453.84,101.932,151.28,125.789,1120.59,-8931.12,3.0,8931.12,883.29,2977.04,3361.77
2019-02-21,41.693,-453.84,3.0,453.84,101.932,151.28,125.08,1104.21,-8931.12,3.0,8931.12,883.29,2977.04,3312.63
2019-02-22,42.159,-453.84,3.0,453.84,101.932,151.28,126.477,1116.56,-8931.12,3.0,8931.12,883.29,2977.04,3349.68
2019-02-25,42.466,-453.84,3.0,453.84,101.932,151.28,127.398,1117.33,-8931.12,3.0,8931.12,883.29,2977.04,3351.99
2019-02-26,42.49,-453.84,3.0,453.84,101.932,151.28,127.471,1122.01,-8931.12,3.0,8931.12,883.29,2977.04,3366.03
2019-02-27,42.622,-453.84,3.0,453.84,101.932,151.28,127.866,1122.89,-8931.12,3.0,8931.12,883.29,2977.04,3368.67
2019-02-28,42.203,-453.84,3.0,453.84,101.932,151.28,126.608,1126.55,-8931.12,3.0,8931.12,883.29,2977.04,3379.65
2019-03-01,42.646,-453.84,3.0,453.84,101.932,151.28,127.939,1148.52,-8931.12,3.0,8931.12,883.29,2977.04,3445.56
2019-03-04,42.861,-453.84,3.0,453.84,101.932,151.28,128.583,1153.42,-8931.12,3.0,8931.12,883.29,2977.04,3460.26
2019-03-05,42.783,-453.84,3.0,453.84,101.932,151.28,128.349,1169.19,-8931.12,3.0,8931.12,883.29,2977.04,3507.57
2019-03-06,42.537,-453.84,3.0,453.84,101.932,151.28,127.61,1164.94,-8931.12,3.0,8931.12,883.29,2977.04,3494.82
2019-03-07,42.044,-453.84,3.0,453.84,101.932,151.28,126.133,1150.85,-8931.12,3.0,8931.12,883.29,2977.04,3452.55
2019-03-08,42.144,-453.84,3.0,453.84,101.932,151.28,126.433,1149.97,-8931.12,3.0,8931.12,883.29,2977.04,3449.91
2019-03-11,43.604,-453.84,3.0,453.84,101.932,151.28,130.813,1179.26,-8931.12,3.0,8931.12,883.29,2977.04,3537.78
2019-03-12,44.094,-453.84,3.0,453.84,101.932,151.28,132.282,1197.25,-8931.12,3.0,8931.12,883.29,2977.04,3591.75
2019-03-13,44.289,-453.84,3.0,453.84,101.932,151.28,132.867,1199.06,-8931.12,3.0,8931.12,883.29,2977.04,3597.18
2019-03-14,44.781,-453.84,3.0,453.84,101.932,151.28,134.344,1192.53,-8931.12,3.0,8931.12,883.29,2977.04,3577.59
2019-03-15,45.364,-453.84,3.0,453.84,101.932,151.28,136.092,1190.3,-8931.12,3.0,8931.12,883.29,2977.04,3570.9
2019-03-18,45.827,-453.84,3.0,453.84,101.932,151.28,137.481,1188.55,-8931.12,3.0,8931.12,883.29,2977.04,3565.65
2019-03-19,45.464,-453.84,3.0,453.84,101.932,151.28,136.392,1202.46,-8931.12,3.0,8931.12,883.29,2977.04,3607.38
2019-03-20,45.861,-453.84,3.0,453.84,101.932,151.28,137.584,1226.43,-8931.12,3.0,8931.12,883.29,2977.04,3679.29
2019-03-21,47.55,-453.84,3.0,453.84,101.932,151.28,142.651,1236.13,-8931.12,3.0,8931.12,883.29,2977.04,3708.39
2019-03-22,46.566,-453.84,3.0,453.84,101.932,151.28,139.697,1207.65,-8931.12,3.0,8931.12,883.29,2977.04,3622.95
2019-03-25,46.003,-453.84,3.0,453.84,101.932,151.28,138.008,1197.38,-8931.12,3.0,8931.12,883.29,2977.04,3592.14
2019-03-26,45.527,-453.84,3.0,453.84,101.932,151.28,136.582,1189.84,-8931.12,3.0,8931.12,883.29,2977.04,3569.52
2019-03-27,45.937,-453.84,3.0,453.84,101.932,151.28,137.81,1178.01,-8931.12,3.0,8931.12,883.29,2977.04,3534.03
2019-03-28,45.998,-453.84,3.0,453.84,101.932,151.28,137.993,1172.27,-8931.12,3.0,8931.12,883.29,2977.04,3516.81
2019-03-29,46.298,-453.84,3.0,453.84,101.932,151.28,138.893,1176.89,-8931.12,3.0,8931.12,883.29,2977.04,3530.67
2019-04-01,46.612,-453.84,3.0,453.84,101.932,151.28,139.836,1198.98,-8931.12,3.0,8931.12,883.29,2977.04,3596.94
2019-04-02,47.29,-453.84,3.0,453.84,101.932,151.28,141.869,1205.54,-8931.12,3.0,8931.12,883.29,2977.04,3616.62
2019-04-03,47.614,-453.84,3.0,453.84,101.932,151.28,142.841,1210.81,-8931.12,3.0,8931.12,883.29,2977.04,3632.43
2019-04-04,47.697,-453.84,3.0,453.84,101.932,151.28,143.09,1219.45,-8931.12,3.0,8931.12,883.29,2977.04,3658.35
2019-04-05,48.016,-453.84,3.0,453.84,101.932,151.28,144.048,1211.45,-8931.12,3.0,8931.12,883.29,2977.04,3634.35
2019-04-08,48.771,-453.84,3.0,453.84,101.932,151.28,146.314,1208.28,-8931.12,3.0,8931.12,883.29,2977.04,3624.84
2019-04-09,48.625,-453.84,3.0,453.84,101.932,151.28,145.876,1202.69,-8931.12,3.0,8931.12,883.29,2977.04,3608.07
2019-04-10,48.898,-453.84,3.0,453.84,101.932,151.28,146.694,1206.45,-8931.12,3.0,8931.12,883.29,2977.04,3619.35
2019-04-11,48.491,-453.84,3.0,453.84,101.932,151.28,145.473,1209.59,-8931.12,3.0,8931.12,883.29,2977.04,3628.77
2019-04-12,48.472,-453.84,3.0,453.84,101.932,151.28,145.415,1222.73,-8931.12,3.0,8931.12,883.29,2977.04,3668.19
2019-04-15,48.559,-453.84,3.0,453.84,101.932,151.28,145.678,1226.53,-8931.12,3.0,8931.12,883.29,2977.04,3679.59
2019-04-16,48.564,-453.84,3.0,453.84,101.932,151.28,145.693,1231.91,-8931.12,3.0,8931.12,883.29,2977.04,3695.73
2019-04-17,49.51,-453.84,3.0,453.84,101.932,151.28,148.53,1240.14,-8931.12,3.0,8931.12,883.29,2977.04,3720.42
2019-04-18,49.688,-453.84,3.0,453.84,101.932,151.28,149.064,1241.47,-8931.12,3.0,8931.12,883.29,2977.04,3724.41
2019-04-22,49.851,-453.84,3.0,453.84,101.932,151.28,149.554,1253.76,-8931.12,3.0,8931.12,883.29,2977.04,3761.28
2019-04-23,50.57,-453.84,3.0,453.84,101.932,151.28,151.711,1270.59,-8931.12,3.0,8931.12,883.29,2977.04,3811.77
2019-04-24,50.492,-453.84,3.0,453.84,101.932,151.28,151.477,1260.05,-8931.12,3.0,8931.12,883.29,2977.04,3780.15
2019-04-25,50.034,-453.84,3.0,453.84,101.932,151.28,150.102,1267.34,-8931.12,3.0,8931.12,883.29,2977.04,3802.02
2019-04-26,49.795,-453.84,3.0,453.84,101.932,151.28,149.385,1277.42,-8931.12,3.0,8931.12,883.29,2977.04,3832.26
2019-04-29,49.871,-453.84,3.0,453.84,101.932,151.28,149.612,1296.2,-8931.12,3.0,8931.12,883.29,2977.04,3888.6
2019-04-30,48.91,-453.84,3.0,453.84,101.932,151.28,146.731,1198.96,-8931.12,3.0,8931.12,883.29,2977.04,3596.88
2019-05-01,51.311,-453.84,3.0,453.84,101.932,151.28,153.933,1173.32,-8931.12,3.0,8931.12,883.29,2977.04,3519.96
2019-05-02,50.977,-453.84,3.0,453.84,101.932,151.28,152.932,1166.51,-8931.12,3.0,8931.12,883.29,2977.04,3499.53
2019-05-03,51.611,-453.84,3.0,453.84,101.932,151.28,154.833,1189.55,-8931.12,3.0,8931.12,883.29,2977.04,3568.65
2019-05-06,50.814,-453.84,3.0,453.84,101.932,151.28,152.442,1193.46,-8931.12,3.0,8931.12,883.29,2977.04,3580.38
2019-05-07,49.444,-453.84,3.0,453.84,101.932,151.28,148.332,1178.86,-8931.12,3.0,8931.12,883.29,2977.04,3536.58
2019-05-08,49.454,-453.84,3.0,453.84,101.932,151.28,148.362,1170.78,-8931.12,3.0,8931.12,883.29,2977.04,3512.34
2019-05-09,48.923,-453.84,3.0,453.84,101.932,151.28,146.768,1167.97,-8931.12,3.0,8931.12,883.29,2977.04,3503.91
2019-05-10,48.245,-453.84,3.0,453.84,101.932,151.28,144.734,1167.64,-8931.12,3.0,8931.12,883.29,2977.04,3502.92
2019-05-13,45.441,-453.84,3.0,453.84,101.932,151.28,136.322,1136.59,-8931.12,3.0,8931.12,883.29,2977.04,3409.77
2019-05-14,46.16,-453.84,3.0,453.84,101.932,151.28,138.481,1124.86,-8931.12,3.0,8931.12,883.29,2977.04,3374.58
2019-05-15,46.713,-453.84,3.0,453.84,101.932,151.28,140.139,1170.8,-8931.12,3.0,8931.12,883.29,2977.04,3512.4
2019-05-16,46.508,-453.84,3.0,453.84,101.932,151.28,139.523,1184.5,-8931.12,3.0,8931.12,883.29,2977.04,3553.5
2019-05-17,46.243,-453.84,3.0,453.84,101.932,151.28,138.73,1168.78,-8931.12,3.0,8931.12,883.29,2977.04,3506.34
2019-05-20,44.797,-453.84,3.0,453.84,101.932,151.28,134.392,1144.66,-8931.12,3.0,8931.12,883.29,2977.04,3433.98
2019-05-21,45.656,-453.84,3.0,453.84,101.932,151.28,136.968,1154.44,-8931.12,3.0,8931.12,883.29,2977.04,3463.32
2019-05-22,44.721,-453.84,3.0,453.84,101.932,151.28,134.164,1155.85,-8931.12,3.0,8931.12,883.29,2977.04,3467.55
2019-05-23,43.958,-453.84,3.0,453.84,101.932,151.28,131.874,1145.34,-8931.12,3.0,8931.12,883.29,2977.04,3436.02
2019-05-24,43.789,-453.84,3.0,453.84,101.932,151.28,131.368,1138.61,-8931.12,3.0,8931.12,883.29,2977.04,3415.83
2019-05-28,43.608,-453.84,3.0,453.84,101.932,151.28,130.825,1139.56,-8931.12,3.0,8931.12,883.29,2977.04,3418.68
2019-05-29,43.4,-453.84,3.0,453.84,101.932,151.28,130.201,1119.94,-8931.12,3.0,8931.12,883.29,2977.04,3359.82
2019-05-30,43.625,-453.84,3.0,453.84,101.932,151.28,130.876,1121.41,-8931.12,3.0,8931.12,883.29,2977.04,3364.23
2019-05-31,42.835,-453.84,3.0,453.84,101.932,151.28,128.505,1106.5,-8931.12,3.0,8931.12,883.29,2977.04,3319.5
2019-06-03,42.402,-453.84,3.0,453.84,101.932,151.28,127.206,1038.74,-8931.12,3.0,8931.12,883.29,2977.04,3116.22
2019-06-04,43.953,-453.84,3.0,453.84,101.932,151.28,131.86,1054.49,-8931.12,3.0,8931.12,883.29,2977.04,3163.47
2019-06-05,44.663,-453.84,3.0,453.84,101.932,151.28,133.988,1044.64,-8931.12,3.0,8931.12,883.29,2977.04,3133.92
2019-06-06,45.318,-453.84,3.0,453.84,101.932,151.28,135.955,1047.76,-8931.12,3.0,8931.12,883.29,2977.04,3143.28
2019-06-07,46.525,-453.84,3.0,453.84,101.932,151.28,139.574,1068.37,-8931.12,3.0,8931.12,883.29,2977.04,3205.11
2019-06-10,47.119,-453.84,3.0,453.84,101.932,151.28,141.358,1082.76,-8931.12,3.0,8931.12,883.29,2977.04,3248.28
2019-06-11,47.665,-453.84,3.0,453.84,101.932,151.28,142.995,1081.04,-8931.12,3.0,8931.12,883.29,2977.04,3243.12
2019-06-12,47.513,-453.84,3.0,453.84,101.932,151.28,142.54,1079.1,-8931.12,3.0,8931.12,883.29,2977.04,3237.3
2019-06-13,47.503,-453.84,3.0,453.84,101.932,151.28,142.51,1091.01,-8931.12,3.0,8931.12,883.29,2977.04,3273.03
2019-06-14,47.158,-453.84,3.0,453.84,101.932,151.28,141.475,1086.3,-8931.12,3.0,8931.12,883.29,2977.04,3258.9
2019-06-17,47.44,-453.84,3.0,453.84,101.932,151.28,142.319,1093.89,-8931.12,3.0,8931.12,883.29,2977.04,3281.67
2019-06-18,48.556,-453.84,3.0,453.84,101.932,151.28,145.667,1105.24,-8931.12,3.0,8931.12,883.29,2977.04,3315.72
2019-06-19,48.414,-453.84,3.0,453.84,101.932,151.28,145.241,1104.51,-8931.12,3.0,8931.12,883.29,2977.04,3313.53
2019-06-20,48.803,-453.84,3.0,453.84,101.932,151.28,146.408,1113.2,-8931.12,3.0,8931.12,883.29,2977.04,3339.6
2019-06-21,48.636,-453.84,3.0,453.84,101.932,151.28,145.909,1125.37,-8931.12,3.0,8931.12,883.29,2977.04,3376.11
2019-06-24,48.587,-453.84,3.0,453.84,101.932,151.28,145.762,1116.7,-8931.12,3.0,8931.12,883.29,2977.04,3350.1
2019-06-25,47.851,-453.84,3.0,453.84,101.932,151.28,143.553,1087.58,-8931.12,3.0,8931.12,883.29,2977.04,3262.74
2019-06-26,48.886,-453.84,3.0,453.84,101.932,151.28,146.658,1080.32,-8931.12,3.0,8931.12,883.29,2977.04,3240.96
2019-06-27,48.871,-453.84,3.0,453.84,101.932,151.28,146.613,1076.63,-8931.12,3.0,8931.12,883.29,2977.04,3229.89
2019-06-28,48.426,-453.84,3.0,453.84,101.932,151.28,145.278,1082.8,-8931.12,3.0,8931.12,883.29,2977.04,3248.4
2019-07-01,49.314,-453.84,3.0,453.84,101.932,151.28,147.942,1100.0,-8931.12,3.0,8931.12,883.29,2977.04,3300.0
2019-07-02,49.603,-453.84,3.0,453.84,101.932,151.28,148.808,1112.6,-8931.12,3.0,8931.12,883.29,2977.04,3337.8
2019-07-03,50.014,-453.84,3.0,453.84,101.932,151.28,150.041,1122.99,-8931.12,3.0,8931.12,883.29,2977.04,3368.97
2019-07-05,49.97,-453.84,3.0,453.84,101.932,151.28,149.909,1132.67,-8931.12,3.0,8931.12,883.29,2977.04,3398.01
2019-07-08,48.94,-453.84,3.0,453.84,101.932,151.28,146.819,1116.79,-8931.12,3.0,8931.12,883.29,2977.04,3350.37
2019-07-09,49.238,-453.84,3.0,453.84,101.932,151.28,147.714,1124.29,-8931.12,3.0,8931.12,883.29,2977.04,3372.87
2019-07-10,49.725,-453.84,3.0,453.84,101.932,151.28,149.175,1140.91,-8931.12,3.0,8931.12,883.29,2977.04,3422.73
2019-07-11,49.363,-453.84,3.0,453.84,101.932,151.28,148.089,1144.08,-8931.12,3.0,8931.12,883.29,2977.04,3432.24
2019-07-12,49.742,-453.84,3.0,453.84,101.932,151.28,149.227,1145.34,-8931.12,3.0,8931.12,883.29,2977.04,3436.02
2019-07-15,50.21,-453.84,3.0,453.84,101.932,151.28,150.629,1150.51,-8931.12,3.0,8931.12,883.29,2977.04,3451.53
2019-07-16,50.036,-453.84,3.0,453.84,101.932,151.28,150.107,1153.46,-8931.12,3.0,8931.12,883.29,2977.04,3460.38
2019-07-17,49.754,-453.84,3.0,453.84,101.932,151.28,149.263,1146.74,-8931.12,3.0,8931.12,883.29,2977.04,3440.22
2019-07-18,50.32,-453.84,3.0,453.84,101.932,151.28,150.959,1147.24,-8931.12,3.0,8931.12,883.29,2977.04,3441.72
2019-07-19,49.568,-453.84,3.0,453.84,101.932,151.28,148.705,1131.55,-8931.12,3.0,8931.12,883.29,2977.04,3394.65
2019-07-22,50.701,-453.84,3.0,453.84,101.932,151.28,152.104,1139.21,-8931.12,3.0,8931.12,883.29,2977.04,3417.63
2019-07-23,51.098,-453.84,3.0,453.84,101.932,151.28,153.293,1148.05,-8931.12,3.0,8931.12,883.29,2977.04,3444.15
2019-07-24,51.056,-453.84,3.0,453.84,101.932,151.28,153.168,1139.73,-8931.12,3.0,8931.12,883.29,2977.04,3419.19
2019-07-25,50.652,-453.84,3.0,453.84,101.932,151.28,151.957,1135.94,-8931.12,3.0,8931.12,883.29,2977.04,3407.82
2019-07-26,50.829,-453.84,3.0,453.84,101.932,151.28,152.486,1245.22,-8931.12,3.0,8931.12,883.29,2977.04,3735.66
2019-07-29,51.303,-453.84,3.0,453.84,101.932,151.28,153.91,1241.84,-8931.12,3.0,8931.12,883.29,2977.04,3725.52
2019-07-30,51.083,-453.84,3.0,453.84,101.932,151.28,153.249,1228.0,-8931.12,3.0,8931.12,883.29,2977.04,3684.0
2019-07-31,52.125,-453.84,3.0,453.84,101.932,151.28,156.376,1218.2,-8931.12,3.0,8931.12,883.29,2977.04,3654.6
2019-08-01,50.997,-453.84,3.0,453.84,101.932,151.28,152.992,1211.78,-8931.12,3.0,8931.12,883.29,2977.04,3635.34
2019-08-02,49.918,-453.84,3.0,453.84,101.932,151.28,149.755,1196.32,-8931.12,3.0,8931.12,883.29,2977.04,3588.96
2019-08-05,47.305,-453.84,3.0,453.84,101.932,151.28,141.916,1154.75,-8931.12,3.0,8931.12,883.29,2977.04,3464.25
2019-08-06,48.201,-453.84,3.0,453.84,101.932,151.28,144.602,1171.08,-8931.12,3.0,8931.12,883.29,2977.04,3513.24
2019-08-07,48.7,-453.84,3.0,453.84,101.932,151.28,146.1,1175.91,-8931.12,3.0,8931.12,883.29,2977.04,3527.73
2019-08-08,49.774,-453.84,3.0,453.84,101.932,151.28,149.322,1206.19,-8931.12,3.0,8931.12,883.29,2977.04,3618.57
2019-08-09,49.364,-453.84,3.0,453.84,101.932,151.28,148.092,1188.9,-8931.12,3.0,8931.12,883.29,2977.04,3566.7
2019-08-12,49.239,-453.84,3.0,453.84,101.932,151.28,147.716,1174.5,-8931.12,3.0,8931.12,883.29,2977.04,3523.5
2019-08-13,51.324,-453.84,3.0,453.84,101.932,151.28,153.971,1196.73,-8931.12,3.0,8931.12,883.29,2977.04,3590.19
2019-08-14,49.796,-453.84,3.0,453.84,101.932,151.28,149.388,1164.25,-8931.12,3.0,8931.12,883.29,2977.04,3492.75
2019-08-15,49.548,-453.84,3.0,453.84,101.932,151.28,148.644,1169.32,-8931.12,3.0,8931.12,883.29,2977.04,3507.96
2019-08-16,50.717,-453.84,3.0,453.84,101.932,151.28,152.151,1179.21,-8931.12,3.0,8931.12,883.29,2977.04,3537.63
2019-08-19,51.663,-453.84,3.0,453.84,101.932,151.28,154.988,1200.44,-8931.12,3.0,8931.12,883.29,2977.04,3601.32
2019-08-20,51.665,-453.84,3.0,453.84,101.932,151.28,154.995,1183.53,-8931.12,3.0,8931.12,883.29,2977.04,3550.59
2019-08-21,52.225,-453.84,3.0,453.84,101.932,151.28,156.675,1191.58,-8931.12,3.0,8931.12,883.29,2977.04,3574.74
2019-08-22,52.181,-453.84,3.0,453.84,101.932,151.28,156.543,1191.52,-8931.12,3.0,8931.12,883.29,2977.04,3574.56
2019-08-23,49.769,-453.84,3.0,453.84,101.932,151.28,149.307,1153.58,-8931.12,3.0,8931.12,883.29,2977.04,3460.74
2019-08-26,50.715,-453.84,3.0,453.84,101.932,151.28,152.144,1171.18,-8931.12,3.0,8931.12,883.29,2977.04,3513.54
2019-08-27,50.142,-453.84,3.0,453.84,101.932,151.28,150.427,1170.82,-8931.12,3.0,8931.12,883.29,2977.04,3512.46
2019-08-28,50.479,-453.84,3.0,453.84,101.932,151.28,151.437,1173.75,-8931.12,3.0,8931.12,883.29,2977.04,3521.25
2019-08-29,51.334,-453.84,3.0,453.84,101.932,151.28,154.001,1194.24,-8931.12,3.0,8931.12,883.29,2977.04,3582.72
2019-08-30,51.267,-453.84,3.0,453.84,101.932,151.28,153.802,1190.53,-8931.12,3.0,8931.12,883.29,2977.04,3571.59
2019-09-03,50.521,-453.84,3.0,453.84,101.932,151.28,151.562,1169.55,-8931.12,3.0,8931.12,883.29,2977.04,3508.65
2019-09-04,51.378,-453.84,3.0,453.84,101.932,151.28,154.133,1182.27,-8931.12,3.0,8931.12,883.29,2977.04,3546.81
2019-09-05,52.382,-453.84,3.0,453.84,101.932,151.28,157.147,1212.19,-8931.12,3.0,8931.12,883.29,2977.04,3636.57
2019-09-06,52.377,-453.84,3.0,453.84,101.932,151.28,157.132,1206.32,-8931.12,3.0,8931.12,883.29,2977.04,3618.96
2019-09-09,52.601,-453.84,3.0,453.84,101.932,151.28,157.803,1205.27,-8931.12,3.0,8931.12,883.29,2977.04,3615.81
2019-09-10,53.222,-453.84,3.0,453.84,101.932,151.28,159.667,1205.7,-8931.12,3.0,8931.12,883.29,2977.04,3617.1
2019-09-11,54.914,-453.84,3.0,453.84,101.932,151.28,164.743,1220.0,-8931.12,3.0,8931.12,883.29,2977.04,3660.0
2019-09-12,54.792,-453.84,3.0,453.84,101.932,151.28,164.375,1234.97,-8931.12,3.0,8931.12,883.29,2977.04,3704.91
2019-09-13,53.726,-453.84,3.0,453.84,101.932,151.28,161.177,1240.03,-8931.12,3.0,8931.12,883.29,2977.04,3720.09
2019-09-16,54.008,-453.84,3.0,453.84,101.932,151.28,162.025,1231.63,-8931.12,3.0,8931.12,883.29,2977.04,3694.89
2019-09-17,54.205,-453.84,3.0,453.84,101.932,151.28,162.614,1229.88,-8931.12,3.0,8931.12,883.29,2977.04,3689.64
2019-09-18,54.713,-453.84,3.0,453.84,101.932,151.28,164.139,1232.65,-8931.12,3.0,8931.12,883.29,2977.04,3697.95
2019-09-19,54.269,-453.84,3.0,453.84,101.932,151.28,162.806,1238.75,-8931.12,3.0,8931.12,883.29,2977.04,3716.25
2019-09-20,53.475,-453.84,3.0,453.84,101.932,151.28,160.426,1229.84,-8931.12,3.0,8931.12,883.29,2977.04,3689.52
2019-09-23,53.718,-453.84,3.0,453.84,101.932,151.28,161.155,1234.69,-8931.12,3.0,8931.12,883.29,2977.04,3704.07
2019-09-24,53.463,-453.84,3.0,453.84,101.932,151.28,160.389,1218.33,-8931.12,3.0,8931.12,883.29,2977.04,3654.99
2019-09-25,54.286,-453.84,3.0,453.84,101.932,151.28,162.857,1245.94,-8931.12,3.0,8931.12,883.29,2977.04,3737.82
2019-09-26,54.006,-453.84,3.0,453.84,101.932,151.28,162.017,1242.29,-8931.12,3.0,8931.12,883.29,2977.04,3726.87
2019-09-27,53.743,-453.84,3.0,453.84,101.932,151.28,161.229,1225.95,-8931.12,3.0,8931.12,883.29,2977.04,3677.85
2019-09-30,55.008,-453.84,3.0,453.84,101.932,151.28,165.023,1221.14,-8931.12,3.0,8931.12,883.29,2977.04,3663.42
2019-10-01,55.16,-453.84,3.0,453.84,101.932,151.28,165.48,1206.0,-8931.12,3.0,8931.12,883.29,2977.04,3618.0
2019-10-02,53.777,-453.84,3.0,453.84,101.932,151.28,161.332,1177.92,-8931.12,3.0,8931.12,883.29,2977.04,3533.76
2019-10-03,54.234,-453.84,3.0,453.84,101.932,151.28,162.702,1189.43,-8931.12,3.0,8931.12,883.29,2977.04,3568.29
2019-10-04,55.754,-453.84,3.0,453.84,101.932,151.28,167.263,1210.96,-8931.12,3.0,8931.12,883.29,2977.04,3632.88
2019-10-07,55.767,-453.84,3.0,453.84,101.932,151.28,167.3,1208.25,-8931.12,3.0,8931.12,883.29,2977.04,3624.75
2019-10-08,55.113,-453.84,3.0,453.84,101.932,151.28,165.34,1190.13,-8931.12,3.0,8931.12,883.29,2977.04,3570.39
