date,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue
2020-11-03,4.431,-4998.685,625.0,4998.685,0.0,7.998,2769.223,25.89,-4954.851,96.154,4954.851,0.0,51.53,2489.464
2020-11-04,4.464,-4998.685,625.0,4998.685,0.0,7.998,2790.089,25.92,-4954.851,96.154,4954.851,0.0,51.53,2492.306
2020-11-05,4.598,-4998.685,625.0,4998.685,0.0,7.998,2873.553,26.61,-4954.851,96.154,4954.851,0.0,51.53,2558.641
2020-11-06,4.598,-4998.685,625.0,4998.685,0.0,7.998,2873.553,26.846,-4954.851,96.154,4954.851,0.0,51.53,2581.385
2020-11-09,4.779,-4998.685,625.0,4998.685,0.0,7.998,2986.827,28.739,-4954.851,96.154,4954.851,0.0,51.53,2763.333
2020-11-10,4.855,-4998.685,625.0,4998.685,0.0,7.998,3034.52,28.857,-4954.851,96.154,4954.851,0.0,51.53,2774.704
2020-11-11,4.884,-4998.685,625.0,4998.685,0.0,7.998,3052.406,28.926,-4954.851,96.154,4954.851,0.0,51.53,2781.338
2020-11-12,4.76,-4998.685,625.0,4998.685,0.0,7.998,2974.903,28.423,-4954.851,96.154,4954.851,0.0,51.53,2733.008
2020-11-13,4.76,-4998.685,625.0,4998.685,0.0,7.998,2974.903,28.798,-4954.851,96.154,4954.851,0.0,51.53,2769.019
2020-11-16,4.846,-4998.685,625.0,4998.685,0.0,7.998,3028.559,30.68,-4954.851,96.154,4954.851,0.0,51.53,2950.019
2020-11-17,4.779,-4998.685,625.0,4998.685,0.0,7.998,2986.827,29.182,-4954.851,96.154,4954.851,0.0,51.53,2805.977
2020-11-18,4.827,-4998.685,625.0,4998.685,0.0,7.998,3016.635,29.803,-4954.851,96.154,4954.851,0.0,51.53,2865.678
2020-11-19,4.827,-4998.685,625.0,4998.685,0.0,7.998,3016.635,29.438,-4954.851,96.154,4954.851,0.0,51.53,2830.616
2020-11-20,4.922,-4998.685,625.0,4998.685,0.0,7.998,3076.252,29.744,-4954.851,96.154,4954.851,0.0,51.53,2859.993
2020-11-23,5.141,-4998.685,625.0,4998.685,0.0,7.998,3213.372,29.951,-4954.851,96.154,4954.851,0.0,51.53,2879.893
2020-11-24,5.342,-4998.685,625.0,4998.685,0.0,7.998,3338.569,30.887,-4954.851,96.154,4954.851,0.0,51.53,2969.919
2020-11-25,5.246,-4998.685,625.0,4998.685,0.0,7.998,3278.952,30.404,-4954.851,96.154,4954.851,0.0,51.53,2923.485
2020-11-27,5.349,-4998.685,625.0,4998.685,0.0,7.998,3343.056,30.345,-4954.851,96.154,4954.851,0.0,51.53,2917.799
2020-11-30,5.435,-4998.685,625.0,4998.685,0.0,7.998,3396.977,30.01,-4954.851,96.154,4954.851,0.0,51.53,2885.579
2020-12-01,5.627,-4998.685,625.0,4998.685,0.0,7.998,3516.799,31.833,-4954.851,96.154,4954.851,0.0,51.53,3060.893
2020-12-02,5.79,-4998.685,625.0,4998.685,0.0,7.998,3618.649,32.464,-4954.851,96.154,4954.851,0.0,51.53,3121.543
2020-12-03,5.876,-4998.685,625.0,4998.685,0.0,7.998,3672.57,32.927,-4954.851,96.154,4954.851,0.0,51.53,3166.082
2020-12-04,6.125,-4998.685,625.0,4998.685,0.0,7.998,3828.339,34.711,-4954.851,96.154,4954.851,0.0,51.53,3337.606
2020-12-07,6.145,-4998.685,625.0,4998.685,0.0,7.998,3840.321,34.869,-4954.851,96.154,4954.851,0.0,51.53,3352.768
2020-12-08,6.145,-4998.685,625.0,4998.685,0.0,7.998,3840.321,35.529,-4954.851,96.154,4954.851,0.0,51.53,3416.26
2020-12-09,6.279,-4998.685,625.0,4998.685,0.0,7.998,3924.197,36.8,-4954.851,96.154,4954.851,0.0,51.53,3538.506
2020-12-10,6.394,-4998.685,625.0,4998.685,0.0,7.998,3996.091,37.549,-4954.851,96.154,4954.851,0.0,51.53,3610.527
2020-12-11,6.317,-4998.685,625.0,4998.685,0.0,7.998,3948.162,37.343,-4954.851,96.154,4954.851,0.0,51.53,3590.627
2020-12-14,6.403,-4998.685,625.0,4998.685,0.0,7.998,4002.082,37.993,-4954.851,96.154,4954.851,0.0,51.53,3653.171
2020-12-15,6.538,-4998.685,625.0,4998.685,0.0,7.998,4085.958,40.072,-4954.851,96.154,4954.851,0.0,51.53,3853.125
2020-12-16,6.633,-4998.685,625.0,4998.685,0.0,7.998,4145.869,40.23,-4954.851,96.154,4954.851,0.0,51.53,3868.287
2020-12-17,6.71,-4998.685,625.0,4998.685,0.0,7.998,4193.799,40.684,-4954.851,96.154,4954.851,0.0,51.53,3911.879
2020-12-18,6.7,-4998.685,625.0,4998.685,0.0,7.998,4187.807,41.373,-4954.851,96.154,4954.851,0.0,51.53,3978.214
2020-12-21,6.576,-4998.685,625.0,4998.685,0.0,7.998,4109.923,39.136,-4954.851,96.154,4954.851,0.0,51.53,3763.098
2020-12-22,6.528,-4998.685,625.0,4998.685,0.0,7.998,4079.967,39.501,-4954.851,96.154,4954.851,0.0,51.53,3798.161
2020-12-23,6.576,-4998.685,625.0,4998.685,0.0,7.998,4109.923,39.461,-4954.851,96.154,4954.851,0.0,51.53,3794.37
2020-12-24,6.576,-4998.685,625.0,4998.685,0.0,7.998,4109.923,39.698,-4954.851,96.154,4954.851,0.0,51.53,3817.114
2020-12-28,6.547,-4998.685,625.0,4998.685,0.0,7.998,4091.949,40.013,-4954.851,96.154,4954.851,0.0,51.53,3847.438
2020-12-29,6.633,-4998.685,625.0,4998.685,0.0,7.998,4145.869,40.242,-4954.851,96.154,4954.851,0.0,51.53,3869.408
2020-12-30,6.658,-4998.685,625.0,4998.685,0.0,7.998,4161.505,40.679,-4954.851,96.154,4954.851,0.0,51.53,3911.435
2020-12-31,6.62,-4998.685,625.0,4998.685,0.0,7.998,4137.45,39.914,-4954.851,96.154,4954.851,0.0,51.53,3837.887
2021-01-04,6.591,-4998.685,625.0,4998.685,0.0,7.998,4119.409,39.388,-4954.851,96.154,4954.851,0.0,51.53,3787.263
2021-01-05,6.427,-4998.685,625.0,4998.685,0.0,7.998,4017.175,39.248,-4954.851,96.154,4954.851,0.0,51.53,3773.89
2021-01-06,6.553,-4998.685,625.0,4998.685,0.0,7.998,4095.353,39.993,-4954.851,96.154,4954.851,0.0,51.53,3845.528
2021-01-07,6.524,-4998.685,625.0,4998.685,0.0,7.998,4077.313,39.447,-4954.851,96.154,4954.851,0.0,51.53,3792.993
2021-01-08,6.553,-4998.685,625.0,4998.685,0.0,7.998,4095.353,39.626,-4954.851,96.154,4954.851,0.0,51.53,3810.186
2021-01-11,6.331,-4998.685,625.0,4998.685,0.0,7.998,3957.038,38.513,-4954.851,96.154,4954.851,0.0,51.53,3703.207
2021-01-12,6.456,-4998.685,625.0,4998.685,0.0,7.998,4035.217,39.596,-4954.851,96.154,4954.851,0.0,51.53,3807.321
2021-01-13,6.418,-4998.685,625.0,4998.685,0.0,7.998,4011.161,39.149,-4954.851,96.154,4954.851,0.0,51.53,3764.338
2021-01-14,6.524,-4998.685,625.0,4998.685,0.0,7.998,4077.313,39.537,-4954.851,96.154,4954.851,0.0,51.53,3801.59
2021-01-15,6.437,-4998.685,625.0,4998.685,0.0,7.998,4023.19,38.503,-4954.851,96.154,4954.851,0.0,51.53,3702.252
2021-01-19,6.408,-4998.685,625.0,4998.685,0.0,7.998,4005.147,38.245,-4954.851,96.154,4954.851,0.0,51.53,3677.418
2021-01-20,6.466,-4998.685,625.0,4998.685,0.0,7.998,4041.231,38.553,-4954.851,96.154,4954.851,0.0,51.53,3707.028
2021-01-21,6.427,-4998.685,625.0,4998.685,0.0,7.998,4017.175,37.351,-4954.851,96.154,4954.851,0.0,51.53,3591.452
2021-01-22,6.341,-4998.685,625.0,4998.685,0.0,7.998,3963.052,35.931,-4954.851,96.154,4954.851,0.0,51.53,3454.862
2021-01-25,6.331,-4998.685,625.0,4998.685,0.0,7.998,3957.038,34.828,-4954.851,96.154,4954.851,0.0,51.53,3348.838
2021-01-26,6.148,-4998.685,625.0,4998.685,0.0,7.998,3842.777,34.311,-4954.851,96.154,4954.851,0.0,51.53,3299.169
2021-01-27,6.081,-4998.685,625.0,4998.685,0.0,7.998,3800.682,33.656,-4954.851,96.154,4954.851,0.0,51.53,3236.128
2021-01-28,6.319,-4998.685,625.0,4998.685,0.0,7.998,3949.23,34.53,-4954.851,96.154,4954.851,0.0,51.53,3320.183
2021-01-29,6.193,-4998.685,625.0,4998.685,0.0,7.998,3870.728,34.957,-4954.851,96.154,4954.851,0.0,51.53,3361.255
2021-02-01,6.241,-4998.685,625.0,4998.685,0.0,7.998,3900.921,35.633,-4954.851,96.154,4954.851,0.0,51.53,3426.207
2021-02-02,6.415,-4998.685,625.0,4998.685,0.0,7.998,4009.616,36.397,-4954.851,96.154,4954.851,0.0,51.53,3499.755
2021-02-03,6.464,-4998.685,625.0,4998.685,0.0,7.998,4039.809,36.0,-4954.851,96.154,4954.851,0.0,51.53,3461.549
2021-02-04,6.454,-4998.685,625.0,4998.685,0.0,7.998,4033.77,35.722,-4954.851,96.154,4954.851,0.0,51.53,3434.803
2021-02-05,6.493,-4998.685,625.0,4998.685,0.0,7.998,4057.924,36.199,-4954.851,96.154,4954.851,0.0,51.53,3480.652
2021-02-08,6.56,-4998.685,625.0,4998.685,0.0,7.998,4100.194,36.517,-4954.851,96.154,4954.851,0.0,51.53,3511.218
2021-02-09,6.522,-4998.685,625.0,4998.685,0.0,7.998,4076.04,36.239,-4954.851,96.154,4954.851,0.0,51.53,3484.472
2021-02-10,6.531,-4998.685,625.0,4998.685,0.0,7.998,4082.079,36.278,-4954.851,96.154,4954.851,0.0,51.53,3488.293
2021-02-11,6.531,-4998.685,625.0,4998.685,0.0,7.998,4082.079,35.811,-4954.851,96.154,4954.851,0.0,51.53,3443.4
2021-02-12,6.589,-4998.685,625.0,4998.685,0.0,7.998,4118.31,36.209,-4954.851,96.154,4954.851,0.0,51.53,3481.607
2021-02-16,6.522,-4998.685,625.0,4998.685,0.0,7.998,4076.04,35.662,-4954.851,96.154,4954.851,0.0,51.53,3429.073
2021-02-17,6.454,-4998.685,625.0,4998.685,0.0,7.998,4033.77,35.642,-4954.851,96.154,4954.851,0.0,51.53,3427.163
2021-02-18,6.483,-4998.685,625.0,4998.685,0.0,7.998,4051.886,35.245,-4954.851,96.154,4954.851,0.0,51.53,3388.955
2021-02-19,6.454,-4998.685,625.0,4998.685,0.0,7.998,4033.77,35.295,-4954.851,96.154,4954.851,0.0,51.53,3393.731
2021-02-22,6.377,-4998.685,625.0,4998.685,0.0,7.998,3985.461,35.076,-4954.851,96.154,4954.851,0.0,51.53,3372.717
2021-02-23,6.348,-4998.685,625.0,4998.685,0.0,7.998,3967.346,35.553,-4954.851,96.154,4954.851,0.0,51.53,3418.566
2021-02-24,6.415,-4998.685,625.0,4998.685,0.0,7.998,4009.616,35.642,-4954.851,96.154,4954.851,0.0,51.53,3427.163
2021-02-25,6.13,-4998.685,625.0,4998.685,0.0,7.998,3831.384,33.189,-4954.851,96.154,4954.851,0.0,51.53,3191.235
2021-02-26,6.091,-4998.685,625.0,4998.685,0.0,7.998,3807.134,33.229,-4954.851,96.154,4954.851,0.0,51.53,3195.055
2021-03-01,6.276,-4998.685,625.0,4998.685,0.0,7.998,3922.319,34.133,-4954.851,96.154,4954.851,0.0,51.53,3281.976
2021-03-02,6.159,-4998.685,625.0,4998.685,0.0,7.998,3849.57,33.457,-4954.851,96.154,4954.851,0.0,51.53,3217.024
2021-03-03,6.13,-4998.685,625.0,4998.685,0.0,7.998,3831.384,33.268,-4954.851,96.154,4954.851,0.0,51.53,3198.876
2021-03-04,6.111,-4998.685,625.0,4998.685,0.0,7.998,3819.259,33.03,-4954.851,96.154,4954.851,0.0,51.53,3175.952
2021-03-05,6.091,-4998.685,625.0,4998.685,0.0,7.998,3807.134,33.189,-4954.851,96.154,4954.851,0.0,51.53,3191.235
2021-03-08,6.072,-4998.685,625.0,4998.685,0.0,7.998,3795.01,32.791,-4954.851,96.154,4954.851,0.0,51.53,3153.027
2021-03-09,6.188,-4998.685,625.0,4998.685,0.0,7.998,3867.758,33.268,-4954.851,96.154,4954.851,0.0,51.53,3198.876
2021-03-10,6.324,-4998.685,625.0,4998.685,0.0,7.998,3952.63,33.864,-4954.851,96.154,4954.851,0.0,51.53,3256.186
2021-03-11,6.373,-4998.685,625.0,4998.685,0.0,7.998,3982.942,34.311,-4954.851,96.154,4954.851,0.0,51.53,3299.169
2021-03-12,6.256,-4998.685,625.0,4998.685,0.0,7.998,3910.193,34.162,-4954.851,96.154,4954.851,0.0,51.53,3284.841
2021-03-15,6.334,-4998.685,625.0,4998.685,0.0,7.998,3958.693,34.341,-4954.851,96.154,4954.851,0.0,51.53,3302.035
2021-03-16,6.305,-4998.685,625.0,4998.685,0.0,7.998,3940.505,33.894,-4954.851,96.154,4954.851,0.0,51.53,3259.052
2021-03-17,6.198,-4998.685,625.0,4998.685,0.0,7.998,3873.82,33.844,-4954.851,96.154,4954.851,0.0,51.53,3254.276
2021-03-18,6.14,-4998.685,625.0,4998.685,0.0,7.998,3837.446,33.358,-4954.851,96.154,4954.851,0.0,51.53,3207.473
2021-03-19,6.111,-4998.685,625.0,4998.685,0.0,7.998,3819.259,33.248,-4954.851,96.154,4954.851,0.0,51.53,3196.965
2021-03-22,6.024,-4998.685,625.0,4998.685,0.0,7.998,3764.699,32.881,-4954.851,96.154,4954.851,0.0,51.53,3161.624
2021-03-23,6.159,-4998.685,625.0,4998.685,0.0,7.998,3849.57,32.702,-4954.851,96.154,4954.851,0.0,51.53,3144.431
2021-03-24,6.13,-4998.685,625.0,4998.685,0.0,7.998,3831.384,32.404,-4954.851,96.154,4954.851,0.0,51.53,3115.776
2021-03-25,6.004,-4998.685,625.0,4998.685,0.0,7.998,3752.574,32.801,-4954.851,96.154,4954.851,0.0,51.53,3153.983
2021-03-26,6.082,-4998.685,625.0,4998.685,0.0,7.998,3801.072,31.858,-4954.851,96.154,4954.851,0.0,51.53,3063.241
2021-03-29,5.946,-4998.685,625.0,4998.685,0.0,7.998,3716.2,31.848,-4954.851,96.154,4954.851,0.0,51.53,3062.286
2021-03-30,6.024,-4998.685,625.0,4998.685,0.0,7.998,3764.699,31.748,-4954.851,96.154,4954.851,0.0,51.53,3052.734
2021-03-31,6.033,-4998.685,625.0,4998.685,0.0,7.998,3770.76,31.778,-4954.851,96.154,4954.851,0.0,51.53,3055.6
2021-04-01,5.999,-4998.685,625.0,4998.685,0.0,7.998,3749.457,31.839,-4954.851,96.154,4954.851,0.0,51.53,3061.439
2021-04-05,6.116,-4998.685,625.0,4998.685,0.0,7.998,3822.498,32.416,-4954.851,96.154,4954.851,0.0,51.53,3116.963
2021-04-06,6.145,-4998.685,625.0,4998.685,0.0,7.998,3840.759,32.436,-4954.851,96.154,4954.851,0.0,51.53,3118.877
2021-04-07,6.087,-4998.685,625.0,4998.685,0.0,7.998,3804.238,32.655,-4954.851,96.154,4954.851,0.0,51.53,3139.938
2021-04-08,6.174,-4998.685,625.0,4998.685,0.0,7.998,3859.019,33.074,-4954.851,96.154,4954.851,0.0,51.53,3180.144
2021-04-09,6.135,-4998.685,625.0,4998.685,0.0,7.998,3834.672,33.093,-4954.851,96.154,4954.851,0.0,51.53,3182.059
2021-04-12,6.019,-4998.685,625.0,4998.685,0.0,7.998,3761.63,32.307,-4954.851,96.154,4954.851,0.0,51.53,3106.432
2021-04-13,6.067,-4998.685,625.0,4998.685,0.0,7.998,3792.064,32.217,-4954.851,96.154,4954.851,0.0,51.53,3097.817
2021-04-14,6.106,-4998.685,625.0,4998.685,0.0,7.998,3816.411,32.825,-4954.851,96.154,4954.851,0.0,51.53,3156.212
2021-04-15,6.165,-4998.685,625.0,4998.685,0.0,7.998,3852.932,33.412,-4954.851,96.154,4954.851,0.0,51.53,3212.693
2021-04-16,6.233,-4998.685,625.0,4998.685,0.0,7.998,3895.54,33.701,-4954.851,96.154,4954.851,0.0,51.53,3240.454
2021-04-19,6.058,-4998.685,625.0,4998.685,0.0,7.998,3785.977,32.994,-4954.851,96.154,4954.851,0.0,51.53,3172.486
2021-04-20,6.106,-4998.685,625.0,4998.685,0.0,7.998,3816.411,32.217,-4954.851,96.154,4954.851,0.0,51.53,3097.817
2021-04-21,6.106,-4998.685,625.0,4998.685,0.0,7.998,3816.411,32.526,-4954.851,96.154,4954.851,0.0,51.53,3127.493
2021-04-22,6.106,-4998.685,625.0,4998.685,0.0,7.998,3816.411,31.998,-4954.851,96.154,4954.851,0.0,51.53,3076.756
2021-04-23,6.087,-4998.685,625.0,4998.685,0.0,7.998,3804.238,31.481,-4954.851,96.154,4954.851,0.0,51.53,3026.977
2021-04-26,6.106,-4998.685,625.0,4998.685,0.0,7.998,3816.411,31.361,-4954.851,96.154,4954.851,0.0,51.53,3015.489
2021-04-27,6.106,-4998.685,625.0,4998.685,0.0,7.998,3816.411,31.729,-4954.851,96.154,4954.851,0.0,51.53,3050.909
2021-04-28,5.98,-4998.685,625.0,4998.685,0.0,7.998,3737.283,31.351,-4954.851,96.154,4954.851,0.0,51.53,3014.532
2021-04-29,5.926,-4998.685,625.0,4998.685,0.0,7.998,3703.669,30.714,-4954.851,96.154,4954.851,0.0,51.53,2953.265
2021-04-30,5.789,-4998.685,625.0,4998.685,0.0,7.998,3618.106,29.798,-4954.851,96.154,4954.851,0.0,51.53,2865.193
2021-05-03,5.476,-4998.685,625.0,4998.685,0.0,7.998,3422.532,28.872,-4954.851,96.154,4954.851,0.0,51.53,2776.164
2021-05-04,5.261,-4998.685,625.0,4998.685,0.0,7.998,3288.076,28.593,-4954.851,96.154,4954.851,0.0,51.53,2749.36
2021-05-05,5.339,-4998.685,625.0,4998.685,0.0,7.998,3336.969,29.021,-4954.851,96.154,4954.851,0.0,51.53,2790.524
2021-05-06,5.437,-4998.685,625.0,4998.685,0.0,7.998,3398.086,29.967,-4954.851,96.154,4954.851,0.0,51.53,2881.467
2021-05-07,5.593,-4998.685,625.0,4998.685,0.0,7.998,3495.872,30.575,-4954.851,96.154,4954.851,0.0,51.53,2939.862
2021-05-10,5.838,-4998.685,625.0,4998.685,0.0,7.998,3648.664,31.809,-4954.851,96.154,4954.851,0.0,51.53,3058.567
2021-05-11,5.74,-4998.685,625.0,4998.685,0.0,7.998,3587.548,30.744,-4954.851,96.154,4954.851,0.0,51.53,2956.136
2021-05-12,5.672,-4998.685,625.0,4998.685,0.0,7.998,3544.766,30.156,-4954.851,96.154,4954.851,0.0,51.53,2899.656
2021-05-13,5.73,-4998.685,625.0,4998.685,0.0,7.998,3581.436,30.137,-4954.851,96.154,4954.851,0.0,51.53,2897.741
2021-05-14,5.877,-4998.685,625.0,4998.685,0.0,7.998,3673.111,31.68,-4954.851,96.154,4954.851,0.0,51.53,3046.123
2021-05-17,5.721,-4998.685,625.0,4998.685,0.0,7.998,3575.324,30.664,-4954.851,96.154,4954.851,0.0,51.53,2948.478
2021-05-18,5.76,-4998.685,625.0,4998.685,0.0,7.998,3599.771,30.674,-4954.851,96.154,4954.851,0.0,51.53,2949.435
2021-05-19,5.721,-4998.685,625.0,4998.685,0.0,7.998,3575.324,30.336,-4954.851,96.154,4954.851,0.0,51.53,2916.887
2021-05-20,5.681,-4998.685,625.0,4998.685,0.0,7.998,3550.877,29.868,-4954.851,96.154,4954.851,0.0,51.53,2871.894
2021-05-21,5.74,-4998.685,625.0,4998.685,0.0,7.998,3587.548,29.35,-4954.851,96.154,4954.851,0.0,51.53,2822.115
2021-05-24,5.642,-4998.685,625.0,4998.685,0.0,7.998,3526.431,29.33,-4954.851,96.154,4954.851,0.0,51.53,2820.2
2021-05-25,5.593,-4998.685,625.0,4998.685,0.0,7.998,3495.872,29.031,-4954.851,96.154,4954.851,0.0,51.53,2791.481
2021-05-26,5.574,-4998.685,625.0,4998.685,0.0,7.998,3483.649,29.171,-4954.851,96.154,4954.851,0.0,51.53,2804.883
2021-05-27,5.883,-4998.685,625.0,4998.685,0.0,7.998,3677.014,29.868,-4954.851,96.154,4954.851,0.0,51.53,2871.894
2021-05-28,5.677,-4998.685,625.0,4998.685,0.0,7.998,3548.104,29.888,-4954.851,96.154,4954.851,0.0,51.53,2873.809
2021-06-01,5.765,-4998.685,625.0,4998.685,0.0,7.998,3603.352,30.634,-4954.851,96.154,4954.851,0.0,51.53,2945.606
2021-06-02,5.785,-4998.685,625.0,4998.685,0.0,7.998,3615.628,30.644,-4954.851,96.154,4954.851,0.0,51.53,2946.564
2021-06-03,5.883,-4998.685,625.0,4998.685,0.0,7.998,3677.014,31.222,-4954.851,96.154,4954.851,0.0,51.53,3002.087
2021-06-04,5.923,-4998.685,625.0,4998.685,0.0,7.998,3701.569,31.052,-4954.851,96.154,4954.851,0.0,51.53,2985.813
2021-06-07,5.795,-4998.685,625.0,4998.685,0.0,7.998,3621.767,30.565,-4954.851,96.154,4954.851,0.0,51.53,2938.905
2021-06-08,5.805,-4998.685,625.0,4998.685,0.0,7.998,3627.906,31.062,-4954.851,96.154,4954.851,0.0,51.53,2986.77
2021-06-09,5.785,-4998.685,625.0,4998.685,0.0,7.998,3615.628,31.142,-4954.851,96.154,4954.851,0.0,51.53,2994.429
2021-06-10,5.785,-4998.685,625.0,4998.685,0.0,7.998,3615.628,31.142,-4954.851,96.154,4954.851,0.0,51.53,2994.429
2021-06-11,5.805,-4998.685,625.0,4998.685,0.0,7.998,3627.906,31.122,-4954.851,96.154,4954.851,0.0,51.53,2992.514
2021-06-14,5.736,-4998.685,625.0,4998.685,0.0,7.998,3584.936,31.281,-4954.851,96.154,4954.851,0.0,51.53,3007.831
2021-06-15,5.746,-4998.685,625.0,4998.685,0.0,7.998,3591.074,30.107,-4954.851,96.154,4954.851,0.0,51.53,2894.869
2021-06-16,5.844,-4998.685,625.0,4998.685,0.0,7.998,3652.46,30.117,-4954.851,96.154,4954.851,0.0,51.53,2895.827
2021-06-17,5.697,-4998.685,625.0,4998.685,0.0,7.998,3560.382,29.41,-4954.851,96.154,4954.851,0.0,51.53,2827.859
2021-06-18,5.667,-4998.685,625.0,4998.685,0.0,7.998,3541.966,29.041,-4954.851,96.154,4954.851,0.0,51.53,2792.439
2021-06-21,5.618,-4998.685,625.0,4998.685,0.0,7.998,3511.273,29.24,-4954.851,96.154,4954.851,0.0,51.53,2811.585
2021-06-22,5.53,-4998.685,625.0,4998.685,0.0,7.998,3456.025,28.573,-4954.851,96.154,4954.851,0.0,51.53,2747.445
2021-06-23,5.618,-4998.685,625.0,4998.685,0.0,7.998,3511.273,28.643,-4954.851,96.154,4954.851,0.0,51.53,2754.147
2021-06-24,5.697,-4998.685,625.0,4998.685,0.0,7.998,3560.382,29.071,-4954.851,96.154,4954.851,0.0,51.53,2795.311
2021-06-25,5.805,-4998.685,625.0,4998.685,0.0,7.998,3627.906,29.231,-4954.851,96.154,4954.851,0.0,51.53,2810.627
2021-06-28,5.746,-4998.685,625.0,4998.685,0.0,7.998,3591.074,28.833,-4954.851,96.154,4954.851,0.0,51.53,2772.433
2021-06-29,5.603,-4998.685,625.0,4998.685,0.0,7.998,3501.683,28.225,-4954.851,96.154,4954.851,0.0,51.53,2713.894
2021-06-30,5.622,-4998.685,625.0,4998.685,0.0,7.998,3514.013,28.743,-4954.851,96.154,4954.851,0.0,51.53,2763.796
2021-07-01,5.583,-4998.685,625.0,4998.685,0.0,7.998,3489.353,28.185,-4954.851,96.154,4954.851,0.0,51.53,2710.056
2021-07-02,5.662,-4998.685,625.0,4998.685,0.0,7.998,3538.672,29.692,-4954.851,96.154,4954.851,0.0,51.53,2854.963
2021-07-06,5.603,-4998.685,625.0,4998.685,0.0,7.998,3501.683,28.853,-4954.851,96.154,4954.851,0.0,51.53,2774.352
2021-07-07,5.563,-4998.685,625.0,4998.685,0.0,7.998,3477.023,29.233,-4954.851,96.154,4954.851,0.0,51.53,2810.819
2021-07-08,5.544,-4998.685,625.0,4998.685,0.0,7.998,3464.693,29.442,-4954.851,96.154,4954.851,0.0,51.53,2830.972
2021-07-09,5.583,-4998.685,625.0,4998.685,0.0,7.998,3489.353,30.241,-4954.851,96.154,4954.851,0.0,51.53,2907.744
2021-07-12,5.691,-4998.685,625.0,4998.685,0.0,7.998,3557.167,30.131,-4954.851,96.154,4954.851,0.0,51.53,2897.188
2021-07-13,5.672,-4998.685,625.0,4998.685,0.0,7.998,3544.838,29.821,-4954.851,96.154,4954.851,0.0,51.53,2867.438
2021-07-14,5.652,-4998.685,625.0,4998.685,0.0,7.998,3532.508,30.27,-4954.851,96.154,4954.851,0.0,51.53,2910.623
2021-07-15,5.534,-4998.685,625.0,4998.685,0.0,7.998,3458.529,30.241,-4954.851,96.154,4954.851,0.0,51.53,2907.744
2021-07-16,5.484,-4998.685,625.0,4998.685,0.0,7.998,3427.703,30.081,-4954.851,96.154,4954.851,0.0,51.53,2892.389
2021-07-19,5.356,-4998.685,625.0,4998.685,0.0,7.998,3347.559,29.123,-4954.851,96.154,4954.851,0.0,51.53,2800.263
2021-07-20,5.415,-4998.685,625.0,4998.685,0.0,7.998,3384.549,29.961,-4954.851,96.154,4954.851,0.0,51.53,2880.874
2021-07-21,5.415,-4998.685,625.0,4998.685,0.0,7.998,3384.549,29.432,-4954.851,96.154,4954.851,0.0,51.53,2830.012
2021-07-22,5.238,-4998.685,625.0,4998.685,0.0,7.998,3273.58,28.943,-4954.851,96.154,4954.851,0.0,51.53,2782.989
2021-07-23,5.307,-4998.685,625.0,4998.685,0.0,7.998,3316.735,28.963,-4954.851,96.154,4954.851,0.0,51.53,2784.909
2021-07-26,5.297,-4998.685,625.0,4998.685,0.0,7.998,3310.57,28.983,-4954.851,96.154,4954.851,0.0,51.53,2786.828
2021-07-27,5.159,-4998.685,625.0,4998.685,0.0,7.998,3224.261,28.933,-4954.851,96.154,4954.851,0.0,51.53,2782.03
2021-07-28,5.218,-4998.685,625.0,4998.685,0.0,7.998,3261.25,29.003,-4954.851,96.154,4954.851,0.0,51.53,2788.747
2021-07-29,5.273,-4998.685,625.0,4998.685,0.0,7.998,3295.318,29.123,-4954.851,96.154,4954.851,0.0,51.53,2800.263
2021-07-30,5.173,-4998.685,625.0,4998.685,0.0,7.998,3233.376,28.394,-4954.851,96.154,4954.851,0.0,51.53,2730.209
2021-08-02,5.163,-4998.685,625.0,4998.685,0.0,7.998,3227.182,28.474,-4954.851,96.154,4954.851,0.0,51.53,2737.886
2021-08-03,5.114,-4998.685,625.0,4998.685,0.0,7.998,3196.211,28.354,-4954.851,96.154,4954.851,0.0,51.53,2726.37
2021-08-04,5.144,-4998.685,625.0,4998.685,0.0,7.998,3214.794,29.163,-4954.851,96.154,4954.851,0.0,51.53,2804.101
2021-08-05,5.134,-4998.685,625.0,4998.685,0.0,7.998,3208.6,28.334,-4954.851,96.154,4954.851,0.0,51.53,2724.45
2021-08-06,5.064,-4998.685,625.0,4998.685,0.0,7.998,3165.24,27.855,-4954.851,96.154,4954.851,0.0,51.53,2678.387
2021-08-09,5.104,-4998.685,625.0,4998.685,0.0,7.998,3190.017,27.875,-4954.851,96.154,4954.851,0.0,51.53,2680.307
2021-08-10,5.114,-4998.685,625.0,4998.685,0.0,7.998,3196.211,28.624,-4954.851,96.154,4954.851,0.0,51.53,2752.28
2021-08-11,5.134,-4998.685,625.0,4998.685,0.0,7.998,3208.6,28.923,-4954.851,96.154,4954.851,0.0,51.53,2781.07
2021-08-12,5.243,-4998.685,625.0,4998.685,0.0,7.998,3276.736,30.34,-4954.851,96.154,4954.851,0.0,51.53,2917.34
