date,VICI_adj_close,VICI_cashflow,VICI_cml_units,VICI_cml_cost,VICI_gain_loss,VICI_avg_price,VICI_mktvalue
2021-10-01,29.13,-4996.81,182.0,4996.81,1232.14,27.455,5301.66
2021-10-04,29.07,-4996.81,182.0,4996.81,1232.14,27.455,5290.74
2021-10-05,28.86,-4996.81,182.0,4996.81,1232.14,27.455,5252.52
2021-10-06,29.52,-4996.81,182.0,4996.81,1232.14,27.455,5372.64
2021-10-07,29.61,-4996.81,182.0,4996.81,1232.14,27.455,5389.02
2021-10-08,29.23,-4996.81,182.0,4996.81,1232.14,27.455,5319.86
2021-10-11,29.29,-4996.81,182.0,4996.81,1232.14,27.455,5330.78
2021-10-12,29.69,-4996.81,182.0,4996.81,1232.14,27.455,5403.58
2021-10-13,29.9,-4996.81,182.0,4996.81,1232.14,27.455,5441.8
2021-10-14,30.05,-4996.81,182.0,4996.81,1232.14,27.455,5469.1
2021-10-15,30.07,-4996.81,182.0,4996.81,1232.14,27.455,5472.74
2021-10-18,30.16,-4996.81,182.0,4996.81,1232.14,27.455,5489.12
2021-10-19,30.12,-4996.81,182.0,4996.81,1232.14,27.455,5481.84
2021-10-20,30.25,-4996.81,182.0,4996.81,1232.14,27.455,5505.5
2021-10-21,30.12,-4996.81,182.0,4996.81,1232.14,27.455,5481.84
2021-10-22,30.18,-4996.81,182.0,4996.81,1232.14,27.455,5492.76
2021-10-25,30.19,-4996.81,182.0,4996.81,1232.14,27.455,5494.58
2021-10-26,30.18,-4996.81,182.0,4996.81,1232.14,27.455,5492.76
2021-10-27,29.74,-4996.81,182.0,4996.81,1232.14,27.455,5412.68
2021-10-28,30.0,-4996.81,182.0,4996.81,1232.14,27.455,5460.0
2021-10-29,29.35,-4996.81,182.0,4996.81,1232.14,27.455,5341.7
2021-11-01,29.54,-4996.81,182.0,4996.81,1232.14,27.455,5376.28
2021-11-02,29.53,-4996.81,182.0,4996.81,1232.14,27.455,5374.46
2021-11-03,29.71,-4996.81,182.0,4996.81,1232.14,27.455,5407.22
2021-11-04,29.16,-4996.81,182.0,4996.81,1232.14,27.455,5307.12
2021-11-05,29.74,-4996.81,182.0,4996.81,1232.14,27.455,5412.68
2021-11-08,29.59,-4996.81,182.0,4996.81,1232.14,27.455,5385.38
2021-11-09,29.24,-4996.81,182.0,4996.81,1232.14,27.455,5321.68
2021-11-10,28.92,-4996.81,182.0,4996.81,1232.14,27.455,5263.44
2021-11-11,29.14,-4996.81,182.0,4996.81,1232.14,27.455,5303.48
2021-11-12,28.74,-4996.81,182.0,4996.81,1232.14,27.455,5230.68
2021-11-15,29.56,-4996.81,182.0,4996.81,1232.14,27.455,5379.92
2021-11-16,29.36,-4996.81,182.0,4996.81,1232.14,27.455,5343.52
2021-11-17,29.17,-4996.81,182.0,4996.81,1232.14,27.455,5308.94
2021-11-18,29.25,-4996.81,182.0,4996.81,1232.14,27.455,5323.5
2021-11-19,28.46,-4996.81,182.0,4996.81,1232.14,27.455,5179.72
2021-11-22,28.19,-4996.81,182.0,4996.81,1232.14,27.455,5130.58
2021-11-23,28.26,-4996.81,182.0,4996.81,1232.14,27.455,5143.32
2021-11-24,28.44,-4996.81,182.0,4996.81,1232.14,27.455,5176.08
2021-11-26,27.455,-4996.81,182.0,4996.81,1232.14,27.455,4996.81
