date,TSLA_adj_close,TSLA_cashflow,TSLA_cml_units,TSLA_cml_cost,TSLA_gain_loss,TSLA_avg_price,TSLA_mktvalue
2021-07-20,660.5,66.29,1.5,387.166,422.026,258.111,990.75
2021-07-21,655.29,66.29,1.5,387.166,422.026,258.111,982.935
2021-07-22,649.26,66.29,1.5,387.166,422.026,258.111,973.89
2021-07-23,643.38,66.29,1.5,387.166,422.026,258.111,965.07
2021-07-26,657.62,66.29,1.5,387.166,422.026,258.111,986.43
2021-07-27,644.78,66.29,1.5,387.166,422.026,258.111,967.17
2021-07-28,646.98,66.29,1.5,387.166,422.026,258.111,970.47
2021-07-29,677.35,66.29,1.5,387.166,422.026,258.111,1016.025
2021-07-30,687.2,66.29,1.5,387.166,422.026,258.111,1030.8
2021-08-02,709.67,66.29,1.5,387.166,422.026,258.111,1064.505
2021-08-03,709.74,66.29,1.5,387.166,422.026,258.111,1064.61
2021-08-04,710.92,66.29,1.5,387.166,422.026,258.111,1066.38
2021-08-05,714.63,66.29,1.5,387.166,422.026,258.111,1071.945
2021-08-06,699.1,66.29,1.5,387.166,422.026,258.111,1048.65
2021-08-09,713.76,66.29,1.5,387.166,422.026,258.111,1070.64
2021-08-10,709.99,66.29,1.5,387.166,422.026,258.111,1064.985
2021-08-11,707.82,66.29,1.5,387.166,422.026,258.111,1061.73
2021-08-12,722.25,66.29,1.5,387.166,422.026,258.111,1083.375
2021-08-13,717.17,66.29,1.5,387.166,422.026,258.111,1075.755
2021-08-16,686.17,66.29,1.5,387.166,422.026,258.111,1029.255
2021-08-17,665.71,66.29,1.5,387.166,422.026,258.111,998.565
2021-08-18,688.99,66.29,1.5,387.166,422.026,258.111,1033.485
2021-08-19,673.47,66.29,1.5,387.166,422.026,258.111,1010.205
2021-08-20,680.26,66.29,1.5,387.166,422.026,258.111,1020.39
2021-08-23,706.3,66.29,1.5,387.166,422.026,258.111,1059.45
2021-08-24,708.49,66.29,1.5,387.166,422.026,258.111,1062.735
2021-08-25,711.2,66.29,1.5,387.166,422.026,258.111,1066.8
2021-08-26,701.16,66.29,1.5,387.166,422.026,258.111,1051.74
2021-08-27,711.92,66.29,1.5,387.166,422.026,258.111,1067.88
2021-08-30,730.91,66.29,1.5,387.166,422.026,258.111,1096.365
2021-08-31,735.72,66.29,1.5,387.166,422.026,258.111,1103.58
2021-09-01,734.09,66.29,1.5,387.166,422.026,258.111,1101.135
2021-09-02,732.39,66.29,1.5,387.166,422.026,258.111,1098.585
2021-09-03,733.57,66.29,1.5,387.166,422.026,258.111,1100.355
2021-09-07,752.92,66.29,1.5,387.166,422.026,258.111,1129.38
2021-09-08,753.87,66.29,1.5,387.166,422.026,258.111,1130.805
2021-09-09,754.86,66.29,1.5,387.166,422.026,258.111,1132.29
2021-09-10,736.27,66.29,1.5,387.166,422.026,258.111,1104.405
2021-09-13,743.0,66.29,1.5,387.166,422.026,258.111,1114.5
2021-09-14,744.49,66.29,1.5,387.166,422.026,258.111,1116.735
2021-09-15,755.83,66.29,1.5,387.166,422.026,258.111,1133.745
2021-09-16,756.99,66.29,1.5,387.166,422.026,258.111,1135.485
2021-09-17,759.49,66.29,1.5,387.166,422.026,258.111,1139.235
2021-09-20,730.17,66.29,1.5,387.166,422.026,258.111,1095.255
2021-09-21,739.38,66.29,1.5,387.166,422.026,258.111,1109.07
2021-09-22,751.94,66.29,1.5,387.166,422.026,258.111,1127.91
2021-09-23,753.64,66.29,1.5,387.166,422.026,258.111,1130.46
2021-09-24,774.39,66.29,1.5,387.166,422.026,258.111,1161.585
2021-09-27,791.36,66.29,1.5,387.166,422.026,258.111,1187.04
2021-09-28,777.56,66.29,1.5,387.166,422.026,258.111,1166.34
2021-09-29,781.31,66.29,1.5,387.166,422.026,258.111,1171.965
2021-09-30,775.48,66.29,1.5,387.166,422.026,258.111,1163.22
2021-10-01,775.22,66.29,1.5,387.166,422.026,258.111,1162.83
2021-10-04,781.53,66.29,1.5,387.166,422.026,258.111,1172.295
2021-10-05,780.59,66.29,1.5,387.166,422.026,258.111,1170.885
2021-10-06,782.75,66.29,1.5,387.166,422.026,258.111,1174.125
2021-10-07,793.61,66.29,1.5,387.166,422.026,258.111,1190.415
2021-10-08,785.49,66.29,1.5,387.166,422.026,258.111,1178.235
2021-10-11,791.94,66.29,1.5,387.166,422.026,258.111,1187.91
2021-10-12,805.72,66.29,1.5,387.166,422.026,258.111,1208.58
2021-10-13,811.08,66.29,1.5,387.166,422.026,258.111,1216.62
2021-10-14,818.32,66.29,1.5,387.166,422.026,258.111,1227.48
2021-10-15,843.03,66.29,1.5,387.166,422.026,258.111,1264.545
2021-10-18,870.11,66.29,1.5,387.166,422.026,258.111,1305.165
2021-10-19,864.27,66.29,1.5,387.166,422.026,258.111,1296.405
2021-10-20,865.8,66.29,1.5,387.166,422.026,258.111,1298.7
2021-10-21,894.0,66.29,1.5,387.166,422.026,258.111,1341.0
2021-10-22,909.68,66.29,1.5,387.166,422.026,258.111,1364.52
2021-10-25,1024.86,66.29,1.5,387.166,422.026,258.111,1537.29
2021-10-26,1018.43,66.29,1.5,387.166,422.026,258.111,1527.645
2021-10-27,1037.86,66.29,1.5,387.166,422.026,258.111,1556.79
2021-10-28,1077.04,66.29,1.5,387.166,422.026,258.111,1615.56
2021-10-29,1114.0,66.29,1.5,387.166,422.026,258.111,1671.0
2021-11-01,1208.59,66.29,1.5,387.166,422.026,258.111,1812.885
2021-11-02,1172.0,66.29,1.5,387.166,422.026,258.111,1758.0
2021-11-03,1213.86,66.29,1.5,387.166,422.026,258.111,1820.79
2021-11-04,1229.91,66.29,1.5,387.166,422.026,258.111,1844.865
2021-11-05,1222.09,66.29,1.5,387.166,422.026,258.111,1833.135
2021-11-08,1162.94,66.29,1.5,387.166,422.026,258.111,1744.41
2021-11-09,1023.5,66.29,1.5,387.166,422.026,258.111,1535.25
2021-11-10,1067.95,66.29,1.5,387.166,422.026,258.111,1601.925
2021-11-11,1063.51,66.29,1.5,387.166,422.026,258.111,1595.265
2021-11-12,1033.42,66.29,1.5,387.166,422.026,258.111,1550.13
2021-11-15,1013.39,66.29,1.5,387.166,422.026,258.111,1520.085
2021-11-16,1054.73,66.29,1.5,387.166,422.026,258.111,1582.095
2021-11-17,1089.01,66.29,1.5,387.166,422.026,258.111,1633.515
2021-11-18,1096.38,66.29,1.5,387.166,422.026,258.111,1644.57
2021-11-19,1137.06,66.29,1.5,387.166,422.026,258.111,1705.59
2021-11-22,1156.87,66.29,1.5,387.166,422.026,258.111,1735.305
2021-11-23,1109.03,66.29,1.5,387.166,422.026,258.111,1663.545
2021-11-24,1116.0,66.29,1.5,387.166,422.026,258.111,1674.0
2021-11-26,1081.92,66.29,1.5,387.166,422.026,258.111,1622.88
2021-11-29,1136.99,66.29,1.5,387.166,422.026,258.111,1705.485
2021-11-30,1144.76,66.29,1.5,387.166,422.026,258.111,1717.14
2021-12-01,1095.0,66.29,1.5,387.166,422.026,258.111,1642.5
2021-12-02,1084.6,66.29,1.5,387.166,422.026,258.111,1626.9
2021-12-03,1014.97,66.29,1.5,387.166,422.026,258.111,1522.455
