date,CLMT_adj_close,CLMT_cashflow,CLMT_cml_units,CLMT_cml_cost,CLMT_gain_loss,CLMT_avg_price,CLMT_mktvalue
2021-05-10,5.59,-4991.0,310.0,4991.0,446.4,16.1,1732.9
2021-05-11,5.63,-4991.0,310.0,4991.0,446.4,16.1,1745.3
2021-05-12,5.59,-4991.0,310.0,4991.0,446.4,16.1,1732.9
2021-05-13,5.5,-4991.0,310.0,4991.0,446.4,16.1,1705.0
2021-05-14,5.62,-4991.0,310.0,4991.0,446.4,16.1,1742.2
2021-05-17,5.72,-4991.0,310.0,4991.0,446.4,16.1,1773.2
2021-05-18,5.85,-4991.0,310.0,4991.0,446.4,16.1,1813.5
2021-05-19,6.03,-4991.0,310.0,4991.0,446.4,16.1,1869.3
2021-05-20,6.12,-4991.0,310.0,4991.0,446.4,16.1,1897.2
2021-05-21,6.33,-4991.0,310.0,4991.0,446.4,16.1,1962.3
2021-05-24,6.05,-4991.0,310.0,4991.0,446.4,16.1,1875.5
2021-05-25,5.7,-4991.0,310.0,4991.0,446.4,16.1,1767.0
2021-05-26,5.83,-4991.0,310.0,4991.0,446.4,16.1,1807.3
2021-05-27,5.85,-4991.0,310.0,4991.0,446.4,16.1,1813.5
2021-05-28,6.06,-4991.0,310.0,4991.0,446.4,16.1,1878.6
2021-06-01,6.19,-4991.0,310.0,4991.0,446.4,16.1,1918.9
2021-06-02,6.4,-4991.0,310.0,4991.0,446.4,16.1,1984.0
2021-06-03,6.33,-4991.0,310.0,4991.0,446.4,16.1,1962.3
2021-06-04,6.38,-4991.0,310.0,4991.0,446.4,16.1,1977.8
2021-06-07,6.15,-4991.0,310.0,4991.0,446.4,16.1,1906.5
2021-06-08,6.06,-4991.0,310.0,4991.0,446.4,16.1,1878.6
2021-06-09,6.23,-4991.0,310.0,4991.0,446.4,16.1,1931.3
2021-06-10,6.35,-4991.0,310.0,4991.0,446.4,16.1,1968.5
2021-06-11,6.48,-4991.0,310.0,4991.0,446.4,16.1,2008.8
2021-06-14,6.48,-4991.0,310.0,4991.0,446.4,16.1,2008.8
2021-06-15,7.38,-4991.0,310.0,4991.0,446.4,16.1,2287.8
2021-06-16,6.93,-4991.0,310.0,4991.0,446.4,16.1,2148.3
2021-06-17,6.75,-4991.0,310.0,4991.0,446.4,16.1,2092.5
2021-06-18,6.7,-4991.0,310.0,4991.0,446.4,16.1,2077.0
2021-06-21,6.72,-4991.0,310.0,4991.0,446.4,16.1,2083.2
2021-06-22,6.81,-4991.0,310.0,4991.0,446.4,16.1,2111.1
2021-06-23,7.06,-4991.0,310.0,4991.0,446.4,16.1,2188.6
2021-06-24,6.96,-4991.0,310.0,4991.0,446.4,16.1,2157.6
2021-06-25,7.15,-4991.0,310.0,4991.0,446.4,16.1,2216.5
2021-06-28,6.82,-4991.0,310.0,4991.0,446.4,16.1,2114.2
2021-06-29,6.88,-4991.0,310.0,4991.0,446.4,16.1,2132.8
2021-06-30,6.87,-4991.0,310.0,4991.0,446.4,16.1,2129.7
2021-07-01,7.21,-4991.0,310.0,4991.0,446.4,16.1,2235.1
2021-07-02,7.07,-4991.0,310.0,4991.0,446.4,16.1,2191.7
2021-07-06,7.05,-4991.0,310.0,4991.0,446.4,16.1,2185.5
2021-07-07,7.01,-4991.0,310.0,4991.0,446.4,16.1,2173.1
2021-07-08,6.98,-4991.0,310.0,4991.0,446.4,16.1,2163.8
2021-07-09,7.06,-4991.0,310.0,4991.0,446.4,16.1,2188.6
2021-07-12,7.1,-4991.0,310.0,4991.0,446.4,16.1,2201.0
2021-07-13,7.16,-4991.0,310.0,4991.0,446.4,16.1,2219.6
2021-07-14,7.05,-4991.0,310.0,4991.0,446.4,16.1,2185.5
2021-07-15,6.95,-4991.0,310.0,4991.0,446.4,16.1,2154.5
2021-07-16,6.88,-4991.0,310.0,4991.0,446.4,16.1,2132.8
2021-07-19,6.79,-4991.0,310.0,4991.0,446.4,16.1,2104.9
2021-07-20,6.87,-4991.0,310.0,4991.0,446.4,16.1,2129.7
2021-07-21,7.0,-4991.0,310.0,4991.0,446.4,16.1,2170.0
2021-07-22,6.85,-4991.0,310.0,4991.0,446.4,16.1,2123.5
2021-07-23,6.94,-4991.0,310.0,4991.0,446.4,16.1,2151.4
2021-07-26,6.89,-4991.0,310.0,4991.0,446.4,16.1,2135.9
2021-07-27,6.68,-4991.0,310.0,4991.0,446.4,16.1,2070.8
2021-07-28,6.55,-4991.0,310.0,4991.0,446.4,16.1,2030.5
2021-07-29,6.56,-4991.0,310.0,4991.0,446.4,16.1,2033.6
2021-07-30,6.37,-4991.0,310.0,4991.0,446.4,16.1,1974.7
2021-08-02,6.71,-4991.0,310.0,4991.0,446.4,16.1,2080.1
2021-08-03,6.72,-4991.0,310.0,4991.0,446.4,16.1,2083.2
2021-08-04,6.65,-4991.0,310.0,4991.0,446.4,16.1,2061.5
2021-08-05,6.38,-4991.0,310.0,4991.0,446.4,16.1,1977.8
2021-08-06,6.39,-4991.0,310.0,4991.0,446.4,16.1,1980.9
2021-08-09,6.38,-4991.0,310.0,4991.0,446.4,16.1,1977.8
2021-08-10,6.19,-4991.0,310.0,4991.0,446.4,16.1,1918.9
2021-08-11,6.44,-4991.0,310.0,4991.0,446.4,16.1,1996.4
2021-08-12,6.29,-4991.0,310.0,4991.0,446.4,16.1,1949.9
2021-08-13,6.22,-4991.0,310.0,4991.0,446.4,16.1,1928.2
2021-08-16,6.02,-4991.0,310.0,4991.0,446.4,16.1,1866.2
2021-08-17,5.94,-4991.0,310.0,4991.0,446.4,16.1,1841.4
2021-08-18,5.8,-4991.0,310.0,4991.0,446.4,16.1,1798.0
2021-08-19,5.74,-4991.0,310.0,4991.0,446.4,16.1,1779.4
2021-08-20,6.18,-4991.0,310.0,4991.0,446.4,16.1,1915.8
2021-08-23,6.26,-4991.0,310.0,4991.0,446.4,16.1,1940.6
2021-08-24,6.43,-4991.0,310.0,4991.0,446.4,16.1,1993.3
2021-08-25,7.05,-4991.0,310.0,4991.0,446.4,16.1,2185.5
2021-08-26,6.79,-4991.0,310.0,4991.0,446.4,16.1,2104.9
2021-08-27,6.78,-4991.0,310.0,4991.0,446.4,16.1,2101.8
2021-08-30,6.71,-4991.0,310.0,4991.0,446.4,16.1,2080.1
2021-08-31,6.91,-4991.0,310.0,4991.0,446.4,16.1,2142.1
2021-09-01,6.87,-4991.0,310.0,4991.0,446.4,16.1,2129.7
2021-09-02,6.7,-4991.0,310.0,4991.0,446.4,16.1,2077.0
2021-09-03,6.89,-4991.0,310.0,4991.0,446.4,16.1,2135.9
2021-09-07,6.96,-4991.0,310.0,4991.0,446.4,16.1,2157.6
2021-09-08,7.86,-4991.0,310.0,4991.0,446.4,16.1,2436.6
2021-09-09,7.71,-4991.0,310.0,4991.0,446.4,16.1,2390.1
2021-09-10,7.68,-4991.0,310.0,4991.0,446.4,16.1,2380.8
2021-09-13,6.14,-4991.0,310.0,4991.0,446.4,16.1,1903.4
2021-09-14,7.21,-4991.0,310.0,4991.0,446.4,16.1,2235.1
2021-09-15,7.24,-4991.0,310.0,4991.0,446.4,16.1,2244.4
2021-09-16,7.47,-4991.0,310.0,4991.0,446.4,16.1,2315.7
2021-09-17,7.47,-4991.0,310.0,4991.0,446.4,16.1,2315.7
2021-09-20,7.29,-4991.0,310.0,4991.0,446.4,16.1,2259.9
2021-09-21,7.33,-4991.0,310.0,4991.0,446.4,16.1,2272.3
2021-09-22,7.53,-4991.0,310.0,4991.0,446.4,16.1,2334.3
2021-09-23,7.73,-4991.0,310.0,4991.0,446.4,16.1,2396.3
2021-09-24,7.58,-4991.0,310.0,4991.0,446.4,16.1,2349.8
2021-09-27,7.75,-4991.0,310.0,4991.0,446.4,16.1,2402.5
2021-09-28,7.56,-4991.0,310.0,4991.0,446.4,16.1,2343.6
2021-09-29,7.61,-4991.0,310.0,4991.0,446.4,16.1,2359.1
2021-09-30,7.91,-4991.0,310.0,4991.0,446.4,16.1,2452.1
2021-10-01,8.03,-4991.0,310.0,4991.0,446.4,16.1,2489.3
2021-10-04,8.79,-4991.0,310.0,4991.0,446.4,16.1,2724.9
2021-10-05,9.61,-4991.0,310.0,4991.0,446.4,16.1,2979.1
2021-10-06,9.56,-4991.0,310.0,4991.0,446.4,16.1,2963.6
2021-10-07,9.4,-4991.0,310.0,4991.0,446.4,16.1,2914.0
2021-10-08,10.87,-4991.0,310.0,4991.0,446.4,16.1,3369.7
2021-10-11,10.84,-4991.0,310.0,4991.0,446.4,16.1,3360.4
2021-10-12,10.81,-4991.0,310.0,4991.0,446.4,16.1,3351.1
2021-10-13,10.91,-4991.0,310.0,4991.0,446.4,16.1,3382.1
2021-10-14,10.63,-4991.0,310.0,4991.0,446.4,16.1,3295.3
2021-10-15,10.51,-4991.0,310.0,4991.0,446.4,16.1,3258.1
2021-10-18,10.53,-4991.0,310.0,4991.0,446.4,16.1,3264.3
2021-10-19,10.3,-4991.0,310.0,4991.0,446.4,16.1,3193.0
2021-10-20,10.64,-4991.0,310.0,4991.0,446.4,16.1,3298.4
2021-10-21,11.16,-4991.0,310.0,4991.0,446.4,16.1,3459.6
2021-10-22,11.06,-4991.0,310.0,4991.0,446.4,16.1,3428.6
2021-10-25,11.2,-4991.0,310.0,4991.0,446.4,16.1,3472.0
2021-10-26,11.1,-4991.0,310.0,4991.0,446.4,16.1,3441.0
2021-10-27,10.76,-4991.0,310.0,4991.0,446.4,16.1,3335.6
2021-10-28,10.81,-4991.0,310.0,4991.0,446.4,16.1,3351.1
2021-10-29,11.01,-4991.0,310.0,4991.0,446.4,16.1,3413.1
2021-11-01,11.23,-4991.0,310.0,4991.0,446.4,16.1,3481.3
2021-11-02,11.1,-4991.0,310.0,4991.0,446.4,16.1,3441.0
2021-11-03,11.21,-4991.0,310.0,4991.0,446.4,16.1,3475.1
2021-11-04,10.5,-4991.0,310.0,4991.0,446.4,16.1,3255.0
2021-11-05,11.46,-4991.0,310.0,4991.0,446.4,16.1,3552.6
2021-11-08,13.38,-4991.0,310.0,4991.0,446.4,16.1,4147.8
2021-11-09,13.56,-4991.0,310.0,4991.0,446.4,16.1,4203.6
2021-11-10,13.3,-4991.0,310.0,4991.0,446.4,16.1,4123.0
2021-11-11,14.55,-4991.0,310.0,4991.0,446.4,16.1,4510.5
2021-11-12,14.25,-4991.0,310.0,4991.0,446.4,16.1,4417.5
2021-11-15,14.01,-4991.0,310.0,4991.0,446.4,16.1,4343.1
2021-11-16,13.45,-4991.0,310.0,4991.0,446.4,16.1,4169.5
2021-11-17,13.16,-4991.0,310.0,4991.0,446.4,16.1,4079.6
2021-11-18,12.63,-4991.0,310.0,4991.0,446.4,16.1,3915.3
2021-11-19,14.27,-4991.0,310.0,4991.0,446.4,16.1,4423.7
2021-11-22,15.2,-4991.0,310.0,4991.0,446.4,16.1,4712.0
2021-11-23,15.19,-4991.0,310.0,4991.0,446.4,16.1,4708.9
2021-11-24,15.02,-4991.0,310.0,4991.0,446.4,16.1,4656.2
2021-11-26,16.1,-4991.0,310.0,4991.0,446.4,16.1,4991.0
