date,HSBC_adj_close,HSBC_cashflow,HSBC_cml_units,HSBC_cml_cost,HSBC_gain_loss,HSBC_avg_price,HSBC_mktvalue
2020-02-11,35.772,-251.76,120.495,4689.68,246.44,38.92,4310.332
2020-02-12,36.099,-251.76,120.495,4689.68,246.44,38.92,4349.773
2020-02-13,35.734,-251.76,120.495,4689.68,246.44,38.92,4305.824
2020-02-14,35.482,-251.76,120.495,4689.68,246.44,38.92,4275.398
2020-02-18,33.499,-251.76,120.495,4689.68,246.44,38.92,4036.499
2020-02-19,33.883,-251.76,120.495,4689.68,246.44,38.92,4082.702
2020-02-20,33.827,-251.76,120.495,4689.68,246.44,38.92,4075.94
2020-02-21,34.098,-251.76,120.495,4689.68,246.44,38.92,4108.619
2020-02-24,33.2,-251.76,120.495,4689.68,246.44,38.92,4000.439
2020-02-25,32.564,-251.76,120.495,4689.68,246.44,38.92,3923.81
2020-02-26,33.359,-251.76,120.495,4689.68,246.44,38.92,4019.596
2020-02-27,32.588,-251.76,120.495,4689.68,246.44,38.92,3926.711
2020-02-28,32.347,-251.76,120.495,4689.68,246.44,38.92,3897.685
2020-03-02,32.54,-251.76,120.495,4689.68,246.44,38.92,3920.906
2020-03-03,31.384,-251.76,120.495,4689.68,246.44,38.92,3781.578
2020-03-04,32.02,-251.76,120.495,4689.68,246.44,38.92,3858.209
2020-03-05,31.538,-251.76,120.495,4689.68,246.44,38.92,3800.155
2020-03-06,31.085,-251.76,120.495,4689.68,246.44,38.92,3745.585
2020-03-09,29.341,-251.76,120.495,4689.68,246.44,38.92,3535.433
2020-03-10,30.516,-251.76,120.495,4689.68,246.44,38.92,3677.083
2020-03-11,29.784,-251.76,120.495,4689.68,246.44,38.92,3588.842
2020-03-12,27.51,-251.76,120.495,4689.68,246.44,38.92,3314.831
2020-03-13,28.811,-251.76,120.495,4689.68,246.44,38.92,3471.575
2020-03-16,27.115,-251.76,120.495,4689.68,246.44,38.92,3267.228
2020-03-17,28.618,-251.76,120.495,4689.68,246.44,38.92,3448.354
2020-03-18,27.558,-251.76,120.495,4689.68,246.44,38.92,3320.637
2020-03-19,28.021,-251.76,120.495,4689.68,246.44,38.92,3376.368
2020-03-20,27.761,-251.76,120.495,4689.68,246.44,38.92,3345.019
2020-03-23,27.105,-251.76,120.495,4689.68,246.44,38.92,3266.067
2020-03-24,28.512,-251.76,120.495,4689.68,246.44,38.92,3435.582
2020-03-25,28.618,-251.76,120.495,4689.68,246.44,38.92,3448.354
2020-03-26,29.032,-251.76,120.495,4689.68,246.44,38.92,3498.279
2020-03-27,27.818,-251.76,120.495,4689.68,246.44,38.92,3351.986
2020-03-30,27.809,-251.76,120.495,4689.68,246.44,38.92,3350.824
2020-03-31,26.99,-251.76,120.495,4689.68,246.44,38.92,3252.134
2020-04-01,24.224,-251.76,120.495,4689.68,246.44,38.92,2918.909
2020-04-02,23.636,-251.76,120.495,4689.68,246.44,38.92,2848.085
2020-04-03,23.444,-251.76,120.495,4689.68,246.44,38.92,2824.863
2020-04-06,24.504,-251.76,120.495,4689.68,246.44,38.92,2952.58
2020-04-07,24.667,-251.76,120.495,4689.68,246.44,38.92,2972.318
2020-04-08,25.063,-251.76,120.495,4689.68,246.44,38.92,3019.922
2020-04-09,25.785,-251.76,120.495,4689.68,246.44,38.92,3107.002
2020-04-13,25.477,-251.76,120.495,4689.68,246.44,38.92,3069.848
2020-04-14,25.872,-251.76,120.495,4689.68,246.44,38.92,3117.451
2020-04-15,24.523,-251.76,120.495,4689.68,246.44,38.92,2954.902
2020-04-16,24.34,-251.76,120.495,4689.68,246.44,38.92,2932.842
2020-04-17,25.014,-251.76,120.495,4689.68,246.44,38.92,3014.116
2020-04-20,24.59,-251.76,120.495,4689.68,246.44,38.92,2963.03
2020-04-21,23.781,-251.76,120.495,4689.68,246.44,38.92,2865.501
2020-04-22,24.06,-251.76,120.495,4689.68,246.44,38.92,2899.171
2020-04-23,24.099,-251.76,120.495,4689.68,246.44,38.92,2903.815
2020-04-24,24.07,-251.76,120.495,4689.68,246.44,38.92,2900.332
2020-04-27,24.879,-251.76,120.495,4689.68,246.44,38.92,2997.862
2020-04-28,24.937,-251.76,120.495,4689.68,246.44,38.92,3004.828
2020-04-29,25.612,-251.76,120.495,4689.68,246.44,38.92,3086.102
2020-04-30,24.793,-251.76,120.495,4689.68,246.44,38.92,2987.412
2020-05-01,24.359,-251.76,120.495,4689.68,246.44,38.92,2935.164
2020-05-04,23.858,-251.76,120.495,4689.68,246.44,38.92,2874.789
2020-05-05,23.983,-251.76,120.495,4689.68,246.44,38.92,2889.883
2020-05-06,23.916,-251.76,120.495,4689.68,246.44,38.92,2881.755
2020-05-07,24.292,-251.76,120.495,4689.68,246.44,38.92,2927.037
2020-05-08,24.696,-251.76,120.495,4689.68,246.44,38.92,2975.801
2020-05-11,24.561,-251.76,120.495,4689.68,246.44,38.92,2959.547
2020-05-12,24.118,-251.76,120.495,4689.68,246.44,38.92,2906.138
2020-05-13,23.8,-251.76,120.495,4689.68,246.44,38.92,2867.823
2020-05-14,23.646,-251.76,120.495,4689.68,246.44,38.92,2849.246
2020-05-15,23.444,-251.76,120.495,4689.68,246.44,38.92,2824.863
2020-05-18,24.34,-251.76,120.495,4689.68,246.44,38.92,2932.842
2020-05-19,23.993,-251.76,120.495,4689.68,246.44,38.92,2891.044
2020-05-20,24.215,-251.76,120.495,4689.68,246.44,38.92,2917.748
2020-05-21,23.511,-251.76,120.495,4689.68,246.44,38.92,2832.991
2020-05-22,22.133,-251.76,120.495,4689.68,246.44,38.92,2666.959
2020-05-26,22.943,-251.76,120.495,4689.68,246.44,38.92,2764.488
2020-05-27,23.29,-251.76,120.495,4689.68,246.44,38.92,2806.286
2020-05-28,22.731,-251.76,120.495,4689.68,246.44,38.92,2738.945
2020-05-29,22.21,-251.76,120.495,4689.68,246.44,38.92,2676.247
2020-06-01,22.952,-251.76,120.495,4689.68,246.44,38.92,2765.649
2020-06-02,23.27,-251.76,120.495,4689.68,246.44,38.92,2803.964
2020-06-03,24.34,-251.76,120.495,4689.68,246.44,38.92,2932.842
2020-06-04,24.234,-251.76,120.495,4689.68,246.44,38.92,2920.07
2020-06-05,25.583,-251.76,120.495,4689.68,246.44,38.92,3082.619
2020-06-08,25.699,-251.76,120.495,4689.68,246.44,38.92,3096.552
2020-06-09,24.812,-251.76,120.495,4689.68,246.44,38.92,2989.734
2020-06-10,24.369,-251.76,120.495,4689.68,246.44,38.92,2936.325
2020-06-11,22.663,-251.76,120.495,4689.68,246.44,38.92,2730.818
2020-06-12,23.106,-251.76,120.495,4689.68,246.44,38.92,2784.226
2020-06-15,22.952,-251.76,120.495,4689.68,246.44,38.92,2765.649
2020-06-16,23.261,-251.76,120.495,4689.68,246.44,38.92,2802.803
2020-06-17,23.039,-251.76,120.495,4689.68,246.44,38.92,2776.099
2020-06-18,22.837,-251.76,120.495,4689.68,246.44,38.92,2751.717
2020-06-19,23.184,-251.76,120.495,4689.68,246.44,38.92,2793.515
2020-06-22,22.817,-251.76,120.495,4689.68,246.44,38.92,2749.394
2020-06-23,23.261,-251.76,120.495,4689.68,246.44,38.92,2802.803
2020-06-24,22.663,-251.76,120.495,4689.68,246.44,38.92,2730.818
2020-06-25,23.184,-251.76,120.495,4689.68,246.44,38.92,2793.515
2020-06-26,22.509,-251.76,120.495,4689.68,246.44,38.92,2712.241
2020-06-29,22.731,-251.76,120.495,4689.68,246.44,38.92,2738.945
2020-06-30,22.48,-251.76,120.495,4689.68,246.44,38.92,2708.757
2020-07-01,22.355,-251.76,120.495,4689.68,246.44,38.92,2693.663
2020-07-02,23.376,-251.76,120.495,4689.68,246.44,38.92,2816.736
2020-07-06,24.706,-251.76,120.495,4689.68,246.44,38.92,2976.962
2020-07-07,23.704,-251.76,120.495,4689.68,246.44,38.92,2856.212
2020-07-08,23.212,-251.76,120.495,4689.68,246.44,38.92,2796.998
2020-07-09,22.663,-251.76,120.495,4689.68,246.44,38.92,2730.818
2020-07-10,23.01,-251.76,120.495,4689.68,246.44,38.92,2772.616
2020-07-13,23.02,-251.76,120.495,4689.68,246.44,38.92,2773.777
2020-07-14,23.078,-251.76,120.495,4689.68,246.44,38.92,2780.743
2020-07-15,23.386,-251.76,120.495,4689.68,246.44,38.92,2817.897
2020-07-16,23.232,-251.76,120.495,4689.68,246.44,38.92,2799.32
2020-07-17,22.75,-251.76,120.495,4689.68,246.44,38.92,2741.267
2020-07-20,22.769,-251.76,120.495,4689.68,246.44,38.92,2743.589
2020-07-21,23.28,-251.76,120.495,4689.68,246.44,38.92,2805.125
2020-07-22,22.702,-251.76,120.495,4689.68,246.44,38.92,2735.461
2020-07-23,22.499,-251.76,120.495,4689.68,246.44,38.92,2711.08
2020-07-24,22.393,-251.76,120.495,4689.68,246.44,38.92,2698.308
2020-07-27,21.844,-251.76,120.495,4689.68,246.44,38.92,2632.127
2020-07-28,21.921,-251.76,120.495,4689.68,246.44,38.92,2641.416
2020-07-29,22.711,-251.76,120.495,4689.68,246.44,38.92,2736.622
2020-07-30,21.931,-251.76,120.495,4689.68,246.44,38.92,2642.577
2020-07-31,21.825,-251.76,120.495,4689.68,246.44,38.92,2629.805
2020-08-03,20.794,-251.76,120.495,4689.68,246.44,38.92,2505.571
2020-08-04,21.112,-251.76,120.495,4689.68,246.44,38.92,2543.886
2020-08-05,21.025,-251.76,120.495,4689.68,246.44,38.92,2533.437
2020-08-06,20.601,-251.76,120.495,4689.68,246.44,38.92,2482.35
2020-08-07,20.563,-251.76,120.495,4689.68,246.44,38.92,2477.706
2020-08-10,20.9,-251.76,120.495,4689.68,246.44,38.92,2518.343
2020-08-11,21.671,-251.76,120.495,4689.68,246.44,38.92,2611.228
2020-08-12,22.278,-251.76,120.495,4689.68,246.44,38.92,2684.375
2020-08-13,21.526,-251.76,120.495,4689.68,246.44,38.92,2593.812
2020-08-14,21.468,-251.76,120.495,4689.68,246.44,38.92,2586.846
2020-08-17,21.391,-251.76,120.495,4689.68,246.44,38.92,2577.557
2020-08-18,21.093,-251.76,120.495,4689.68,246.44,38.92,2541.564
2020-08-19,21.15,-251.76,120.495,4689.68,246.44,38.92,2548.531
2020-08-20,20.929,-251.76,120.495,4689.68,246.44,38.92,2521.826
2020-08-21,20.852,-251.76,120.495,4689.68,246.44,38.92,2512.538
2020-08-24,21.44,-251.76,120.495,4689.68,246.44,38.92,2583.363
2020-08-25,21.256,-251.76,120.495,4689.68,246.44,38.92,2561.302
2020-08-26,21.025,-251.76,120.495,4689.68,246.44,38.92,2533.437
2020-08-27,20.861,-251.76,120.495,4689.68,246.44,38.92,2513.699
2020-08-28,21.237,-251.76,120.495,4689.68,246.44,38.92,2558.98
2020-08-31,20.842,-251.76,120.495,4689.68,246.44,38.92,2511.376
2020-09-01,20.466,-251.76,120.495,4689.68,246.44,38.92,2466.095
2020-09-02,20.649,-251.76,120.495,4689.68,246.44,38.92,2488.155
2020-09-03,20.293,-251.76,120.495,4689.68,246.44,38.92,2445.196
2020-09-04,20.592,-251.76,120.495,4689.68,246.44,38.92,2481.189
2020-09-08,20.11,-251.76,120.495,4689.68,246.44,38.92,2423.136
2020-09-09,20.437,-251.76,120.495,4689.68,246.44,38.92,2462.612
2020-09-10,19.956,-251.76,120.495,4689.68,246.44,38.92,2404.559
2020-09-11,19.917,-251.76,120.495,4689.68,246.44,38.92,2399.915
2020-09-14,19.888,-251.76,120.495,4689.68,246.44,38.92,2396.431
2020-09-15,19.956,-251.76,120.495,4689.68,246.44,38.92,2404.559
2020-09-16,19.647,-251.76,120.495,4689.68,246.44,38.92,2367.405
2020-09-17,19.406,-251.76,120.495,4689.68,246.44,38.92,2338.378
2020-09-18,19.011,-251.76,120.495,4689.68,246.44,38.92,2290.775
2020-09-21,17.961,-251.76,120.495,4689.68,246.44,38.92,2164.219
2020-09-22,17.682,-251.76,120.495,4689.68,246.44,38.92,2130.548
2020-09-23,17.749,-251.76,120.495,4689.68,246.44,38.92,2138.676
2020-09-24,17.72,-251.76,120.495,4689.68,246.44,38.92,2135.193
2020-09-25,17.45,-251.76,120.495,4689.68,246.44,38.92,2102.683
2020-09-28,19.233,-251.76,120.495,4689.68,246.44,38.92,2317.479
2020-09-29,18.693,-251.76,120.495,4689.68,246.44,38.92,2252.46
2020-09-30,18.867,-251.76,120.495,4689.68,246.44,38.92,2273.359
2020-10-01,18.799,-251.76,120.495,4689.68,246.44,38.92,2265.232
2020-10-02,19.146,-251.76,120.495,4689.68,246.44,38.92,2307.03
2020-10-05,19.233,-251.76,120.495,4689.68,246.44,38.92,2317.479
2020-10-06,19.262,-251.76,120.495,4689.68,246.44,38.92,2320.963
2020-10-07,19.628,-251.76,120.495,4689.68,246.44,38.92,2365.083
2020-10-08,19.58,-251.76,120.495,4689.68,246.44,38.92,2359.277
2020-10-09,19.397,-251.76,120.495,4689.68,246.44,38.92,2337.217
2020-10-12,19.512,-251.76,120.495,4689.68,246.44,38.92,2351.15
2020-10-13,19.05,-251.76,120.495,4689.68,246.44,38.92,2295.419
2020-10-14,18.53,-251.76,120.495,4689.68,246.44,38.92,2232.722
2020-10-15,18.693,-251.76,120.495,4689.68,246.44,38.92,2252.46
2020-10-16,18.992,-251.76,120.495,4689.68,246.44,38.92,2288.453
2020-10-19,19.117,-251.76,120.495,4689.68,246.44,38.92,2303.547
2020-10-20,19.185,-251.76,120.495,4689.68,246.44,38.92,2311.674
2020-10-21,19.156,-251.76,120.495,4689.68,246.44,38.92,2308.191
2020-10-22,19.435,-251.76,120.495,4689.68,246.44,38.92,2341.862
2020-10-23,20.119,-251.76,120.495,4689.68,246.44,38.92,2424.297
2020-10-26,19.975,-251.76,120.495,4689.68,246.44,38.92,2406.881
2020-10-27,20.736,-251.76,120.495,4689.68,246.44,38.92,2498.605
2020-10-28,19.763,-251.76,120.495,4689.68,246.44,38.92,2381.338
2020-10-29,20.38,-251.76,120.495,4689.68,246.44,38.92,2455.646
2020-10-30,20.216,-251.76,120.495,4689.68,246.44,38.92,2435.908
2020-11-02,20.63,-251.76,120.495,4689.68,246.44,38.92,2485.833
2020-11-03,21.719,-251.76,120.495,4689.68,246.44,38.92,2617.033
2020-11-04,20.688,-251.76,120.495,4689.68,246.44,38.92,2492.8
2020-11-05,21.218,-251.76,120.495,4689.68,246.44,38.92,2556.658
2020-11-06,21.468,-251.76,120.495,4689.68,246.44,38.92,2586.846
2020-11-09,23.694,-251.76,120.495,4689.68,246.44,38.92,2855.051
2020-11-10,23.569,-251.76,120.495,4689.68,246.44,38.92,2839.957
2020-11-11,24.388,-251.76,120.495,4689.68,246.44,38.92,2938.648
2020-11-12,23.376,-251.76,120.495,4689.68,246.44,38.92,2816.736
2020-11-13,23.636,-251.76,120.495,4689.68,246.44,38.92,2848.085
2020-11-16,24.552,-251.76,120.495,4689.68,246.44,38.92,2958.385
2020-11-17,24.003,-251.76,120.495,4689.68,246.44,38.92,2892.205
2020-11-18,24.321,-251.76,120.495,4689.68,246.44,38.92,2930.52
2020-11-19,24.455,-251.76,120.495,4689.68,246.44,38.92,2946.775
2020-11-20,24.35,-251.76,120.495,4689.68,246.44,38.92,2934.003
2020-11-23,24.677,-251.76,120.495,4689.68,246.44,38.92,2973.479
2020-11-24,25.689,-251.76,120.495,4689.68,246.44,38.92,3095.391
2020-11-25,25.776,-251.76,120.495,4689.68,246.44,38.92,3105.84
2020-11-27,25.91,-251.76,120.495,4689.68,246.44,38.92,3122.095
2020-11-30,24.947,-251.76,120.495,4689.68,246.44,38.92,3005.989
2020-12-01,26.296,-251.76,120.495,4689.68,246.44,38.92,3168.538
2020-12-02,26.768,-251.76,120.495,4689.68,246.44,38.92,3225.43
2020-12-03,27.134,-251.76,120.495,4689.68,246.44,38.92,3269.55
2020-12-04,27.337,-251.76,120.495,4689.68,246.44,38.92,3293.932
2020-12-07,26.325,-251.76,120.495,4689.68,246.44,38.92,3172.021
2020-12-08,25.65,-251.76,120.495,4689.68,246.44,38.92,3090.747
2020-12-09,25.93,-251.76,120.495,4689.68,246.44,38.92,3124.417
2020-12-10,25.805,-251.76,120.495,4689.68,246.44,38.92,3109.324
2020-12-11,25.583,-251.76,120.495,4689.68,246.44,38.92,3082.619
2020-12-14,25.708,-251.76,120.495,4689.68,246.44,38.92,3097.713
2020-12-15,25.959,-251.76,120.495,4689.68,246.44,38.92,3127.901
2020-12-16,25.689,-251.76,120.495,4689.68,246.44,38.92,3095.391
2020-12-17,25.718,-251.76,120.495,4689.68,246.44,38.92,3098.874
2020-12-18,25.246,-251.76,120.495,4689.68,246.44,38.92,3041.982
2020-12-21,24.648,-251.76,120.495,4689.68,246.44,38.92,2969.996
2020-12-22,24.6,-251.76,120.495,4689.68,246.44,38.92,2964.191
2020-12-23,25.082,-251.76,120.495,4689.68,246.44,38.92,3022.244
2020-12-24,25.101,-251.76,120.495,4689.68,246.44,38.92,3024.566
2020-12-28,24.908,-251.76,120.495,4689.68,246.44,38.92,3001.345
2020-12-29,24.879,-251.76,120.495,4689.68,246.44,38.92,2997.862
2020-12-30,24.995,-251.76,120.495,4689.68,246.44,38.92,3011.794
2020-12-31,24.966,-251.76,120.495,4689.68,246.44,38.92,3008.311
