date,GWRE_adj_close,GWRE_cashflow,GWRE_cml_units,GWRE_cml_cost,GWRE_gain_loss,GWRE_avg_price,GWRE_mktvalue
2020-05-15,93.42,-4883.19,39.0,4883.19,1152.06,125.21,3643.38
2020-05-18,94.87,-4883.19,39.0,4883.19,1152.06,125.21,3699.93
2020-05-19,96.19,-4883.19,39.0,4883.19,1152.06,125.21,3751.41
2020-05-20,98.52,-4883.19,39.0,4883.19,1152.06,125.21,3842.28
2020-05-21,98.87,-4883.19,39.0,4883.19,1152.06,125.21,3855.93
2020-05-22,100.88,-4883.19,39.0,4883.19,1152.06,125.21,3934.32
2020-05-26,99.54,-4883.19,39.0,4883.19,1152.06,125.21,3882.06
2020-05-27,99.14,-4883.19,39.0,4883.19,1152.06,125.21,3866.46
2020-05-28,100.9,-4883.19,39.0,4883.19,1152.06,125.21,3935.1
2020-05-29,102.58,-4883.19,39.0,4883.19,1152.06,125.21,4000.62
2020-06-01,106.43,-4883.19,39.0,4883.19,1152.06,125.21,4150.77
2020-06-02,106.78,-4883.19,39.0,4883.19,1152.06,125.21,4164.42
2020-06-03,110.17,-4883.19,39.0,4883.19,1152.06,125.21,4296.63
2020-06-04,105.54,-4883.19,39.0,4883.19,1152.06,125.21,4116.06
2020-06-05,107.07,-4883.19,39.0,4883.19,1152.06,125.21,4175.73
2020-06-08,109.04,-4883.19,39.0,4883.19,1152.06,125.21,4252.56
2020-06-09,107.44,-4883.19,39.0,4883.19,1152.06,125.21,4190.16
2020-06-10,107.42,-4883.19,39.0,4883.19,1152.06,125.21,4189.38
2020-06-11,101.78,-4883.19,39.0,4883.19,1152.06,125.21,3969.42
2020-06-12,103.65,-4883.19,39.0,4883.19,1152.06,125.21,4042.35
2020-06-15,104.33,-4883.19,39.0,4883.19,1152.06,125.21,4068.87
2020-06-16,106.52,-4883.19,39.0,4883.19,1152.06,125.21,4154.28
2020-06-17,106.84,-4883.19,39.0,4883.19,1152.06,125.21,4166.76
2020-06-18,107.06,-4883.19,39.0,4883.19,1152.06,125.21,4175.34
2020-06-19,106.82,-4883.19,39.0,4883.19,1152.06,125.21,4165.98
2020-06-22,108.64,-4883.19,39.0,4883.19,1152.06,125.21,4236.96
2020-06-23,108.69,-4883.19,39.0,4883.19,1152.06,125.21,4238.91
2020-06-24,106.81,-4883.19,39.0,4883.19,1152.06,125.21,4165.59
2020-06-25,108.21,-4883.19,39.0,4883.19,1152.06,125.21,4220.19
2020-06-26,110.64,-4883.19,39.0,4883.19,1152.06,125.21,4314.96
2020-06-29,109.15,-4883.19,39.0,4883.19,1152.06,125.21,4256.85
2020-06-30,110.85,-4883.19,39.0,4883.19,1152.06,125.21,4323.15
2020-07-01,112.6,-4883.19,39.0,4883.19,1152.06,125.21,4391.4
2020-07-02,112.58,-4883.19,39.0,4883.19,1152.06,125.21,4390.62
2020-07-06,112.4,-4883.19,39.0,4883.19,1152.06,125.21,4383.6
2020-07-07,112.28,-4883.19,39.0,4883.19,1152.06,125.21,4378.92
2020-07-08,115.62,-4883.19,39.0,4883.19,1152.06,125.21,4509.18
2020-07-09,117.44,-4883.19,39.0,4883.19,1152.06,125.21,4580.16
2020-07-10,117.15,-4883.19,39.0,4883.19,1152.06,125.21,4568.85
2020-07-13,113.5,-4883.19,39.0,4883.19,1152.06,125.21,4426.5
2020-07-14,113.42,-4883.19,39.0,4883.19,1152.06,125.21,4423.38
2020-07-15,114.64,-4883.19,39.0,4883.19,1152.06,125.21,4470.96
2020-07-16,114.17,-4883.19,39.0,4883.19,1152.06,125.21,4452.63
2020-07-17,115.98,-4883.19,39.0,4883.19,1152.06,125.21,4523.22
2020-07-20,121.68,-4883.19,39.0,4883.19,1152.06,125.21,4745.52
2020-07-21,121.44,-4883.19,39.0,4883.19,1152.06,125.21,4736.16
2020-07-22,121.84,-4883.19,39.0,4883.19,1152.06,125.21,4751.76
2020-07-23,118.74,-4883.19,39.0,4883.19,1152.06,125.21,4630.86
2020-07-24,116.64,-4883.19,39.0,4883.19,1152.06,125.21,4548.96
2020-07-27,118.62,-4883.19,39.0,4883.19,1152.06,125.21,4626.18
2020-07-28,117.22,-4883.19,39.0,4883.19,1152.06,125.21,4571.58
2020-07-29,119.62,-4883.19,39.0,4883.19,1152.06,125.21,4665.18
2020-07-30,118.13,-4883.19,39.0,4883.19,1152.06,125.21,4607.07
2020-07-31,117.66,-4883.19,39.0,4883.19,1152.06,125.21,4588.74
2020-08-03,118.72,-4883.19,39.0,4883.19,1152.06,125.21,4630.08
2020-08-04,118.07,-4883.19,39.0,4883.19,1152.06,125.21,4604.73
2020-08-05,119.24,-4883.19,39.0,4883.19,1152.06,125.21,4650.36
2020-08-06,119.07,-4883.19,39.0,4883.19,1152.06,125.21,4643.73
2020-08-07,114.42,-4883.19,39.0,4883.19,1152.06,125.21,4462.38
2020-08-10,107.78,-4883.19,39.0,4883.19,1152.06,125.21,4203.42
2020-08-11,106.64,-4883.19,39.0,4883.19,1152.06,125.21,4158.96
2020-08-12,106.05,-4883.19,39.0,4883.19,1152.06,125.21,4135.95
2020-08-13,108.7,-4883.19,39.0,4883.19,1152.06,125.21,4239.3
2020-08-14,110.63,-4883.19,39.0,4883.19,1152.06,125.21,4314.57
2020-08-17,112.89,-4883.19,39.0,4883.19,1152.06,125.21,4402.71
2020-08-18,113.0,-4883.19,39.0,4883.19,1152.06,125.21,4407.0
2020-08-19,110.09,-4883.19,39.0,4883.19,1152.06,125.21,4293.51
2020-08-20,110.97,-4883.19,39.0,4883.19,1152.06,125.21,4327.83
2020-08-21,109.99,-4883.19,39.0,4883.19,1152.06,125.21,4289.61
2020-08-24,109.3,-4883.19,39.0,4883.19,1152.06,125.21,4262.7
2020-08-25,110.32,-4883.19,39.0,4883.19,1152.06,125.21,4302.48
2020-08-26,111.29,-4883.19,39.0,4883.19,1152.06,125.21,4340.31
2020-08-27,109.33,-4883.19,39.0,4883.19,1152.06,125.21,4263.87
2020-08-28,112.09,-4883.19,39.0,4883.19,1152.06,125.21,4371.51
2020-08-31,112.31,-4883.19,39.0,4883.19,1152.06,125.21,4380.09
2020-09-01,117.52,-4883.19,39.0,4883.19,1152.06,125.21,4583.28
2020-09-02,118.38,-4883.19,39.0,4883.19,1152.06,125.21,4616.82
2020-09-03,117.64,-4883.19,39.0,4883.19,1152.06,125.21,4587.96
2020-09-04,115.61,-4883.19,39.0,4883.19,1152.06,125.21,4508.79
2020-09-08,110.33,-4883.19,39.0,4883.19,1152.06,125.21,4302.87
2020-09-09,111.76,-4883.19,39.0,4883.19,1152.06,125.21,4358.64
2020-09-10,108.9,-4883.19,39.0,4883.19,1152.06,125.21,4247.1
2020-09-11,105.63,-4883.19,39.0,4883.19,1152.06,125.21,4119.57
2020-09-14,106.03,-4883.19,39.0,4883.19,1152.06,125.21,4135.17
2020-09-15,107.1,-4883.19,39.0,4883.19,1152.06,125.21,4176.9
2020-09-16,107.16,-4883.19,39.0,4883.19,1152.06,125.21,4179.24
2020-09-17,105.98,-4883.19,39.0,4883.19,1152.06,125.21,4133.22
2020-09-18,103.36,-4883.19,39.0,4883.19,1152.06,125.21,4031.04
2020-09-21,104.93,-4883.19,39.0,4883.19,1152.06,125.21,4092.27
2020-09-22,106.61,-4883.19,39.0,4883.19,1152.06,125.21,4157.79
2020-09-23,104.62,-4883.19,39.0,4883.19,1152.06,125.21,4080.18
2020-09-24,103.33,-4883.19,39.0,4883.19,1152.06,125.21,4029.87
2020-09-25,104.7,-4883.19,39.0,4883.19,1152.06,125.21,4083.3
2020-09-28,106.12,-4883.19,39.0,4883.19,1152.06,125.21,4138.68
2020-09-29,105.53,-4883.19,39.0,4883.19,1152.06,125.21,4115.67
2020-09-30,104.27,-4883.19,39.0,4883.19,1152.06,125.21,4066.53
2020-10-01,106.51,-4883.19,39.0,4883.19,1152.06,125.21,4153.89
2020-10-02,103.15,-4883.19,39.0,4883.19,1152.06,125.21,4022.85
2020-10-05,102.94,-4883.19,39.0,4883.19,1152.06,125.21,4014.66
2020-10-06,106.4,-4883.19,39.0,4883.19,1152.06,125.21,4149.6
2020-10-07,112.11,-4883.19,39.0,4883.19,1152.06,125.21,4372.29
2020-10-08,114.28,-4883.19,39.0,4883.19,1152.06,125.21,4456.92
2020-10-09,115.47,-4883.19,39.0,4883.19,1152.06,125.21,4503.33
2020-10-12,115.87,-4883.19,39.0,4883.19,1152.06,125.21,4518.93
2020-10-13,105.75,-4883.19,39.0,4883.19,1152.06,125.21,4124.25
2020-10-14,102.83,-4883.19,39.0,4883.19,1152.06,125.21,4010.37
2020-10-15,103.43,-4883.19,39.0,4883.19,1152.06,125.21,4033.77
2020-10-16,105.63,-4883.19,39.0,4883.19,1152.06,125.21,4119.57
2020-10-19,103.39,-4883.19,39.0,4883.19,1152.06,125.21,4032.21
2020-10-20,103.69,-4883.19,39.0,4883.19,1152.06,125.21,4043.91
2020-10-21,103.2,-4883.19,39.0,4883.19,1152.06,125.21,4024.8
2020-10-22,103.98,-4883.19,39.0,4883.19,1152.06,125.21,4055.22
2020-10-23,101.74,-4883.19,39.0,4883.19,1152.06,125.21,3967.86
2020-10-26,99.56,-4883.19,39.0,4883.19,1152.06,125.21,3882.84
2020-10-27,98.69,-4883.19,39.0,4883.19,1152.06,125.21,3848.91
2020-10-28,98.32,-4883.19,39.0,4883.19,1152.06,125.21,3834.48
2020-10-29,99.1,-4883.19,39.0,4883.19,1152.06,125.21,3864.9
2020-10-30,96.11,-4883.19,39.0,4883.19,1152.06,125.21,3748.29
2020-11-02,95.69,-4883.19,39.0,4883.19,1152.06,125.21,3731.91
2020-11-03,99.27,-4883.19,39.0,4883.19,1152.06,125.21,3871.53
2020-11-04,102.1,-4883.19,39.0,4883.19,1152.06,125.21,3981.9
2020-11-05,104.53,-4883.19,39.0,4883.19,1152.06,125.21,4076.67
2020-11-06,107.01,-4883.19,39.0,4883.19,1152.06,125.21,4173.39
2020-11-09,109.25,-4883.19,39.0,4883.19,1152.06,125.21,4260.75
2020-11-10,108.74,-4883.19,39.0,4883.19,1152.06,125.21,4240.86
2020-11-11,109.0,-4883.19,39.0,4883.19,1152.06,125.21,4251.0
2020-11-12,108.14,-4883.19,39.0,4883.19,1152.06,125.21,4217.46
2020-11-13,109.93,-4883.19,39.0,4883.19,1152.06,125.21,4287.27
2020-11-16,110.41,-4883.19,39.0,4883.19,1152.06,125.21,4305.99
2020-11-17,113.84,-4883.19,39.0,4883.19,1152.06,125.21,4439.76
2020-11-18,114.25,-4883.19,39.0,4883.19,1152.06,125.21,4455.75
2020-11-19,118.22,-4883.19,39.0,4883.19,1152.06,125.21,4610.58
2020-11-20,117.35,-4883.19,39.0,4883.19,1152.06,125.21,4576.65
2020-11-23,118.75,-4883.19,39.0,4883.19,1152.06,125.21,4631.25
2020-11-24,119.37,-4883.19,39.0,4883.19,1152.06,125.21,4655.43
2020-11-25,119.42,-4883.19,39.0,4883.19,1152.06,125.21,4657.38
2020-11-27,122.71,-4883.19,39.0,4883.19,1152.06,125.21,4785.69
2020-11-30,122.48,-4883.19,39.0,4883.19,1152.06,125.21,4776.72
2020-12-01,123.96,-4883.19,39.0,4883.19,1152.06,125.21,4834.44
2020-12-02,123.73,-4883.19,39.0,4883.19,1152.06,125.21,4825.47
2020-12-03,126.41,-4883.19,39.0,4883.19,1152.06,125.21,4929.99
2020-12-04,129.12,-4883.19,39.0,4883.19,1152.06,125.21,5035.68
2020-12-07,125.47,-4883.19,39.0,4883.19,1152.06,125.21,4893.33
2020-12-08,126.43,-4883.19,39.0,4883.19,1152.06,125.21,4930.77
2020-12-09,120.92,-4883.19,39.0,4883.19,1152.06,125.21,4715.88
2020-12-10,121.84,-4883.19,39.0,4883.19,1152.06,125.21,4751.76
2020-12-11,123.23,-4883.19,39.0,4883.19,1152.06,125.21,4805.97
2020-12-14,126.23,-4883.19,39.0,4883.19,1152.06,125.21,4922.97
2020-12-15,126.48,-4883.19,39.0,4883.19,1152.06,125.21,4932.72
2020-12-16,125.51,-4883.19,39.0,4883.19,1152.06,125.21,4894.89
2020-12-17,126.03,-4883.19,39.0,4883.19,1152.06,125.21,4915.17
2020-12-18,125.72,-4883.19,39.0,4883.19,1152.06,125.21,4903.08
2020-12-21,125.43,-4883.19,39.0,4883.19,1152.06,125.21,4891.77
2020-12-22,126.99,-4883.19,39.0,4883.19,1152.06,125.21,4952.61
2020-12-23,128.55,-4883.19,39.0,4883.19,1152.06,125.21,5013.45
2020-12-24,127.21,-4883.19,39.0,4883.19,1152.06,125.21,4961.19
2020-12-28,128.11,-4883.19,39.0,4883.19,1152.06,125.21,4996.29
2020-12-29,126.96,-4883.19,39.0,4883.19,1152.06,125.21,4951.44
2020-12-30,128.25,-4883.19,39.0,4883.19,1152.06,125.21,5001.75
2020-12-31,128.73,-4883.19,39.0,4883.19,1152.06,125.21,5020.47
2021-01-04,126.06,-4883.19,39.0,4883.19,1152.06,125.21,4916.34
2021-01-05,126.59,-4883.19,39.0,4883.19,1152.06,125.21,4937.01
2021-01-06,127.91,-4883.19,39.0,4883.19,1152.06,125.21,4988.49
2021-01-07,132.54,-4883.19,39.0,4883.19,1152.06,125.21,5169.06
2021-01-08,130.92,-4883.19,39.0,4883.19,1152.06,125.21,5105.88
2021-01-11,130.44,-4883.19,39.0,4883.19,1152.06,125.21,5087.16
2021-01-12,128.92,-4883.19,39.0,4883.19,1152.06,125.21,5027.88
2021-01-13,127.26,-4883.19,39.0,4883.19,1152.06,125.21,4963.14
2021-01-14,125.3,-4883.19,39.0,4883.19,1152.06,125.21,4886.7
2021-01-15,125.0,-4883.19,39.0,4883.19,1152.06,125.21,4875.0
2021-01-19,126.15,-4883.19,39.0,4883.19,1152.06,125.21,4919.85
2021-01-20,125.68,-4883.19,39.0,4883.19,1152.06,125.21,4901.52
2021-01-21,124.9,-4883.19,39.0,4883.19,1152.06,125.21,4871.1
2021-01-22,123.71,-4883.19,39.0,4883.19,1152.06,125.21,4824.69
2021-01-25,122.95,-4883.19,39.0,4883.19,1152.06,125.21,4795.05
2021-01-26,121.66,-4883.19,39.0,4883.19,1152.06,125.21,4744.74
2021-01-27,117.55,-4883.19,39.0,4883.19,1152.06,125.21,4584.45
2021-01-28,118.77,-4883.19,39.0,4883.19,1152.06,125.21,4632.03
2021-01-29,114.74,-4883.19,39.0,4883.19,1152.06,125.21,4474.86
2021-02-01,115.69,-4883.19,39.0,4883.19,1152.06,125.21,4511.91
2021-02-02,119.21,-4883.19,39.0,4883.19,1152.06,125.21,4649.19
2021-02-03,119.12,-4883.19,39.0,4883.19,1152.06,125.21,4645.68
2021-02-04,120.82,-4883.19,39.0,4883.19,1152.06,125.21,4711.98
2021-02-05,121.37,-4883.19,39.0,4883.19,1152.06,125.21,4733.43
2021-02-08,123.7,-4883.19,39.0,4883.19,1152.06,125.21,4824.3
2021-02-09,126.33,-4883.19,39.0,4883.19,1152.06,125.21,4926.87
2021-02-10,127.03,-4883.19,39.0,4883.19,1152.06,125.21,4954.17
2021-02-11,127.21,-4883.19,39.0,4883.19,1152.06,125.21,4961.19
2021-02-12,128.69,-4883.19,39.0,4883.19,1152.06,125.21,5018.91
2021-02-16,127.65,-4883.19,39.0,4883.19,1152.06,125.21,4978.35
2021-02-17,125.33,-4883.19,39.0,4883.19,1152.06,125.21,4887.87
2021-02-18,125.12,-4883.19,39.0,4883.19,1152.06,125.21,4879.68
2021-02-19,125.96,-4883.19,39.0,4883.19,1152.06,125.21,4912.44
2021-02-22,123.08,-4883.19,39.0,4883.19,1152.06,125.21,4800.12
2021-02-23,120.25,-4883.19,39.0,4883.19,1152.06,125.21,4689.75
2021-02-24,119.51,-4883.19,39.0,4883.19,1152.06,125.21,4660.89
2021-02-25,113.52,-4883.19,39.0,4883.19,1152.06,125.21,4427.28
2021-02-26,110.99,-4883.19,39.0,4883.19,1152.06,125.21,4328.61
2021-03-01,115.65,-4883.19,39.0,4883.19,1152.06,125.21,4510.35
2021-03-02,114.67,-4883.19,39.0,4883.19,1152.06,125.21,4472.13
2021-03-03,109.66,-4883.19,39.0,4883.19,1152.06,125.21,4276.74
2021-03-04,106.95,-4883.19,39.0,4883.19,1152.06,125.21,4171.05
2021-03-05,101.83,-4883.19,39.0,4883.19,1152.06,125.21,3971.37
2021-03-08,97.8,-4883.19,39.0,4883.19,1152.06,125.21,3814.2
2021-03-09,100.86,-4883.19,39.0,4883.19,1152.06,125.21,3933.54
2021-03-10,101.13,-4883.19,39.0,4883.19,1152.06,125.21,3944.07
2021-03-11,105.93,-4883.19,39.0,4883.19,1152.06,125.21,4131.27
2021-03-12,104.88,-4883.19,39.0,4883.19,1152.06,125.21,4090.32
2021-03-15,106.77,-4883.19,39.0,4883.19,1152.06,125.21,4164.03
2021-03-16,105.16,-4883.19,39.0,4883.19,1152.06,125.21,4101.24
2021-03-17,103.98,-4883.19,39.0,4883.19,1152.06,125.21,4055.22
2021-03-18,101.76,-4883.19,39.0,4883.19,1152.06,125.21,3968.64
2021-03-19,102.94,-4883.19,39.0,4883.19,1152.06,125.21,4014.66
2021-03-22,103.04,-4883.19,39.0,4883.19,1152.06,125.21,4018.56
2021-03-23,102.04,-4883.19,39.0,4883.19,1152.06,125.21,3979.56
2021-03-24,100.97,-4883.19,39.0,4883.19,1152.06,125.21,3937.83
2021-03-25,101.1,-4883.19,39.0,4883.19,1152.06,125.21,3942.9
2021-03-26,103.89,-4883.19,39.0,4883.19,1152.06,125.21,4051.71
2021-03-29,102.14,-4883.19,39.0,4883.19,1152.06,125.21,3983.46
2021-03-30,100.57,-4883.19,39.0,4883.19,1152.06,125.21,3922.23
2021-03-31,101.63,-4883.19,39.0,4883.19,1152.06,125.21,3963.57
2021-04-01,102.46,-4883.19,39.0,4883.19,1152.06,125.21,3995.94
2021-04-05,102.4,-4883.19,39.0,4883.19,1152.06,125.21,3993.6
2021-04-06,105.56,-4883.19,39.0,4883.19,1152.06,125.21,4116.84
2021-04-07,102.98,-4883.19,39.0,4883.19,1152.06,125.21,4016.22
2021-04-08,103.92,-4883.19,39.0,4883.19,1152.06,125.21,4052.88
2021-04-09,104.07,-4883.19,39.0,4883.19,1152.06,125.21,4058.73
2021-04-12,104.88,-4883.19,39.0,4883.19,1152.06,125.21,4090.32
2021-04-13,104.83,-4883.19,39.0,4883.19,1152.06,125.21,4088.37
2021-04-14,104.67,-4883.19,39.0,4883.19,1152.06,125.21,4082.13
2021-04-15,106.0,-4883.19,39.0,4883.19,1152.06,125.21,4134.0
2021-04-16,105.27,-4883.19,39.0,4883.19,1152.06,125.21,4105.53
2021-04-19,104.0,-4883.19,39.0,4883.19,1152.06,125.21,4056.0
2021-04-20,103.58,-4883.19,39.0,4883.19,1152.06,125.21,4039.62
2021-04-21,104.0,-4883.19,39.0,4883.19,1152.06,125.21,4056.0
2021-04-22,104.42,-4883.19,39.0,4883.19,1152.06,125.21,4072.38
2021-04-23,104.94,-4883.19,39.0,4883.19,1152.06,125.21,4092.66
2021-04-26,108.23,-4883.19,39.0,4883.19,1152.06,125.21,4220.97
2021-04-27,106.63,-4883.19,39.0,4883.19,1152.06,125.21,4158.57
2021-04-28,107.26,-4883.19,39.0,4883.19,1152.06,125.21,4183.14
2021-04-29,107.02,-4883.19,39.0,4883.19,1152.06,125.21,4173.78
2021-04-30,105.51,-4883.19,39.0,4883.19,1152.06,125.21,4114.89
2021-05-03,103.43,-4883.19,39.0,4883.19,1152.06,125.21,4033.77
2021-05-04,100.57,-4883.19,39.0,4883.19,1152.06,125.21,3922.23
2021-05-05,98.72,-4883.19,39.0,4883.19,1152.06,125.21,3850.08
2021-05-06,98.13,-4883.19,39.0,4883.19,1152.06,125.21,3827.07
2021-05-07,98.7,-4883.19,39.0,4883.19,1152.06,125.21,3849.3
2021-05-10,97.74,-4883.19,39.0,4883.19,1152.06,125.21,3811.86
2021-05-11,96.48,-4883.19,39.0,4883.19,1152.06,125.21,3762.72
2021-05-12,93.94,-4883.19,39.0,4883.19,1152.06,125.21,3663.66
2021-05-13,93.14,-4883.19,39.0,4883.19,1152.06,125.21,3632.46
2021-05-14,94.69,-4883.19,39.0,4883.19,1152.06,125.21,3692.91
2021-05-17,92.05,-4883.19,39.0,4883.19,1152.06,125.21,3589.95
2021-05-18,94.2,-4883.19,39.0,4883.19,1152.06,125.21,3673.8
2021-05-19,95.37,-4883.19,39.0,4883.19,1152.06,125.21,3719.43
2021-05-20,97.03,-4883.19,39.0,4883.19,1152.06,125.21,3784.17
2021-05-21,95.79,-4883.19,39.0,4883.19,1152.06,125.21,3735.81
2021-05-24,97.15,-4883.19,39.0,4883.19,1152.06,125.21,3788.85
2021-05-25,96.18,-4883.19,39.0,4883.19,1152.06,125.21,3751.02
2021-05-26,97.25,-4883.19,39.0,4883.19,1152.06,125.21,3792.75
2021-05-27,98.07,-4883.19,39.0,4883.19,1152.06,125.21,3824.73
2021-05-28,97.74,-4883.19,39.0,4883.19,1152.06,125.21,3811.86
2021-06-01,97.4,-4883.19,39.0,4883.19,1152.06,125.21,3798.6
2021-06-02,97.89,-4883.19,39.0,4883.19,1152.06,125.21,3817.71
2021-06-03,101.35,-4883.19,39.0,4883.19,1152.06,125.21,3952.65
2021-06-04,104.28,-4883.19,39.0,4883.19,1152.06,125.21,4066.92
2021-06-07,103.72,-4883.19,39.0,4883.19,1152.06,125.21,4045.08
2021-06-08,105.86,-4883.19,39.0,4883.19,1152.06,125.21,4128.54
2021-06-09,106.56,-4883.19,39.0,4883.19,1152.06,125.21,4155.84
2021-06-10,109.46,-4883.19,39.0,4883.19,1152.06,125.21,4268.94
2021-06-11,110.16,-4883.19,39.0,4883.19,1152.06,125.21,4296.24
2021-06-14,113.29,-4883.19,39.0,4883.19,1152.06,125.21,4418.31
2021-06-15,112.12,-4883.19,39.0,4883.19,1152.06,125.21,4372.68
2021-06-16,112.73,-4883.19,39.0,4883.19,1152.06,125.21,4396.47
2021-06-17,113.25,-4883.19,39.0,4883.19,1152.06,125.21,4416.75
2021-06-18,112.56,-4883.19,39.0,4883.19,1152.06,125.21,4389.84
2021-06-21,111.76,-4883.19,39.0,4883.19,1152.06,125.21,4358.64
2021-06-22,112.19,-4883.19,39.0,4883.19,1152.06,125.21,4375.41
2021-06-23,112.03,-4883.19,39.0,4883.19,1152.06,125.21,4369.17
2021-06-24,113.95,-4883.19,39.0,4883.19,1152.06,125.21,4444.05
2021-06-25,115.16,-4883.19,39.0,4883.19,1152.06,125.21,4491.24
2021-06-28,115.68,-4883.19,39.0,4883.19,1152.06,125.21,4511.52
2021-06-29,116.0,-4883.19,39.0,4883.19,1152.06,125.21,4524.0
2021-06-30,112.72,-4883.19,39.0,4883.19,1152.06,125.21,4396.08
2021-07-01,112.66,-4883.19,39.0,4883.19,1152.06,125.21,4393.74
2021-07-02,113.1,-4883.19,39.0,4883.19,1152.06,125.21,4410.9
2021-07-06,113.32,-4883.19,39.0,4883.19,1152.06,125.21,4419.48
2021-07-07,111.87,-4883.19,39.0,4883.19,1152.06,125.21,4362.93
2021-07-08,110.81,-4883.19,39.0,4883.19,1152.06,125.21,4321.59
2021-07-09,111.66,-4883.19,39.0,4883.19,1152.06,125.21,4354.74
2021-07-12,110.75,-4883.19,39.0,4883.19,1152.06,125.21,4319.25
2021-07-13,110.44,-4883.19,39.0,4883.19,1152.06,125.21,4307.16
2021-07-14,108.8,-4883.19,39.0,4883.19,1152.06,125.21,4243.2
2021-07-15,108.15,-4883.19,39.0,4883.19,1152.06,125.21,4217.85
2021-07-16,109.87,-4883.19,39.0,4883.19,1152.06,125.21,4284.93
2021-07-19,110.93,-4883.19,39.0,4883.19,1152.06,125.21,4326.27
2021-07-20,113.12,-4883.19,39.0,4883.19,1152.06,125.21,4411.68
2021-07-21,114.76,-4883.19,39.0,4883.19,1152.06,125.21,4475.64
2021-07-22,114.49,-4883.19,39.0,4883.19,1152.06,125.21,4465.11
2021-07-23,114.89,-4883.19,39.0,4883.19,1152.06,125.21,4480.71
2021-07-26,113.89,-4883.19,39.0,4883.19,1152.06,125.21,4441.71
2021-07-27,112.13,-4883.19,39.0,4883.19,1152.06,125.21,4373.07
2021-07-28,112.78,-4883.19,39.0,4883.19,1152.06,125.21,4398.42
2021-07-29,114.12,-4883.19,39.0,4883.19,1152.06,125.21,4450.68
2021-07-30,115.2,-4883.19,39.0,4883.19,1152.06,125.21,4492.8
2021-08-02,114.91,-4883.19,39.0,4883.19,1152.06,125.21,4481.49
2021-08-03,114.51,-4883.19,39.0,4883.19,1152.06,125.21,4465.89
2021-08-04,115.08,-4883.19,39.0,4883.19,1152.06,125.21,4488.12
2021-08-05,116.41,-4883.19,39.0,4883.19,1152.06,125.21,4539.99
2021-08-06,115.69,-4883.19,39.0,4883.19,1152.06,125.21,4511.91
2021-08-09,114.76,-4883.19,39.0,4883.19,1152.06,125.21,4475.64
2021-08-10,112.42,-4883.19,39.0,4883.19,1152.06,125.21,4384.38
2021-08-11,111.79,-4883.19,39.0,4883.19,1152.06,125.21,4359.81
2021-08-12,111.55,-4883.19,39.0,4883.19,1152.06,125.21,4350.45
2021-08-13,112.48,-4883.19,39.0,4883.19,1152.06,125.21,4386.72
2021-08-16,110.7,-4883.19,39.0,4883.19,1152.06,125.21,4317.3
2021-08-17,110.33,-4883.19,39.0,4883.19,1152.06,125.21,4302.87
2021-08-18,110.42,-4883.19,39.0,4883.19,1152.06,125.21,4306.38
2021-08-19,110.48,-4883.19,39.0,4883.19,1152.06,125.21,4308.72
2021-08-20,113.16,-4883.19,39.0,4883.19,1152.06,125.21,4413.24
2021-08-23,115.34,-4883.19,39.0,4883.19,1152.06,125.21,4498.26
2021-08-24,117.42,-4883.19,39.0,4883.19,1152.06,125.21,4579.38
2021-08-25,115.96,-4883.19,39.0,4883.19,1152.06,125.21,4522.44
2021-08-26,116.32,-4883.19,39.0,4883.19,1152.06,125.21,4536.48
2021-08-27,118.0,-4883.19,39.0,4883.19,1152.06,125.21,4602.0
2021-08-30,119.57,-4883.19,39.0,4883.19,1152.06,125.21,4663.23
2021-08-31,118.46,-4883.19,39.0,4883.19,1152.06,125.21,4619.94
2021-09-01,118.46,-4883.19,39.0,4883.19,1152.06,125.21,4619.94
2021-09-02,118.44,-4883.19,39.0,4883.19,1152.06,125.21,4619.16
2021-09-03,123.01,-4883.19,39.0,4883.19,1152.06,125.21,4797.39
2021-09-07,122.67,-4883.19,39.0,4883.19,1152.06,125.21,4784.13
2021-09-08,123.12,-4883.19,39.0,4883.19,1152.06,125.21,4801.68
2021-09-09,122.07,-4883.19,39.0,4883.19,1152.06,125.21,4760.73
2021-09-10,122.07,-4883.19,39.0,4883.19,1152.06,125.21,4760.73
2021-09-13,121.33,-4883.19,39.0,4883.19,1152.06,125.21,4731.87
2021-09-14,119.98,-4883.19,39.0,4883.19,1152.06,125.21,4679.22
2021-09-15,120.24,-4883.19,39.0,4883.19,1152.06,125.21,4689.36
2021-09-16,120.77,-4883.19,39.0,4883.19,1152.06,125.21,4710.03
2021-09-17,118.76,-4883.19,39.0,4883.19,1152.06,125.21,4631.64
2021-09-20,115.76,-4883.19,39.0,4883.19,1152.06,125.21,4514.64
2021-09-21,114.37,-4883.19,39.0,4883.19,1152.06,125.21,4460.43
2021-09-22,117.51,-4883.19,39.0,4883.19,1152.06,125.21,4582.89
2021-09-23,121.09,-4883.19,39.0,4883.19,1152.06,125.21,4722.51
2021-09-24,120.68,-4883.19,39.0,4883.19,1152.06,125.21,4706.52
2021-09-27,120.59,-4883.19,39.0,4883.19,1152.06,125.21,4703.01
2021-09-28,117.75,-4883.19,39.0,4883.19,1152.06,125.21,4592.25
2021-09-29,118.84,-4883.19,39.0,4883.19,1152.06,125.21,4634.76
2021-09-30,118.87,-4883.19,39.0,4883.19,1152.06,125.21,4635.93
