date,ICCT_adj_close,ICCT_cashflow,ICCT_cml_units,ICCT_cml_cost,ICCT_gain_loss,ICCT_avg_price,ICCT_mktvalue
2019-02-07,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-02-08,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-02-11,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-02-12,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-02-13,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-02-14,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-02-15,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-02-19,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-02-20,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-02-21,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-02-22,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-02-25,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-02-26,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-02-27,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-02-28,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-01,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-04,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-05,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-06,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-07,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-08,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-11,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-12,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-13,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-14,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-15,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-18,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-19,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-20,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-21,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-22,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-25,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-26,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-27,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-28,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-03-29,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-01,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-02,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-03,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-04,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-05,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-08,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-09,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-10,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-11,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-12,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-15,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-16,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-17,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-18,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-22,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-23,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-24,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-25,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-26,0.0,-4999.93,38461.0,4999.93,34603.361,0.13,11.538
2019-04-29,0.56,-4999.93,38461.0,4999.93,34603.361,0.13,21538.16
2019-04-30,0.51,-4999.93,38461.0,4999.93,34603.361,0.13,19615.11
2019-05-01,0.5,-4999.93,38461.0,4999.93,34603.361,0.13,19230.5
2019-05-02,0.26,-4999.93,38461.0,4999.93,34603.361,0.13,9999.86
2019-05-03,1.01,-4999.93,38461.0,4999.93,34603.361,0.13,38845.61
2019-05-06,1.01,-4999.93,38461.0,4999.93,34603.361,0.13,38845.61
2019-05-07,0.79,-4999.93,38461.0,4999.93,34603.361,0.13,30384.191
2019-05-08,0.79,-4999.93,38461.0,4999.93,34603.361,0.13,30384.191
2019-05-09,0.79,-4999.93,38461.0,4999.93,34603.361,0.13,30384.191
2019-05-10,0.79,-4999.93,38461.0,4999.93,34603.361,0.13,30384.191
2019-05-13,0.35,-4999.93,38461.0,4999.93,34603.361,0.13,13461.35
2019-05-14,0.6,-4999.93,38461.0,4999.93,34603.361,0.13,23076.601
2019-05-15,0.4,-4999.93,38461.0,4999.93,34603.361,0.13,15384.4
2019-05-16,0.4,-4999.93,38461.0,4999.93,34603.361,0.13,15384.4
2019-05-17,0.35,-4999.93,38461.0,4999.93,34603.361,0.13,13461.35
2019-05-20,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2019-05-21,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2019-05-22,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2019-05-23,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2019-05-24,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2019-05-28,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2019-05-29,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2019-05-30,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2019-05-31,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2019-06-03,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-04,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-05,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-06,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-07,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-10,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-11,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-12,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-13,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-14,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-17,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-18,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-19,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-20,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-21,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-24,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-25,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-26,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-27,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-06-28,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-07-01,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-07-02,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-07-03,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-07-05,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-07-08,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2019-07-09,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2019-07-10,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2019-07-11,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2019-07-12,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2019-07-15,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2019-07-16,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2019-07-17,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2019-07-18,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2019-07-19,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2019-07-22,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2019-07-23,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2019-07-24,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2019-07-25,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2019-07-26,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2019-07-29,0.3,-4999.93,38461.0,4999.93,34603.361,0.13,11538.3
2019-07-30,0.55,-4999.93,38461.0,4999.93,34603.361,0.13,21153.55
2019-07-31,0.55,-4999.93,38461.0,4999.93,34603.361,0.13,21153.55
2019-08-01,0.65,-4999.93,38461.0,4999.93,34603.361,0.13,24999.649
2019-08-02,0.75,-4999.93,38461.0,4999.93,34603.361,0.13,28845.75
2019-08-05,0.97,-4999.93,38461.0,4999.93,34603.361,0.13,37307.171
2019-08-06,0.788,-4999.93,38461.0,4999.93,34603.361,0.13,30288.038
2019-08-07,0.788,-4999.93,38461.0,4999.93,34603.361,0.13,30288.038
2019-08-08,0.788,-4999.93,38461.0,4999.93,34603.361,0.13,30288.038
2019-08-09,0.788,-4999.93,38461.0,4999.93,34603.361,0.13,30288.038
2019-08-12,0.788,-4999.93,38461.0,4999.93,34603.361,0.13,30288.038
2019-08-13,1.5,-4999.93,38461.0,4999.93,34603.361,0.13,57691.5
2019-08-14,1.5,-4999.93,38461.0,4999.93,34603.361,0.13,57691.5
2019-08-15,1.5,-4999.93,38461.0,4999.93,34603.361,0.13,57691.5
2019-08-16,1.5,-4999.93,38461.0,4999.93,34603.361,0.13,57691.5
2019-08-19,1.5,-4999.93,38461.0,4999.93,34603.361,0.13,57691.5
2019-08-20,1.513,-4999.93,38461.0,4999.93,34603.361,0.13,58172.264
2019-08-21,1.5,-4999.93,38461.0,4999.93,34603.361,0.13,57691.5
2019-08-22,1.5,-4999.93,38461.0,4999.93,34603.361,0.13,57691.5
2019-08-23,1.5,-4999.93,38461.0,4999.93,34603.361,0.13,57691.5
2019-08-26,1.49,-4999.93,38461.0,4999.93,34603.361,0.13,57306.89
2019-08-27,0.9,-4999.93,38461.0,4999.93,34603.361,0.13,34614.899
2019-08-28,0.9,-4999.93,38461.0,4999.93,34603.361,0.13,34614.899
2019-08-29,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-08-30,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-09-03,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-09-04,0.85,-4999.93,38461.0,4999.93,34603.361,0.13,32691.851
2019-09-05,0.85,-4999.93,38461.0,4999.93,34603.361,0.13,32691.851
2019-09-06,0.85,-4999.93,38461.0,4999.93,34603.361,0.13,32691.851
2019-09-09,0.85,-4999.93,38461.0,4999.93,34603.361,0.13,32691.851
2019-09-10,0.85,-4999.93,38461.0,4999.93,34603.361,0.13,32691.851
2019-09-11,0.85,-4999.93,38461.0,4999.93,34603.361,0.13,32691.851
2019-09-12,0.85,-4999.93,38461.0,4999.93,34603.361,0.13,32691.851
2019-09-13,0.85,-4999.93,38461.0,4999.93,34603.361,0.13,32691.851
2019-09-16,0.85,-4999.93,38461.0,4999.93,34603.361,0.13,32691.851
2019-09-17,0.85,-4999.93,38461.0,4999.93,34603.361,0.13,32691.851
2019-09-18,0.85,-4999.93,38461.0,4999.93,34603.361,0.13,32691.851
2019-09-19,0.85,-4999.93,38461.0,4999.93,34603.361,0.13,32691.851
2019-09-20,0.85,-4999.93,38461.0,4999.93,34603.361,0.13,32691.851
2019-09-23,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-09-24,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-09-25,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-09-26,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-09-27,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-09-30,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-10-01,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-10-02,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-10-03,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-10-04,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-10-07,0.9,-4999.93,38461.0,4999.93,34603.361,0.13,34614.899
2019-10-08,0.9,-4999.93,38461.0,4999.93,34603.361,0.13,34614.899
2019-10-09,0.9,-4999.93,38461.0,4999.93,34603.361,0.13,34614.899
2019-10-10,0.9,-4999.93,38461.0,4999.93,34603.361,0.13,34614.899
2019-10-11,0.825,-4999.93,38461.0,4999.93,34603.361,0.13,31730.325
2019-10-14,0.836,-4999.93,38461.0,4999.93,34603.361,0.13,32168.779
2019-10-15,0.836,-4999.93,38461.0,4999.93,34603.361,0.13,32168.779
2019-10-16,0.836,-4999.93,38461.0,4999.93,34603.361,0.13,32168.779
2019-10-17,0.836,-4999.93,38461.0,4999.93,34603.361,0.13,32168.779
2019-10-18,0.836,-4999.93,38461.0,4999.93,34603.361,0.13,32168.779
2019-10-21,0.76,-4999.93,38461.0,4999.93,34603.361,0.13,29230.36
2019-10-22,0.76,-4999.93,38461.0,4999.93,34603.361,0.13,29230.36
2019-10-23,0.76,-4999.93,38461.0,4999.93,34603.361,0.13,29230.36
2019-10-24,0.76,-4999.93,38461.0,4999.93,34603.361,0.13,29230.36
2019-10-25,0.76,-4999.93,38461.0,4999.93,34603.361,0.13,29230.36
2019-10-28,0.76,-4999.93,38461.0,4999.93,34603.361,0.13,29230.36
2019-10-29,0.76,-4999.93,38461.0,4999.93,34603.361,0.13,29230.36
2019-10-30,0.76,-4999.93,38461.0,4999.93,34603.361,0.13,29230.36
2019-10-31,0.76,-4999.93,38461.0,4999.93,34603.361,0.13,29230.36
2019-11-01,0.76,-4999.93,38461.0,4999.93,34603.361,0.13,29230.36
2019-11-04,0.76,-4999.93,38461.0,4999.93,34603.361,0.13,29230.36
2019-11-05,0.76,-4999.93,38461.0,4999.93,34603.361,0.13,29230.36
2019-11-06,0.76,-4999.93,38461.0,4999.93,34603.361,0.13,29230.36
2019-11-07,0.76,-4999.93,38461.0,4999.93,34603.361,0.13,29230.36
2019-11-08,0.56,-4999.93,38461.0,4999.93,34603.361,0.13,21542.007
2019-11-11,0.56,-4999.93,38461.0,4999.93,34603.361,0.13,21542.007
2019-11-12,0.56,-4999.93,38461.0,4999.93,34603.361,0.13,21542.007
2019-11-13,0.56,-4999.93,38461.0,4999.93,34603.361,0.13,21542.007
2019-11-14,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-11-15,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-11-18,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-11-19,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-11-20,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-11-21,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-11-22,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-11-25,0.91,-4999.93,38461.0,4999.93,34603.361,0.13,34999.511
2019-11-26,0.91,-4999.93,38461.0,4999.93,34603.361,0.13,34999.511
2019-11-27,0.91,-4999.93,38461.0,4999.93,34603.361,0.13,34999.511
2019-11-29,0.91,-4999.93,38461.0,4999.93,34603.361,0.13,34999.511
2019-12-02,0.91,-4999.93,38461.0,4999.93,34603.361,0.13,34999.511
2019-12-03,0.91,-4999.93,38461.0,4999.93,34603.361,0.13,34999.511
2019-12-04,0.91,-4999.93,38461.0,4999.93,34603.361,0.13,34999.511
2019-12-05,0.8,-4999.93,38461.0,4999.93,34603.361,0.13,30768.8
2019-12-06,0.6,-4999.93,38461.0,4999.93,34603.361,0.13,23076.601
2019-12-09,0.6,-4999.93,38461.0,4999.93,34603.361,0.13,23076.601
2019-12-10,0.6,-4999.93,38461.0,4999.93,34603.361,0.13,23076.601
2019-12-11,0.6,-4999.93,38461.0,4999.93,34603.361,0.13,23076.601
2019-12-12,0.6,-4999.93,38461.0,4999.93,34603.361,0.13,23076.601
2019-12-13,1.8,-4999.93,38461.0,4999.93,34603.361,0.13,69229.798
2019-12-16,1.68,-4999.93,38461.0,4999.93,34603.361,0.13,64614.478
2019-12-17,1.7,-4999.93,38461.0,4999.93,34603.361,0.13,65383.702
2019-12-18,1.06,-4999.93,38461.0,4999.93,34603.361,0.13,40768.658
2019-12-19,1.06,-4999.93,38461.0,4999.93,34603.361,0.13,40768.658
2019-12-20,1.06,-4999.93,38461.0,4999.93,34603.361,0.13,40768.658
2019-12-23,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2019-12-24,0.9,-4999.93,38461.0,4999.93,34603.361,0.13,34614.899
2019-12-26,0.9,-4999.93,38461.0,4999.93,34603.361,0.13,34614.899
2019-12-27,0.9,-4999.93,38461.0,4999.93,34603.361,0.13,34614.899
2019-12-30,0.9,-4999.93,38461.0,4999.93,34603.361,0.13,34614.899
2019-12-31,0.9,-4999.93,38461.0,4999.93,34603.361,0.13,34614.899
2020-01-02,0.9,-4999.93,38461.0,4999.93,34603.361,0.13,34614.899
2020-01-03,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2020-01-06,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2020-01-07,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2020-01-08,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2020-01-09,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2020-01-10,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2020-01-13,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2020-01-14,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2020-01-15,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2020-01-16,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2020-01-17,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2020-01-21,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2020-01-22,1.0,-4999.93,38461.0,4999.93,34603.361,0.13,38461.0
2020-01-23,0.64,-4999.93,38461.0,4999.93,34603.361,0.13,24618.886
2020-01-24,0.64,-4999.93,38461.0,4999.93,34603.361,0.13,24618.886
2020-01-27,0.64,-4999.93,38461.0,4999.93,34603.361,0.13,24618.886
2020-01-28,0.64,-4999.93,38461.0,4999.93,34603.361,0.13,24618.886
2020-01-29,0.64,-4999.93,38461.0,4999.93,34603.361,0.13,24618.886
2020-01-30,0.64,-4999.93,38461.0,4999.93,34603.361,0.13,24618.886
2020-01-31,0.64,-4999.93,38461.0,4999.93,34603.361,0.13,24618.886
2020-02-03,0.64,-4999.93,38461.0,4999.93,34603.361,0.13,24618.886
2020-02-04,0.64,-4999.93,38461.0,4999.93,34603.361,0.13,24618.886
2020-02-05,0.64,-4999.93,38461.0,4999.93,34603.361,0.13,24618.886
2020-02-06,0.64,-4999.93,38461.0,4999.93,34603.361,0.13,24618.886
2020-02-07,0.81,-4999.93,38461.0,4999.93,34603.361,0.13,31153.41
2020-02-10,0.81,-4999.93,38461.0,4999.93,34603.361,0.13,31153.41
2020-02-11,0.81,-4999.93,38461.0,4999.93,34603.361,0.13,31153.41
2020-02-12,0.81,-4999.93,38461.0,4999.93,34603.361,0.13,31153.41
2020-02-13,0.81,-4999.93,38461.0,4999.93,34603.361,0.13,31153.41
2020-02-14,0.81,-4999.93,38461.0,4999.93,34603.361,0.13,31153.41
2020-02-18,0.81,-4999.93,38461.0,4999.93,34603.361,0.13,31153.41
2020-02-19,0.81,-4999.93,38461.0,4999.93,34603.361,0.13,31153.41
2020-02-20,0.615,-4999.93,38461.0,4999.93,34603.361,0.13,23653.515
2020-02-21,0.7,-4999.93,38461.0,4999.93,34603.361,0.13,26922.7
2020-02-24,0.57,-4999.93,38461.0,4999.93,34603.361,0.13,21922.77
2020-02-25,0.613,-4999.93,38461.0,4999.93,34603.361,0.13,23557.363
2020-02-26,0.6,-4999.93,38461.0,4999.93,34603.361,0.13,23076.601
2020-02-27,0.72,-4999.93,38461.0,4999.93,34603.361,0.13,27691.921
2020-02-28,0.72,-4999.93,38461.0,4999.93,34603.361,0.13,27691.921
2020-03-02,0.58,-4999.93,38461.0,4999.93,34603.361,0.13,22307.379
2020-03-03,0.58,-4999.93,38461.0,4999.93,34603.361,0.13,22307.379
2020-03-04,0.58,-4999.93,38461.0,4999.93,34603.361,0.13,22307.379
2020-03-05,0.58,-4999.93,38461.0,4999.93,34603.361,0.13,22307.379
2020-03-06,0.58,-4999.93,38461.0,4999.93,34603.361,0.13,22307.379
2020-03-09,0.541,-4999.93,38461.0,4999.93,34603.361,0.13,20826.63
2020-03-10,0.541,-4999.93,38461.0,4999.93,34603.361,0.13,20826.63
2020-03-11,0.541,-4999.93,38461.0,4999.93,34603.361,0.13,20826.63
2020-03-12,0.51,-4999.93,38461.0,4999.93,34603.361,0.13,19615.11
2020-03-13,0.51,-4999.93,38461.0,4999.93,34603.361,0.13,19615.11
2020-03-16,0.51,-4999.93,38461.0,4999.93,34603.361,0.13,19615.11
2020-03-17,0.51,-4999.93,38461.0,4999.93,34603.361,0.13,19615.11
2020-03-18,0.25,-4999.93,38461.0,4999.93,34603.361,0.13,9615.25
2020-03-19,0.54,-4999.93,38461.0,4999.93,34603.361,0.13,20768.941
2020-03-20,0.4,-4999.93,38461.0,4999.93,34603.361,0.13,15384.4
2020-03-23,0.4,-4999.93,38461.0,4999.93,34603.361,0.13,15384.4
2020-03-24,0.4,-4999.93,38461.0,4999.93,34603.361,0.13,15384.4
2020-03-25,0.375,-4999.93,38461.0,4999.93,34603.361,0.13,14422.875
2020-03-26,0.275,-4999.93,38461.0,4999.93,34603.361,0.13,10576.775
2020-03-27,0.275,-4999.93,38461.0,4999.93,34603.361,0.13,10576.775
2020-03-30,0.275,-4999.93,38461.0,4999.93,34603.361,0.13,10576.775
2020-03-31,0.45,-4999.93,38461.0,4999.93,34603.361,0.13,17307.45
2020-04-01,0.45,-4999.93,38461.0,4999.93,34603.361,0.13,17307.45
2020-04-02,0.4,-4999.93,38461.0,4999.93,34603.361,0.13,15384.4
2020-04-03,0.4,-4999.93,38461.0,4999.93,34603.361,0.13,15384.4
2020-04-06,0.4,-4999.93,38461.0,4999.93,34603.361,0.13,15384.4
2020-04-07,0.4,-4999.93,38461.0,4999.93,34603.361,0.13,15384.4
2020-04-08,0.4,-4999.93,38461.0,4999.93,34603.361,0.13,15384.4
2020-04-09,0.4,-4999.93,38461.0,4999.93,34603.361,0.13,15384.4
2020-04-13,0.4,-4999.93,38461.0,4999.93,34603.361,0.13,15384.4
2020-04-14,0.4,-4999.93,38461.0,4999.93,34603.361,0.13,15384.4
2020-04-15,0.44,-4999.93,38461.0,4999.93,34603.361,0.13,16922.84
2020-04-16,0.44,-4999.93,38461.0,4999.93,34603.361,0.13,16922.84
2020-04-17,0.44,-4999.93,38461.0,4999.93,34603.361,0.13,16922.84
2020-04-20,0.44,-4999.93,38461.0,4999.93,34603.361,0.13,16922.84
2020-04-21,0.438,-4999.93,38461.0,4999.93,34603.361,0.13,16845.918
2020-04-22,0.438,-4999.93,38461.0,4999.93,34603.361,0.13,16845.918
2020-04-23,0.438,-4999.93,38461.0,4999.93,34603.361,0.13,16845.918
2020-04-24,0.44,-4999.93,38461.0,4999.93,34603.361,0.13,16922.84
2020-04-27,0.44,-4999.93,38461.0,4999.93,34603.361,0.13,16922.84
2020-04-28,0.44,-4999.93,38461.0,4999.93,34603.361,0.13,16922.84
2020-04-29,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7692.2
2020-04-30,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7692.2
2020-05-01,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7692.2
2020-05-04,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7692.2
2020-05-05,0.2,-4999.93,38461.0,4999.93,34603.361,0.13,7692.2
