date,GLBD_adj_close,GLBD_cashflow,GLBD_cml_units,GLBD_cml_cost,GLBD_gain_loss,GLBD_avg_price,GLBD_mktvalue,MMNT_adj_close,MMNT_cashflow,MMNT_cml_units,MMNT_cml_cost,MMNT_gain_loss,MMNT_avg_price,MMNT_mktvalue,IMOS_adj_close,IMOS_cashflow,IMOS_cml_units,IMOS_cml_cost,IMOS_gain_loss,IMOS_avg_price,IMOS_mktvalue,AIHS_adj_close,AIHS_cashflow,AIHS_cml_units,AIHS_cml_cost,AIHS_gain_loss,AIHS_avg_price,AIHS_mktvalue,VERB_adj_close,VERB_cashflow,VERB_cml_units,VERB_cml_cost,VERB_gain_loss,VERB_avg_price,VERB_mktvalue,CHUC_adj_close,CHUC_cashflow,CHUC_cml_units,CHUC_cml_cost,CHUC_gain_loss,CHUC_avg_price,CHUC_mktvalue,MLFB_adj_close,MLFB_cashflow,MLFB_cml_units,MLFB_cml_cost,MLFB_gain_loss,MLFB_avg_price,MLFB_mktvalue,LOMA_adj_close,LOMA_cashflow,LOMA_cml_units,LOMA_cml_cost,LOMA_gain_loss,LOMA_avg_price,LOMA_mktvalue,GURE_adj_close,GURE_cashflow,GURE_cml_units,GURE_cml_cost,GURE_gain_loss,GURE_avg_price,GURE_mktvalue,UAVS_adj_close,UAVS_cashflow,UAVS_cml_units,UAVS_cml_cost,UAVS_gain_loss,UAVS_avg_price,UAVS_mktvalue,AREB_adj_close,AREB_cashflow,AREB_cml_units,AREB_cml_cost,AREB_gain_loss,AREB_avg_price,AREB_mktvalue,LCHD_adj_close,LCHD_cashflow,LCHD_cml_units,LCHD_cml_cost,LCHD_gain_loss,LCHD_avg_price,LCHD_mktvalue,PGTK_adj_close,PGTK_cashflow,PGTK_cml_units,PGTK_cml_cost,PGTK_gain_loss,PGTK_avg_price,PGTK_mktvalue,BOXS_adj_close,BOXS_cashflow,BOXS_cml_units,BOXS_cml_cost,BOXS_gain_loss,BOXS_avg_price,BOXS_mktvalue
2020-03-20,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.456,-1666.8,11874.525,4749.81,-833.3,0.4,5412.408,14.494,2277.4,215.839,5050.64,1169.36,23.4,3128.423,0.38,-3686.24,6717.804,6852.16,-3954.16,1.02,2552.766,1.08,-3537.35,1346.973,1980.05,-388.05,1.47,1454.731,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,56000.003,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,4724.34,3.43,-2394.04,900.091,5166.52,-118.04,5.74,3087.311,3.08,-1830.6,1711.289,4449.35,-426.65,2.6,5270.769,0.33,-648.27,5713.0,2685.11,185.18,0.47,1885.29,0.14,-1437.785,41444.053,11811.555,-1249.9,0.285,5802.167,1.2,0.0,5000.0,5000.0,0.0,1.0,6000.0,2.09,1193.05,2203.498,6279.97,-1325.53,2.85,4605.311,0.008,-1923.08,192307.5,1538.46,1923.075,0.008,1538.46
2020-03-23,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.456,-1666.8,11874.525,4749.81,-833.3,0.4,5412.408,14.649,2277.4,215.839,5050.64,1169.36,23.4,3161.871,0.37,-3686.24,6717.804,6852.16,-3954.16,1.02,2485.588,1.05,-3537.35,1346.973,1980.05,-388.05,1.47,1414.321,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,41999.999,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,4585.389,3.21,-2394.04,900.091,5166.52,-118.04,5.74,2889.291,3.06,-1830.6,1711.289,4449.35,-426.65,2.6,5236.543,0.36,-648.27,5713.0,2685.11,185.18,0.47,2056.68,0.2,-1437.785,41444.053,11811.555,-1249.9,0.285,8284.666,0.51,0.0,5000.0,5000.0,0.0,1.0,2550.0,1.23,1193.05,2203.498,6279.97,-1325.53,2.85,2710.303,0.008,-1923.08,192307.5,1538.46,1923.075,0.008,1538.46
2020-03-24,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.456,-1666.8,11874.525,4749.81,-833.3,0.4,5412.408,15.925,2277.4,215.839,5050.64,1169.36,23.4,3437.33,0.399,-3686.24,6717.804,6852.16,-3954.16,1.02,2680.404,1.03,-3537.35,1346.973,1980.05,-388.05,1.47,1387.382,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,39666.667,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,4585.389,3.72,-2394.04,900.091,5166.52,-118.04,5.74,3348.337,3.15,-1830.6,1711.289,4449.35,-426.65,2.6,5390.559,0.37,-648.27,5713.0,2685.11,185.18,0.47,2113.81,0.15,-1437.785,41444.053,11811.555,-1249.9,0.285,6216.608,0.4,0.0,5000.0,5000.0,0.0,1.0,2000.0,1.55,1193.05,2203.498,6279.97,-1325.53,2.85,3415.422,0.008,-1923.08,192307.5,1538.46,1923.075,0.008,1538.46
2020-03-25,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.529,-1666.8,11874.525,4749.81,-833.3,0.4,6281.623,16.144,2277.4,215.839,5050.64,1169.36,23.4,3484.551,0.454,-3686.24,6717.804,6852.16,-3954.16,1.02,3049.883,1.12,-3537.35,1346.973,1980.05,-388.05,1.47,1508.61,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,44333.334,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3473.779,3.88,-2394.04,900.091,5166.52,-118.04,5.74,3492.352,3.3,-1830.6,1711.289,4449.35,-426.65,2.6,5647.252,0.34,-648.27,5713.0,2685.11,185.18,0.47,1942.42,0.15,-1437.785,41444.053,11811.555,-1249.9,0.285,6216.608,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.65,1193.05,2203.498,6279.97,-1325.53,2.85,3635.772,0.003,-1923.08,192307.5,1538.46,1923.075,0.008,576.923
2020-03-26,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.51,-1666.8,11874.525,4749.81,-833.3,0.4,6056.007,16.244,2277.4,215.839,5050.64,1169.36,23.4,3506.194,0.48,-3686.24,6717.804,6852.16,-3954.16,1.02,3224.546,1.145,-3537.35,1346.973,1980.05,-388.05,1.47,1542.284,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,46666.669,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,2779.024,3.66,-2394.04,900.091,5166.52,-118.04,5.74,3294.332,3.37,-1830.6,1711.289,4449.35,-426.65,2.6,5767.042,0.34,-648.27,5713.0,2685.11,185.18,0.47,1942.42,0.12,-1437.785,41444.053,11811.555,-1249.9,0.285,4973.286,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.7,1193.05,2203.498,6279.97,-1325.53,2.85,3745.947,0.003,-1923.08,192307.5,1538.46,1923.075,0.008,576.923
2020-03-27,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.51,-1666.8,11874.525,4749.81,-833.3,0.4,6056.007,15.087,2277.4,215.839,5050.64,1169.36,23.4,3256.314,0.43,-3686.24,6717.804,6852.16,-3954.16,1.02,2888.656,1.11,-3537.35,1346.973,1980.05,-388.05,1.47,1495.14,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,46666.669,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,2640.072,3.38,-2394.04,900.091,5166.52,-118.04,5.74,3042.306,3.38,-1830.6,1711.289,4449.35,-426.65,2.6,5784.156,0.39,-648.27,5713.0,2685.11,185.18,0.47,2228.07,0.12,-1437.785,41444.053,11811.555,-1249.9,0.285,4973.286,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.74,1193.05,2203.498,6279.97,-1325.53,2.85,3834.087,0.003,-1923.08,192307.5,1538.46,1923.075,0.008,576.923
2020-03-30,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.6,-1666.8,11874.525,4749.81,-833.3,0.4,7124.715,15.871,2277.4,215.839,5050.64,1169.36,23.4,3425.525,0.393,-3686.24,6717.804,6852.16,-3954.16,1.02,2640.097,1.12,-3537.35,1346.973,1980.05,-388.05,1.47,1508.61,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,41999.999,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,2209.324,3.38,-2394.04,900.091,5166.52,-118.04,5.74,3042.306,3.27,-1830.6,1711.289,4449.35,-426.65,2.6,5595.914,0.37,-648.27,5713.0,2685.11,185.18,0.47,2113.81,0.12,-1437.785,41444.053,11811.555,-1249.9,0.285,4973.286,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.6,1193.05,2203.498,6279.97,-1325.53,2.85,3525.597,0.003,-1923.08,192307.5,1538.46,1923.075,0.008,576.923
2020-03-31,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.6,-1666.8,11874.525,4749.81,-833.3,0.4,7124.715,15.944,2277.4,215.839,5050.64,1169.36,23.4,3441.265,0.438,-3686.24,6717.804,6852.16,-3954.16,1.02,2942.398,1.26,-3537.35,1346.973,1980.05,-388.05,1.47,1697.186,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,44333.334,0.001,1943.739,1389511.739,15437.476,-556.249,0.011,1528.463,3.55,-2394.04,900.091,5166.52,-118.04,5.74,3195.322,3.38,-1830.6,1711.289,4449.35,-426.65,2.6,5784.156,0.41,-648.27,5713.0,2685.11,185.18,0.47,2342.33,0.12,-1437.785,41444.053,11811.555,-1249.9,0.285,4973.286,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.34,1193.05,2203.498,6279.97,-1325.53,2.85,2952.688,0.003,-1923.08,192307.5,1538.46,1923.075,0.008,576.923
2020-04-01,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.63,-1666.8,11874.525,4749.81,-833.3,0.4,7480.95,15.652,2277.4,215.839,5050.64,1169.36,23.4,3378.303,0.408,-3686.24,6717.804,6852.16,-3954.16,1.02,2740.864,1.385,-3537.35,1346.973,1980.05,-388.05,1.47,1865.557,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,48999.998,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,2362.17,3.5,-2394.04,900.091,5166.52,-118.04,5.74,3150.317,3.31,-1830.6,1711.289,4449.35,-426.65,2.6,5664.365,0.38,-648.27,5713.0,2685.11,185.18,0.47,2170.94,0.125,-1437.785,41444.053,11811.555,-1249.9,0.285,5180.507,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.35,1193.05,2203.498,6279.97,-1325.53,2.85,2974.723,0.003,-1923.08,192307.5,1538.46,1923.075,0.008,576.923
2020-04-02,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.64,-1666.8,11874.525,4749.81,-833.3,0.4,7599.696,15.953,2277.4,215.839,5050.64,1169.36,23.4,3443.233,0.41,-3686.24,6717.804,6852.16,-3954.16,1.02,2754.3,1.42,-3537.35,1346.973,1980.05,-388.05,1.47,1912.701,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,46666.669,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,2362.17,3.66,-2394.04,900.091,5166.52,-118.04,5.74,3294.332,3.35,-1830.6,1711.289,4449.35,-426.65,2.6,5732.817,0.35,-648.27,5713.0,2685.11,185.18,0.47,1999.55,0.125,-1437.785,41444.053,11811.555,-1249.9,0.285,5180.507,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.6,1193.05,2203.498,6279.97,-1325.53,2.85,3525.597,0.003,-1923.08,192307.5,1538.46,1923.075,0.008,576.923
2020-04-03,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.6,-1666.8,11874.525,4749.81,-833.3,0.4,7124.715,15.734,2277.4,215.839,5050.64,1169.36,23.4,3396.011,0.38,-3686.24,6717.804,6852.16,-3954.16,1.02,2552.766,1.39,-3537.35,1346.973,1980.05,-388.05,1.47,1872.292,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,46666.669,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,2362.17,3.56,-2394.04,900.091,5166.52,-118.04,5.74,3204.323,3.42,-1830.6,1711.289,4449.35,-426.65,2.6,5852.607,0.38,-648.27,5713.0,2685.11,185.18,0.47,2170.94,0.12,-1437.785,41444.053,11811.555,-1249.9,0.285,4973.286,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.78,1193.05,2203.498,6279.97,-1325.53,2.85,3922.227,0.003,-1923.08,192307.5,1538.46,1923.075,0.008,576.923
2020-04-06,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.65,-1666.8,11874.525,4749.81,-833.3,0.4,7718.441,15.898,2277.4,215.839,5050.64,1169.36,23.4,3431.427,0.386,-3686.24,6717.804,6852.16,-3954.16,1.02,2593.072,1.39,-3537.35,1346.973,1980.05,-388.05,1.47,1872.292,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,46666.669,0.001,1943.739,1389511.739,15437.476,-556.249,0.011,1945.316,3.5,-2394.04,900.091,5166.52,-118.04,5.74,3150.317,3.45,-1830.6,1711.289,4449.35,-426.65,2.6,5903.946,0.38,-648.27,5713.0,2685.11,185.18,0.47,2170.94,0.12,-1437.785,41444.053,11811.555,-1249.9,0.285,4973.286,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.68,1193.05,2203.498,6279.97,-1325.53,2.85,3701.877,0.003,-1923.08,192307.5,1538.46,1923.075,0.008,576.923
2020-04-07,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.64,-1666.8,11874.525,4749.81,-833.3,0.4,7598.509,16.354,2277.4,215.839,5050.64,1169.36,23.4,3529.805,0.396,-3686.24,6717.804,6852.16,-3954.16,1.02,2660.25,1.44,-3537.35,1346.973,1980.05,-388.05,1.47,1939.641,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,39666.667,0.001,1943.739,1389511.739,15437.476,-556.249,0.011,1945.316,3.54,-2394.04,900.091,5166.52,-118.04,5.74,3186.321,3.47,-1830.6,1711.289,4449.35,-426.65,2.6,5938.171,0.37,-648.27,5713.0,2685.11,185.18,0.47,2113.81,0.11,-1437.785,41444.053,11811.555,-1249.9,0.285,4558.846,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.7,1193.05,2203.498,6279.97,-1325.53,2.85,3745.947,0.003,-1923.08,192307.5,1538.46,1923.075,0.008,576.923
2020-04-08,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.66,-1666.8,11874.525,4749.81,-833.3,0.4,7835.999,16.837,2277.4,215.839,5050.64,1169.36,23.4,3634.086,0.404,-3686.24,6717.804,6852.16,-3954.16,1.02,2713.993,1.45,-3537.35,1346.973,1980.05,-388.05,1.47,1953.111,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,48999.998,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,2084.268,3.73,-2394.04,900.091,5166.52,-118.04,5.74,3357.338,3.46,-1830.6,1711.289,4449.35,-426.65,2.6,5921.059,0.36,-648.27,5713.0,2685.11,185.18,0.47,2056.68,0.11,-1437.785,41444.053,11811.555,-1249.9,0.285,4558.846,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,2.13,1193.05,2203.498,6279.97,-1325.53,2.85,4693.452,0.003,-1923.08,192307.5,1538.46,1923.075,0.008,576.923
2020-04-09,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.685,-1666.8,11874.525,4749.81,-833.3,0.4,8134.049,16.573,2277.4,215.839,5050.64,1169.36,23.4,3577.027,0.385,-3686.24,6717.804,6852.16,-3954.16,1.02,2586.355,1.47,-3537.35,1346.973,1980.05,-388.05,1.47,1980.05,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,48999.998,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,2084.268,3.66,-2394.04,900.091,5166.52,-118.04,5.74,3294.332,3.47,-1830.6,1711.289,4449.35,-426.65,2.6,5938.171,0.36,-648.27,5713.0,2685.11,185.18,0.47,2056.68,0.11,-1437.785,41444.053,11811.555,-1249.9,0.285,4558.846,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,2.1,1193.05,2203.498,6279.97,-1325.53,2.85,4627.346,0.003,-1923.08,192307.5,1538.46,1923.075,0.008,576.923
2020-04-13,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.79,-1666.8,11874.525,4749.81,-833.3,0.4,9380.875,16.445,2277.4,215.839,5050.64,1169.36,23.4,3549.481,0.407,-3686.24,6717.804,6852.16,-3954.16,1.02,2734.146,1.419,-3537.35,1346.973,1980.05,-388.05,1.47,1911.354,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,48999.998,0.001,1943.739,1389511.739,15437.476,-556.249,0.011,1945.316,3.48,-2394.04,900.091,5166.52,-118.04,5.74,3132.315,3.5,-1830.6,1711.289,4449.35,-426.65,2.6,5989.51,0.35,-648.27,5713.0,2685.11,185.18,0.47,1999.55,0.11,-1437.785,41444.053,11811.555,-1249.9,0.285,4558.846,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,2.01,1193.05,2203.498,6279.97,-1325.53,2.85,4429.032,0.003,-1923.08,192307.5,1538.46,1923.075,0.008,576.923
2020-04-14,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.83,-1666.8,11874.525,4749.81,-833.3,0.4,9855.855,16.737,2277.4,215.839,5050.64,1169.36,23.4,3612.443,0.455,-3686.24,6717.804,6852.16,-3954.16,1.02,3056.601,1.465,-3537.35,1346.973,1980.05,-388.05,1.47,1973.315,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,41999.999,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,2779.024,3.5,-2394.04,900.091,5166.52,-118.04,5.74,3150.317,3.54,-1830.6,1711.289,4449.35,-426.65,2.6,6057.961,0.34,-648.27,5713.0,2685.11,185.18,0.47,1942.42,0.111,-1437.785,41444.053,11811.555,-1249.9,0.285,4600.29,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.95,1193.05,2203.498,6279.97,-1325.53,2.85,4296.822,0.003,-1923.08,192307.5,1538.46,1923.075,0.008,576.923
2020-04-15,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.86,-1666.8,11874.525,4749.81,-833.3,0.4,10212.091,17.238,2277.4,215.839,5050.64,1169.36,23.4,3720.659,0.413,-3686.24,6717.804,6852.16,-3954.16,1.02,2774.453,1.48,-3537.35,1346.973,1980.05,-388.05,1.47,1993.52,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,44333.334,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,2501.121,3.7,-2394.04,900.091,5166.52,-118.04,5.74,3330.335,4.09,-1830.6,1711.289,4449.35,-426.65,2.6,6999.171,1.07,-648.27,5713.0,2685.11,185.18,0.47,6112.91,0.111,-1437.785,41444.053,11811.555,-1249.9,0.285,4600.29,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.9,1193.05,2203.498,6279.97,-1325.53,2.85,4186.647,0.003,-1923.08,192307.5,1538.46,1923.075,0.008,576.923
2020-04-16,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.8,-1666.8,11874.525,4749.81,-833.3,0.4,9499.62,17.493,2277.4,215.839,5050.64,1169.36,23.4,3775.75,0.393,-3686.24,6717.804,6852.16,-3954.16,1.02,2640.097,1.49,-3537.35,1346.973,1980.05,-388.05,1.47,2006.989,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,41999.999,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,2362.17,3.57,-2394.04,900.091,5166.52,-118.04,5.74,3213.324,3.85,-1830.6,1711.289,4449.35,-426.65,2.6,6588.461,0.7,-648.27,5713.0,2685.11,185.18,0.47,3999.1,0.102,-1437.785,41444.053,11811.555,-1249.9,0.285,4227.293,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.9,1193.05,2203.498,6279.97,-1325.53,2.85,4186.647,0.004,-1923.08,192307.5,1538.46,1923.075,0.008,769.23
2020-04-17,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.83,-1666.8,11874.525,4749.81,-833.3,0.4,9855.855,17.32,2277.4,215.839,5050.64,1169.36,23.4,3738.367,0.392,-3686.24,6717.804,6852.16,-3954.16,1.02,2633.379,1.5,-3537.35,1346.973,1980.05,-388.05,1.47,2020.459,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,39666.667,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,2501.121,3.55,-2394.04,900.091,5166.52,-118.04,5.74,3195.322,3.87,-1830.6,1711.289,4449.35,-426.65,2.6,6622.687,0.56,-648.27,5713.0,2685.11,185.18,0.47,3199.28,0.105,-1437.785,41444.053,11811.555,-1249.9,0.285,4351.625,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.9,1193.05,2203.498,6279.97,-1325.53,2.85,4186.647,0.004,-1923.08,192307.5,1538.46,1923.075,0.008,769.23
2020-04-20,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.87,-1666.8,11874.525,4749.81,-833.3,0.4,10330.837,17.539,2277.4,215.839,5050.64,1169.36,23.4,3785.588,0.407,-3686.24,6717.804,6852.16,-3954.16,1.02,2734.146,1.437,-3537.35,1346.973,1980.05,-388.05,1.47,1935.6,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,41999.999,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,2640.072,3.49,-2394.04,900.091,5166.52,-118.04,5.74,3141.316,3.82,-1830.6,1711.289,4449.35,-426.65,2.6,6537.122,0.59,-648.27,5713.0,2685.11,185.18,0.47,3370.67,0.105,-1437.785,41444.053,11811.555,-1249.9,0.285,4351.625,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.8,1193.05,2203.498,6279.97,-1325.53,2.85,3966.297,0.004,-1923.08,192307.5,1538.46,1923.075,0.008,769.23
2020-04-21,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.76,-1666.8,11874.525,4749.81,-833.3,0.4,9024.639,16.81,2277.4,215.839,5050.64,1169.36,23.4,3628.183,0.425,-3686.24,6717.804,6852.16,-3954.16,1.02,2855.067,1.38,-3537.35,1346.973,1980.05,-388.05,1.47,1858.822,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,44333.334,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,2362.17,3.35,-2394.04,900.091,5166.52,-118.04,5.74,3015.304,3.88,-1830.6,1711.289,4449.35,-426.65,2.6,6639.8,0.6,-648.27,5713.0,2685.11,185.18,0.47,3427.8,0.105,-1437.785,41444.053,11811.555,-1249.9,0.285,4351.625,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.9,1193.05,2203.498,6279.97,-1325.53,2.85,4186.647,0.004,-1923.08,192307.5,1538.46,1923.075,0.008,769.23
2020-04-22,0.75,-761.9,2273.029,3864.15,-1134.315,1.7,1704.772,0.8,-1666.8,11874.525,4749.81,-833.3,0.4,9499.62,17.329,2277.4,215.839,5050.64,1169.36,23.4,3740.334,0.425,-3686.24,6717.804,6852.16,-3954.16,1.02,2855.067,1.435,-3537.35,1346.973,1980.05,-388.05,1.47,1932.906,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,44333.334,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3056.926,3.4,-2394.04,900.091,5166.52,-118.04,5.74,3060.308,3.75,-1830.6,1711.289,4449.35,-426.65,2.6,6417.332,0.59,-648.27,5713.0,2685.11,185.18,0.47,3370.67,0.105,-1437.785,41444.053,11811.555,-1249.9,0.285,4351.625,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.8,1193.05,2203.498,6279.97,-1325.53,2.85,3966.297,0.004,-1923.08,192307.5,1538.46,1923.075,0.008,769.23
2020-04-23,0.47,-761.9,2273.029,3864.15,-1134.315,1.7,1068.324,0.699,-1666.8,11874.525,4749.81,-833.3,0.4,8300.293,17.101,2277.4,215.839,5050.64,1169.36,23.4,3691.145,0.41,-3686.24,6717.804,6852.16,-3954.16,1.02,2754.3,1.4,-3537.35,1346.973,1980.05,-388.05,1.47,1885.762,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,46666.669,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,2501.121,3.3,-2394.04,900.091,5166.52,-118.04,5.74,2970.299,3.78,-1830.6,1711.289,4449.35,-426.65,2.6,6468.671,0.71,-648.27,5713.0,2685.11,185.18,0.47,4056.23,0.12,-1437.785,41444.053,11811.555,-1249.9,0.285,4973.286,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.75,1193.05,2203.498,6279.97,-1325.53,2.85,3856.122,0.002,-1923.08,192307.5,1538.46,1923.075,0.008,384.615
2020-04-24,0.47,-761.9,2273.029,3864.15,-1134.315,1.7,1068.324,0.68,-1666.8,11874.525,4749.81,-833.3,0.4,8074.677,17.357,2277.4,215.839,5050.64,1169.36,23.4,3746.237,0.39,-3686.24,6717.804,6852.16,-3954.16,1.02,2619.944,1.38,-3537.35,1346.973,1980.05,-388.05,1.47,1858.822,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,41999.999,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,2501.121,3.33,-2394.04,900.091,5166.52,-118.04,5.74,2997.302,3.86,-1830.6,1711.289,4449.35,-426.65,2.6,6605.574,0.69,-648.27,5713.0,2685.11,185.18,0.47,3941.97,0.112,-1437.785,41444.053,11811.555,-1249.9,0.285,4662.456,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.72,1193.05,2203.498,6279.97,-1325.53,2.85,3790.017,0.002,-1923.08,192307.5,1538.46,1923.075,0.008,384.615
2020-04-27,0.53,-761.9,2273.029,3864.15,-1134.315,1.7,1204.705,0.55,-1666.8,11874.525,4749.81,-833.3,0.4,6530.989,18.314,2277.4,215.839,5050.64,1169.36,23.4,3952.831,0.398,-3686.24,6717.804,6852.16,-3954.16,1.02,2673.686,1.37,-3537.35,1346.973,1980.05,-388.05,1.47,1845.353,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,44333.334,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,2362.17,3.36,-2394.04,900.091,5166.52,-118.04,5.74,3024.304,3.95,-1830.6,1711.289,4449.35,-426.65,2.6,6759.59,1.01,-648.27,5713.0,2685.11,185.18,0.47,5770.13,0.112,-1437.785,41444.053,11811.555,-1249.9,0.285,4662.456,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.25,1193.05,2203.498,6279.97,-1325.53,2.85,2754.373,0.005,-1923.08,192307.5,1538.46,1923.075,0.008,961.537
2020-04-28,0.53,-761.9,2273.029,3864.15,-1134.315,1.7,1204.705,0.536,-1666.8,11874.525,4749.81,-833.3,0.4,6370.682,17.767,2277.4,215.839,5050.64,1169.36,23.4,3834.777,0.395,-3686.24,6717.804,6852.16,-3954.16,1.02,2653.533,1.34,-3537.35,1346.973,1980.05,-388.05,1.47,1804.944,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,46666.669,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,4029.584,3.57,-2394.04,900.091,5166.52,-118.04,5.74,3213.324,3.88,-1830.6,1711.289,4449.35,-426.65,2.6,6639.8,0.88,-648.27,5713.0,2685.11,185.18,0.47,5027.44,0.12,-1437.785,41444.053,11811.555,-1249.9,0.285,4973.286,0.05,0.0,5000.0,5000.0,0.0,1.0,250.0,1.41,1193.05,2203.498,6279.97,-1325.53,2.85,3106.933,0.005,-1923.08,192307.5,1538.46,1923.075,0.008,961.537
