date,GLBD_adj_close,GLBD_cashflow,GLBD_cml_units,GLBD_cml_cost,GLBD_gain_loss,GLBD_avg_price,GLBD_mktvalue,MMNT_adj_close,MMNT_cashflow,MMNT_cml_units,MMNT_cml_cost,MMNT_gain_loss,MMNT_avg_price,MMNT_mktvalue,IMOS_adj_close,IMOS_cashflow,IMOS_cml_units,IMOS_cml_cost,IMOS_gain_loss,IMOS_avg_price,IMOS_mktvalue,AIHS_adj_close,AIHS_cashflow,AIHS_cml_units,AIHS_cml_cost,AIHS_gain_loss,AIHS_avg_price,AIHS_mktvalue,VERB_adj_close,VERB_cashflow,VERB_cml_units,VERB_cml_cost,VERB_gain_loss,VERB_avg_price,VERB_mktvalue,CHUC_adj_close,CHUC_cashflow,CHUC_cml_units,CHUC_cml_cost,CHUC_gain_loss,CHUC_avg_price,CHUC_mktvalue,MLFB_adj_close,MLFB_cashflow,MLFB_cml_units,MLFB_cml_cost,MLFB_gain_loss,MLFB_avg_price,MLFB_mktvalue,LOMA_adj_close,LOMA_cashflow,LOMA_cml_units,LOMA_cml_cost,LOMA_gain_loss,LOMA_avg_price,LOMA_mktvalue,GURE_adj_close,GURE_cashflow,GURE_cml_units,GURE_cml_cost,GURE_gain_loss,GURE_avg_price,GURE_mktvalue,UAVS_adj_close,UAVS_cashflow,UAVS_cml_units,UAVS_cml_cost,UAVS_gain_loss,UAVS_avg_price,UAVS_mktvalue,AREB_adj_close,AREB_cashflow,AREB_cml_units,AREB_cml_cost,AREB_gain_loss,AREB_avg_price,AREB_mktvalue,LCHD_adj_close,LCHD_cashflow,LCHD_cml_units,LCHD_cml_cost,LCHD_gain_loss,LCHD_avg_price,LCHD_mktvalue,PGTK_adj_close,PGTK_cashflow,PGTK_cml_units,PGTK_cml_cost,PGTK_gain_loss,PGTK_avg_price,PGTK_mktvalue,BOXS_adj_close,BOXS_cashflow,BOXS_cml_units,BOXS_cml_cost,BOXS_gain_loss,BOXS_avg_price,BOXS_mktvalue
2020-10-06,0.23,-761.9,2273.029,3864.15,-1134.315,1.7,522.797,0.25,-1666.8,11874.525,4749.81,-833.3,0.4,2968.631,19.008,2277.4,215.839,5050.64,1169.36,23.4,4102.769,0.655,-3686.24,6717.804,6852.16,-3954.16,1.02,4400.162,1.05,-3537.35,1346.973,1980.05,-388.05,1.47,1414.321,0.004,-1400.0,23333333.42,41999.999,-26399.999,0.002,95666.667,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3473.779,4.3,-2394.04,900.091,5166.52,-118.04,5.74,3870.39,5.75,-1830.6,1711.289,4449.35,-426.65,2.6,9839.909,2.08,-648.27,5713.0,2685.11,185.18,0.47,11883.039,0.085,-1437.785,41444.053,11811.555,-1249.9,0.285,3522.745,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.05,1193.05,2203.498,6279.97,-1325.53,2.85,2313.673,0.015,-1923.08,192307.5,1538.46,1923.075,0.008,2884.612
2020-10-07,0.23,-761.9,2273.029,3864.15,-1134.315,1.7,522.797,0.15,-1666.8,11874.525,4749.81,-833.3,0.4,1781.179,19.191,2277.4,215.839,5050.64,1169.36,23.4,4142.258,0.671,-3686.24,6717.804,6852.16,-3954.16,1.02,4507.647,1.08,-3537.35,1346.973,1980.05,-388.05,1.47,1454.731,0.004,-1400.0,23333333.42,41999.999,-26399.999,0.002,95666.667,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3612.731,4.36,-2394.04,900.091,5166.52,-118.04,5.74,3924.395,5.88,-1830.6,1711.289,4449.35,-426.65,2.6,10062.377,2.22,-648.27,5713.0,2685.11,185.18,0.47,12682.86,0.085,-1437.785,41444.053,11811.555,-1249.9,0.285,3522.745,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.02,1193.05,2203.498,6279.97,-1325.53,2.85,2247.568,0.01,-1923.08,192307.5,1538.46,1923.075,0.008,1923.075
2020-10-08,0.23,-761.9,2273.029,3864.15,-1134.315,1.7,522.797,0.28,-1666.8,11874.525,4749.81,-833.3,0.4,3322.492,19.114,2277.4,215.839,5050.64,1169.36,23.4,4125.631,0.618,-3686.24,6717.804,6852.16,-3954.16,1.02,4151.603,1.11,-3537.35,1346.973,1980.05,-388.05,1.47,1495.14,0.004,-1400.0,23333333.42,41999.999,-26399.999,0.002,93333.338,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3751.682,4.58,-2394.04,900.091,5166.52,-118.04,5.74,4122.415,5.68,-1830.6,1711.289,4449.35,-426.65,2.6,9720.119,2.32,-648.27,5713.0,2685.11,185.18,0.47,13254.159,0.09,-1437.785,41444.053,11811.555,-1249.9,0.285,3729.965,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.1,1193.05,2203.498,6279.97,-1325.53,2.85,2423.848,0.01,-1923.08,192307.5,1538.46,1923.075,0.008,1923.075
2020-10-09,0.23,-761.9,2273.029,3864.15,-1134.315,1.7,522.797,0.168,-1666.8,11874.525,4749.81,-833.3,0.4,1994.92,18.787,2277.4,215.839,5050.64,1169.36,23.4,4054.966,0.61,-3686.24,6717.804,6852.16,-3954.16,1.02,4097.861,1.1,-3537.35,1346.973,1980.05,-388.05,1.47,1481.67,0.004,-1400.0,23333333.42,41999.999,-26399.999,0.002,88666.668,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3682.206,4.38,-2394.04,900.091,5166.52,-118.04,5.74,3942.397,5.37,-1830.6,1711.289,4449.35,-426.65,2.6,9189.619,2.22,-648.27,5713.0,2685.11,185.18,0.47,12682.86,0.09,-1437.785,41444.053,11811.555,-1249.9,0.285,3729.965,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.1,1193.05,2203.498,6279.97,-1325.53,2.85,2423.848,0.013,-1923.08,192307.5,1538.46,1923.075,0.008,2499.998
2020-10-12,0.23,-761.9,2273.029,3864.15,-1134.315,1.7,522.797,0.2,-1666.8,11874.525,4749.81,-833.3,0.4,2374.905,19.124,2277.4,215.839,5050.64,1169.36,23.4,4127.71,0.633,-3686.24,6717.804,6852.16,-3954.16,1.02,4252.37,1.16,-3537.35,1346.973,1980.05,-388.05,1.47,1562.488,0.004,-1400.0,23333333.42,41999.999,-26399.999,0.002,81666.669,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3751.682,4.35,-2394.04,900.091,5166.52,-118.04,5.74,3915.394,5.37,-1830.6,1711.289,4449.35,-426.65,2.6,9189.619,2.21,-648.27,5713.0,2685.11,185.18,0.47,12625.73,0.09,-1437.785,41444.053,11811.555,-1249.9,0.285,3729.965,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,0.93,1193.05,2203.498,6279.97,-1325.53,2.85,2049.254,0.009,-1923.08,192307.5,1538.46,1923.075,0.008,1730.767
2020-10-13,0.23,-761.9,2273.029,3864.15,-1134.315,1.7,522.797,0.111,-1666.8,11874.525,4749.81,-833.3,0.4,1320.447,19.143,2277.4,215.839,5050.64,1169.36,23.4,4131.866,0.595,-3686.24,6717.804,6852.16,-3954.16,1.02,3997.094,1.15,-3537.35,1346.973,1980.05,-388.05,1.47,1549.019,0.002,-1400.0,23333333.42,41999.999,-26399.999,0.002,58333.332,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3751.682,4.4,-2394.04,900.091,5166.52,-118.04,5.74,3960.399,5.55,-1830.6,1711.289,4449.35,-426.65,2.6,9497.652,2.39,-648.27,5713.0,2685.11,185.18,0.47,13654.07,0.09,-1437.785,41444.053,11811.555,-1249.9,0.285,3729.965,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,0.91,1193.05,2203.498,6279.97,-1325.53,2.85,2005.184,0.009,-1923.08,192307.5,1538.46,1923.075,0.008,1730.767
2020-10-14,0.23,-761.9,2273.029,3864.15,-1134.315,1.7,522.797,0.278,-1666.8,11874.525,4749.81,-833.3,0.4,3301.118,19.211,2277.4,215.839,5050.64,1169.36,23.4,4146.415,0.739,-3686.24,6717.804,6852.16,-3954.16,1.02,4964.458,1.16,-3537.35,1346.973,1980.05,-388.05,1.47,1562.488,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,70000.001,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3751.682,4.47,-2394.04,900.091,5166.52,-118.04,5.74,4023.405,5.32,-1830.6,1711.289,4449.35,-426.65,2.6,9104.055,2.3,-648.27,5713.0,2685.11,185.18,0.47,13139.899,0.095,-1437.785,41444.053,11811.555,-1249.9,0.285,3937.185,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.0,1193.05,2203.498,6279.97,-1325.53,2.85,2203.498,0.008,-1923.08,192307.5,1538.46,1923.075,0.008,1538.46
2020-10-15,0.23,-761.9,2273.029,3864.15,-1134.315,1.7,522.797,0.278,-1666.8,11874.525,4749.81,-833.3,0.4,3301.118,19.278,2277.4,215.839,5050.64,1169.36,23.4,4160.964,0.81,-3686.24,6717.804,6852.16,-3954.16,1.02,5441.421,1.18,-3537.35,1346.973,1980.05,-388.05,1.47,1589.428,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,72333.336,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3612.731,4.53,-2394.04,900.091,5166.52,-118.04,5.74,4077.411,5.25,-1830.6,1711.289,4449.35,-426.65,2.6,8984.265,2.58,-648.27,5713.0,2685.11,185.18,0.47,14739.539,0.095,-1437.785,41444.053,11811.555,-1249.9,0.285,3937.185,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.0,1193.05,2203.498,6279.97,-1325.53,2.85,2203.498,0.008,-1923.08,192307.5,1538.46,1923.075,0.008,1538.46
2020-10-16,0.05,-761.9,2273.029,3864.15,-1134.315,1.7,113.651,0.254,-1666.8,11874.525,4749.81,-833.3,0.4,3016.129,19.201,2277.4,215.839,5050.64,1169.36,23.4,4144.337,0.787,-3686.24,6717.804,6852.16,-3954.16,1.02,5286.912,1.21,-3537.35,1346.973,1980.05,-388.05,1.47,1629.837,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,65333.331,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3543.255,4.66,-2394.04,900.091,5166.52,-118.04,5.74,4194.422,5.35,-1830.6,1711.289,4449.35,-426.65,2.6,9155.394,2.38,-648.27,5713.0,2685.11,185.18,0.47,13596.94,0.1,-1437.785,41444.053,11811.555,-1249.9,0.285,4144.405,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.0,1193.05,2203.498,6279.97,-1325.53,2.85,2203.498,0.009,-1923.08,192307.5,1538.46,1923.075,0.008,1730.767
2020-10-19,0.33,-761.9,2273.029,3864.15,-1134.315,1.7,750.1,0.201,-1666.8,11874.525,4749.81,-833.3,0.4,2386.78,18.874,2277.4,215.839,5050.64,1169.36,23.4,4073.671,1.41,-3686.24,6717.804,6852.16,-3954.16,1.02,9472.104,1.22,-3537.35,1346.973,1980.05,-388.05,1.47,1643.307,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,60666.667,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3473.779,4.74,-2394.04,900.091,5166.52,-118.04,5.74,4266.429,5.16,-1830.6,1711.289,4449.35,-426.65,2.6,8830.249,2.44,-648.27,5713.0,2685.11,185.18,0.47,13939.72,0.1,-1437.785,41444.053,11811.555,-1249.9,0.285,4144.405,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.1,1193.05,2203.498,6279.97,-1325.53,2.85,2423.848,0.006,-1923.08,192307.5,1538.46,1923.075,0.008,1153.845
2020-10-20,0.33,-761.9,2273.029,3864.15,-1134.315,1.7,750.1,0.201,-1666.8,11874.525,4749.81,-833.3,0.4,2386.78,19.374,2277.4,215.839,5050.64,1169.36,23.4,4181.748,1.13,-3686.24,6717.804,6852.16,-3954.16,1.02,7591.119,1.21,-3537.35,1346.973,1980.05,-388.05,1.47,1629.837,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,67666.666,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3682.206,4.53,-2394.04,900.091,5166.52,-118.04,5.74,4077.411,5.2,-1830.6,1711.289,4449.35,-426.65,2.6,8898.7,2.38,-648.27,5713.0,2685.11,185.18,0.47,13596.94,0.1,-1437.785,41444.053,11811.555,-1249.9,0.285,4144.405,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.15,1193.05,2203.498,6279.97,-1325.53,2.85,2534.023,0.01,-1923.08,192307.5,1538.46,1923.075,0.008,1923.075
2020-10-21,0.33,-761.9,2273.029,3864.15,-1134.315,1.7,750.1,0.201,-1666.8,11874.525,4749.81,-833.3,0.4,2386.78,19.278,2277.4,215.839,5050.64,1169.36,23.4,4160.964,1.1,-3686.24,6717.804,6852.16,-3954.16,1.02,7389.585,1.18,-3537.35,1346.973,1980.05,-388.05,1.47,1589.428,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,67666.666,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3612.731,4.36,-2394.04,900.091,5166.52,-118.04,5.74,3924.395,5.18,-1830.6,1711.289,4449.35,-426.65,2.6,8864.474,2.29,-648.27,5713.0,2685.11,185.18,0.47,13082.769,0.098,-1437.785,41444.053,11811.555,-1249.9,0.285,4061.517,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.0,1193.05,2203.498,6279.97,-1325.53,2.85,2203.498,0.009,-1923.08,192307.5,1538.46,1923.075,0.008,1730.767
2020-10-22,0.33,-761.9,2273.029,3864.15,-1134.315,1.7,750.1,0.2,-1666.8,11874.525,4749.81,-833.3,0.4,2374.905,19.567,2277.4,215.839,5050.64,1169.36,23.4,4223.316,1.21,-3686.24,6717.804,6852.16,-3954.16,1.02,8128.543,1.13,-3537.35,1346.973,1980.05,-388.05,1.47,1522.079,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,70000.001,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3751.682,4.36,-2394.04,900.091,5166.52,-118.04,5.74,3924.395,5.16,-1830.6,1711.289,4449.35,-426.65,2.6,8830.249,2.24,-648.27,5713.0,2685.11,185.18,0.47,12797.12,0.098,-1437.785,41444.053,11811.555,-1249.9,0.285,4061.517,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,0.8,1193.05,2203.498,6279.97,-1325.53,2.85,1762.799,0.009,-1923.08,192307.5,1538.46,1923.075,0.008,1730.767
2020-10-23,0.33,-761.9,2273.029,3864.15,-1134.315,1.7,750.1,0.16,-1666.8,11874.525,4749.81,-833.3,0.4,1899.924,19.586,2277.4,215.839,5050.64,1169.36,23.4,4227.473,1.16,-3686.24,6717.804,6852.16,-3954.16,1.02,7792.653,1.14,-3537.35,1346.973,1980.05,-388.05,1.47,1535.549,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,65333.331,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3890.633,4.38,-2394.04,900.091,5166.52,-118.04,5.74,3942.397,5.07,-1830.6,1711.289,4449.35,-426.65,2.6,8676.233,2.31,-648.27,5713.0,2685.11,185.18,0.47,13197.029,0.05,-1437.785,41444.053,11811.555,-1249.9,0.285,2072.203,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.0,1193.05,2203.498,6279.97,-1325.53,2.85,2203.498,0.013,-1923.08,192307.5,1538.46,1923.075,0.008,2499.998
2020-10-26,0.33,-761.9,2273.029,3864.15,-1134.315,1.7,750.1,0.171,-1666.8,11874.525,4749.81,-833.3,0.4,2025.794,19.336,2277.4,215.839,5050.64,1169.36,23.4,4173.435,1.12,-3686.24,6717.804,6852.16,-3954.16,1.02,7523.941,1.13,-3537.35,1346.973,1980.05,-388.05,1.47,1522.079,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,60666.667,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3612.731,4.31,-2394.04,900.091,5166.52,-118.04,5.74,3879.391,5.0,-1830.6,1711.289,4449.35,-426.65,2.6,8556.443,2.2,-648.27,5713.0,2685.11,185.18,0.47,12568.6,0.051,-1437.785,41444.053,11811.555,-1249.9,0.285,2113.647,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.0,1193.05,2203.498,6279.97,-1325.53,2.85,2203.498,0.009,-1923.08,192307.5,1538.46,1923.075,0.008,1730.767
2020-10-27,0.33,-761.9,2273.029,3864.15,-1134.315,1.7,750.1,0.171,-1666.8,11874.525,4749.81,-833.3,0.4,2025.794,19.028,2277.4,215.839,5050.64,1169.36,23.4,4106.925,1.14,-3686.24,6717.804,6852.16,-3954.16,1.02,7658.297,1.1,-3537.35,1346.973,1980.05,-388.05,1.47,1481.67,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,67666.666,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3612.731,4.15,-2394.04,900.091,5166.52,-118.04,5.74,3735.376,4.95,-1830.6,1711.289,4449.35,-426.65,2.6,8470.878,2.18,-648.27,5713.0,2685.11,185.18,0.47,12454.34,0.051,-1437.785,41444.053,11811.555,-1249.9,0.285,2115.719,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.14,1193.05,2203.498,6279.97,-1325.53,2.85,2511.988,0.018,-1923.08,192307.5,1538.46,1923.075,0.008,3461.535
2020-10-28,0.33,-761.9,2273.029,3864.15,-1134.315,1.7,750.1,0.245,-1666.8,11874.525,4749.81,-833.3,0.4,2909.259,19.076,2277.4,215.839,5050.64,1169.36,23.4,4117.318,1.1,-3686.24,6717.804,6852.16,-3954.16,1.02,7389.585,1.1,-3537.35,1346.973,1980.05,-388.05,1.47,1481.67,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,70000.001,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,4029.584,4.13,-2394.04,900.091,5166.52,-118.04,5.74,3717.374,5.0,-1830.6,1711.289,4449.35,-426.65,2.6,8556.443,2.05,-648.27,5713.0,2685.11,185.18,0.47,11711.649,0.06,-1437.785,41444.053,11811.555,-1249.9,0.285,2486.643,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.0,1193.05,2203.498,6279.97,-1325.53,2.85,2203.498,0.016,-1923.08,192307.5,1538.46,1923.075,0.008,3076.92
2020-10-29,0.33,-761.9,2273.029,3864.15,-1134.315,1.7,750.1,0.245,-1666.8,11874.525,4749.81,-833.3,0.4,2909.259,19.037,2277.4,215.839,5050.64,1169.36,23.4,4109.004,1.1,-3686.24,6717.804,6852.16,-3954.16,1.02,7389.585,1.09,-3537.35,1346.973,1980.05,-388.05,1.47,1468.2,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,65333.331,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3751.682,4.21,-2394.04,900.091,5166.52,-118.04,5.74,3789.382,5.0,-1830.6,1711.289,4449.35,-426.65,2.6,8556.443,2.09,-648.27,5713.0,2685.11,185.18,0.47,11940.169,0.06,-1437.785,41444.053,11811.555,-1249.9,0.285,2486.643,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.1,1193.05,2203.498,6279.97,-1325.53,2.85,2423.848,0.013,-1923.08,192307.5,1538.46,1923.075,0.008,2499.998
2020-10-30,0.33,-761.9,2273.029,3864.15,-1134.315,1.7,750.1,0.245,-1666.8,11874.525,4749.81,-833.3,0.4,2909.259,18.835,2277.4,215.839,5050.64,1169.36,23.4,4065.357,1.03,-3686.24,6717.804,6852.16,-3954.16,1.02,6919.338,1.06,-3537.35,1346.973,1980.05,-388.05,1.47,1427.791,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,63000.002,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3751.682,4.28,-2394.04,900.091,5166.52,-118.04,5.74,3852.388,4.9,-1830.6,1711.289,4449.35,-426.65,2.6,8385.314,1.98,-648.27,5713.0,2685.11,185.18,0.47,11311.74,0.065,-1437.785,41444.053,11811.555,-1249.9,0.285,2693.863,1.0,0.0,5000.0,5000.0,0.0,1.0,5000.0,1.05,1193.05,2203.498,6279.97,-1325.53,2.85,2313.673,0.011,-1923.08,192307.5,1538.46,1923.075,0.008,2115.382
2020-11-02,0.33,-761.9,2273.029,3864.15,-1134.315,1.7,750.1,0.245,-1666.8,11874.525,4749.81,-833.3,0.4,2909.259,18.643,2277.4,215.839,5050.64,1169.36,23.4,4023.789,1.09,-3686.24,6717.804,6852.16,-3954.16,1.02,7322.407,1.1,-3537.35,1346.973,1980.05,-388.05,1.47,1481.67,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,65333.331,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3821.157,4.43,-2394.04,900.091,5166.52,-118.04,5.74,3987.401,4.95,-1830.6,1711.289,4449.35,-426.65,2.6,8470.878,2.03,-648.27,5713.0,2685.11,185.18,0.47,11597.39,0.065,-1437.785,41444.053,11811.555,-1249.9,0.285,2693.863,0.12,0.0,5000.0,5000.0,0.0,1.0,600.0,0.9,1193.05,2203.498,6279.97,-1325.53,2.85,1983.149,0.011,-1923.08,192307.5,1538.46,1923.075,0.008,2115.382
2020-11-03,0.33,-761.9,2273.029,3864.15,-1134.315,1.7,750.1,0.245,-1666.8,11874.525,4749.81,-833.3,0.4,2909.259,19.268,2277.4,215.839,5050.64,1169.36,23.4,4158.886,1.03,-3686.24,6717.804,6852.16,-3954.16,1.02,6919.338,1.1,-3537.35,1346.973,1980.05,-388.05,1.47,1481.67,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,67666.666,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3960.109,4.51,-2394.04,900.091,5166.52,-118.04,5.74,4059.409,4.87,-1830.6,1711.289,4449.35,-426.65,2.6,8333.975,2.12,-648.27,5713.0,2685.11,185.18,0.47,12111.559,0.07,-1437.785,41444.053,11811.555,-1249.9,0.285,2901.084,2.0,0.0,5000.0,5000.0,0.0,1.0,10000.0,0.9,1193.05,2203.498,6279.97,-1325.53,2.85,1983.149,0.012,-1923.08,192307.5,1538.46,1923.075,0.008,2307.69
2020-11-04,0.33,-761.9,2273.029,3864.15,-1134.315,1.7,750.1,0.245,-1666.8,11874.525,4749.81,-833.3,0.4,2909.259,18.903,2277.4,215.839,5050.64,1169.36,23.4,4079.906,0.99,-3686.24,6717.804,6852.16,-3954.16,1.02,6650.626,1.09,-3537.35,1346.973,1980.05,-388.05,1.47,1468.2,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,67666.666,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,4029.584,4.52,-2394.04,900.091,5166.52,-118.04,5.74,4068.41,4.85,-1830.6,1711.289,4449.35,-426.65,2.6,8299.749,2.06,-648.27,5713.0,2685.11,185.18,0.47,11768.779,0.051,-1437.785,41444.053,11811.555,-1249.9,0.285,2113.647,2.0,0.0,5000.0,5000.0,0.0,1.0,10000.0,0.9,1193.05,2203.498,6279.97,-1325.53,2.85,1983.149,0.009,-1923.08,192307.5,1538.46,1923.075,0.008,1730.767
2020-11-05,0.33,-761.9,2273.029,3864.15,-1134.315,1.7,750.1,0.198,-1666.8,11874.525,4749.81,-833.3,0.4,2351.156,19.076,2277.4,215.839,5050.64,1169.36,23.4,4117.318,1.0,-3686.24,6717.804,6852.16,-3954.16,1.02,6717.804,1.09,-3537.35,1346.973,1980.05,-388.05,1.47,1468.2,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,65333.331,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3821.157,4.57,-2394.04,900.091,5166.52,-118.04,5.74,4113.414,5.09,-1830.6,1711.289,4449.35,-426.65,2.6,8710.459,2.17,-648.27,5713.0,2685.11,185.18,0.47,12397.21,0.051,-1437.785,41444.053,11811.555,-1249.9,0.285,2113.647,2.0,0.0,5000.0,5000.0,0.0,1.0,10000.0,0.9,1193.05,2203.498,6279.97,-1325.53,2.85,1983.149,0.01,-1923.08,192307.5,1538.46,1923.075,0.008,1923.075
2020-11-06,0.33,-761.9,2273.029,3864.15,-1134.315,1.7,750.1,0.233,-1666.8,11874.525,4749.81,-833.3,0.4,2766.764,18.835,2277.4,215.839,5050.64,1169.36,23.4,4065.357,1.04,-3686.24,6717.804,6852.16,-3954.16,1.02,6986.516,1.09,-3537.35,1346.973,1980.05,-388.05,1.47,1468.2,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,65333.331,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3821.157,4.54,-2394.04,900.091,5166.52,-118.04,5.74,4086.411,5.04,-1830.6,1711.289,4449.35,-426.65,2.6,8624.894,2.31,-648.27,5713.0,2685.11,185.18,0.47,13197.029,0.051,-1437.785,41444.053,11811.555,-1249.9,0.285,2113.647,2.0,0.0,5000.0,5000.0,0.0,1.0,10000.0,1.09,1193.05,2203.498,6279.97,-1325.53,2.85,2401.813,0.015,-1923.08,192307.5,1538.46,1923.075,0.008,2884.612
2020-11-09,0.33,-761.9,2273.029,3864.15,-1134.315,1.7,750.1,0.13,-1666.8,11874.525,4749.81,-833.3,0.4,1543.688,18.874,2277.4,215.839,5050.64,1169.36,23.4,4073.671,1.08,-3686.24,6717.804,6852.16,-3954.16,1.02,7255.229,1.09,-3537.35,1346.973,1980.05,-388.05,1.47,1468.2,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,65333.331,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3751.682,4.41,-2394.04,900.091,5166.52,-118.04,5.74,3969.4,4.9,-1830.6,1711.289,4449.35,-426.65,2.6,8385.314,2.3,-648.27,5713.0,2685.11,185.18,0.47,13139.899,0.051,-1437.785,41444.053,11811.555,-1249.9,0.285,2113.647,3.0,0.0,5000.0,5000.0,0.0,1.0,15000.0,1.0,1193.05,2203.498,6279.97,-1325.53,2.85,2203.498,0.012,-1923.08,192307.5,1538.46,1923.075,0.008,2307.69
2020-11-10,0.33,-761.9,2273.029,3864.15,-1134.315,1.7,750.1,0.13,-1666.8,11874.525,4749.81,-833.3,0.4,1543.688,18.44,2277.4,215.839,5050.64,1169.36,23.4,3980.143,1.06,-3686.24,6717.804,6852.16,-3954.16,1.02,7120.872,1.08,-3537.35,1346.973,1980.05,-388.05,1.47,1454.731,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,67666.666,0.003,1943.739,1389511.739,15437.476,-556.249,0.011,3612.731,4.56,-2394.04,900.091,5166.52,-118.04,5.74,4104.413,4.86,-1830.6,1711.289,4449.35,-426.65,2.6,8316.863,2.34,-648.27,5713.0,2685.11,185.18,0.47,13368.419,0.051,-1437.785,41444.053,11811.555,-1249.9,0.285,2113.647,3.0,0.0,5000.0,5000.0,0.0,1.0,15000.0,1.05,1193.05,2203.498,6279.97,-1325.53,2.85,2313.673,0.01,-1923.08,192307.5,1538.46,1923.075,0.008,1923.075
2020-11-11,0.33,-761.9,2273.029,3864.15,-1134.315,1.7,750.1,0.198,-1666.8,11874.525,4749.81,-833.3,0.4,2351.156,19.066,2277.4,215.839,5050.64,1169.36,23.4,4115.239,1.06,-3686.24,6717.804,6852.16,-3954.16,1.02,7120.872,1.08,-3537.35,1346.973,1980.05,-388.05,1.47,1454.731,0.003,-1400.0,23333333.42,41999.999,-26399.999,0.002,63000.002,0.002,1943.739,1389511.739,15437.476,-556.249,0.011,3334.828,5.15,-2394.04,900.091,5166.52,-118.04,5.74,4635.467,5.0,-1830.6,1711.289,4449.35,-426.65,2.6,8556.443,2.42,-648.27,5713.0,2685.11,185.18,0.47,13825.46,0.051,-1437.785,41444.053,11811.555,-1249.9,0.285,2113.647,3.0,0.0,5000.0,5000.0,0.0,1.0,15000.0,1.05,1193.05,2203.498,6279.97,-1325.53,2.85,2313.673,0.01,-1923.08,192307.5,1538.46,1923.075,0.008,1923.075
