date,XBIT_adj_close,XBIT_cashflow,XBIT_cml_units,XBIT_cml_cost,XBIT_gain_loss,XBIT_avg_price,XBIT_mktvalue
2021-09-27,14.89,-4998.737,1250.0,4998.737,0.0,3.999,18612.5
2021-09-28,13.95,-4998.737,1250.0,4998.737,0.0,3.999,17437.5
2021-09-29,13.17,-4998.737,1250.0,4998.737,0.0,3.999,16462.5
2021-09-30,12.95,-4998.737,1250.0,4998.737,0.0,3.999,16187.5
2021-10-01,13.24,-4998.737,1250.0,4998.737,0.0,3.999,16550.0
2021-10-04,12.99,-4998.737,1250.0,4998.737,0.0,3.999,16237.5
2021-10-05,12.39,-4998.737,1250.0,4998.737,0.0,3.999,15487.5
2021-10-06,12.49,-4998.737,1250.0,4998.737,0.0,3.999,15612.5
2021-10-07,12.49,-4998.737,1250.0,4998.737,0.0,3.999,15612.5
2021-10-08,12.95,-4998.737,1250.0,4998.737,0.0,3.999,16187.5
2021-10-11,13.16,-4998.737,1250.0,4998.737,0.0,3.999,16450.0
2021-10-12,12.78,-4998.737,1250.0,4998.737,0.0,3.999,15975.0
2021-10-13,12.92,-4998.737,1250.0,4998.737,0.0,3.999,16150.0
2021-10-14,13.13,-4998.737,1250.0,4998.737,0.0,3.999,16412.5
2021-10-15,13.21,-4998.737,1250.0,4998.737,0.0,3.999,16512.5
2021-10-18,12.99,-4998.737,1250.0,4998.737,0.0,3.999,16237.5
2021-10-19,13.4,-4998.737,1250.0,4998.737,0.0,3.999,16750.0
2021-10-20,13.8,-4998.737,1250.0,4998.737,0.0,3.999,17250.0
2021-10-21,13.99,-4998.737,1250.0,4998.737,0.0,3.999,17487.5
2021-10-22,14.08,-4998.737,1250.0,4998.737,0.0,3.999,17600.0
2021-10-25,14.34,-4998.737,1250.0,4998.737,0.0,3.999,17925.0
2021-10-26,14.55,-4998.737,1250.0,4998.737,0.0,3.999,18187.5
2021-10-27,14.16,-4998.737,1250.0,4998.737,0.0,3.999,17700.0
2021-10-28,14.34,-4998.737,1250.0,4998.737,0.0,3.999,17925.0
2021-10-29,14.66,-4998.737,1250.0,4998.737,0.0,3.999,18325.0
2021-11-01,15.33,-4998.737,1250.0,4998.737,0.0,3.999,19162.5
2021-11-02,15.32,-4998.737,1250.0,4998.737,0.0,3.999,19150.0
2021-11-03,15.93,-4998.737,1250.0,4998.737,0.0,3.999,19912.5
2021-11-04,16.07,-4998.737,1250.0,4998.737,0.0,3.999,20087.5
2021-11-05,15.91,-4998.737,1250.0,4998.737,0.0,3.999,19887.5
2021-11-08,15.895,-4998.737,1250.0,4998.737,0.0,3.999,19868.751
2021-11-09,15.56,-4998.737,1250.0,4998.737,0.0,3.999,19450.001
2021-11-10,15.23,-4998.737,1250.0,4998.737,0.0,3.999,19037.499
2021-11-11,15.23,-4998.737,1250.0,4998.737,0.0,3.999,19037.499
2021-11-12,14.73,-4998.737,1250.0,4998.737,0.0,3.999,18412.499
2021-11-15,13.57,-4998.737,1250.0,4998.737,0.0,3.999,16962.5
2021-11-16,14.04,-4998.737,1250.0,4998.737,0.0,3.999,17550.0
2021-11-17,13.42,-4998.737,1250.0,4998.737,0.0,3.999,16775.0
2021-11-18,12.94,-4998.737,1250.0,4998.737,0.0,3.999,16174.999
2021-11-19,12.67,-4998.737,1250.0,4998.737,0.0,3.999,15837.5
2021-11-22,12.9,-4998.737,1250.0,4998.737,0.0,3.999,16125.0
2021-11-23,12.92,-4998.737,1250.0,4998.737,0.0,3.999,16150.0
2021-11-24,12.87,-4998.737,1250.0,4998.737,0.0,3.999,16087.5
2021-11-26,12.8,-4998.737,1250.0,4998.737,0.0,3.999,16000.0
