date,BABA_adj_close,BABA_cashflow,BABA_cml_units,BABA_cml_cost,BABA_gain_loss,BABA_avg_price,BABA_mktvalue,AMZN_adj_close,AMZN_cashflow,AMZN_cml_units,AMZN_cml_cost,AMZN_gain_loss,AMZN_avg_price,AMZN_mktvalue,KMB_adj_close,KMB_cashflow,KMB_cml_units,KMB_cml_cost,KMB_gain_loss,KMB_avg_price,KMB_mktvalue,YNDX_adj_close,YNDX_cashflow,YNDX_cml_units,YNDX_cml_cost,YNDX_gain_loss,YNDX_avg_price,YNDX_mktvalue,GOOGL_adj_close,GOOGL_cashflow,GOOGL_cml_units,GOOGL_cml_cost,GOOGL_gain_loss,GOOGL_avg_price,GOOGL_mktvalue,GOOG_adj_close,GOOG_cashflow,GOOG_cml_units,GOOG_cml_cost,GOOG_gain_loss,GOOG_avg_price,GOOG_mktvalue,FEDU_adj_close,FEDU_cashflow,FEDU_cml_units,FEDU_cml_cost,FEDU_gain_loss,FEDU_avg_price,FEDU_mktvalue,SMFG_adj_close,SMFG_cashflow,SMFG_cml_units,SMFG_cml_cost,SMFG_gain_loss,SMFG_avg_price,SMFG_mktvalue,HDB_adj_close,HDB_cashflow,HDB_cml_units,HDB_cml_cost,HDB_gain_loss,HDB_avg_price,HDB_mktvalue,SKM_adj_close,SKM_cashflow,SKM_cml_units,SKM_cml_cost,SKM_gain_loss,SKM_avg_price,SKM_mktvalue,KB_adj_close,KB_cashflow,KB_cml_units,KB_cml_cost,KB_gain_loss,KB_avg_price,KB_mktvalue,SPWR_adj_close,SPWR_cashflow,SPWR_cml_units,SPWR_cml_cost,SPWR_gain_loss,SPWR_avg_price,SPWR_mktvalue,ENR_adj_close,ENR_cashflow,ENR_cml_units,ENR_cml_cost,ENR_gain_loss,ENR_avg_price,ENR_mktvalue,CIB_adj_close,CIB_cashflow,CIB_cml_units,CIB_cml_cost,CIB_gain_loss,CIB_avg_price,CIB_mktvalue,MFG_adj_close,MFG_cashflow,MFG_cml_units,MFG_cml_cost,MFG_gain_loss,MFG_avg_price,MFG_mktvalue,QTNT_adj_close,QTNT_cashflow,QTNT_cml_units,QTNT_cml_cost,QTNT_gain_loss,QTNT_avg_price,QTNT_mktvalue,NMR_adj_close,NMR_cashflow,NMR_cml_units,NMR_cml_cost,NMR_gain_loss,NMR_avg_price,NMR_mktvalue,BSAC_adj_close,BSAC_cashflow,BSAC_cml_units,BSAC_cml_cost,BSAC_gain_loss,BSAC_avg_price,BSAC_mktvalue,AVAL_adj_close,AVAL_cashflow,AVAL_cml_units,AVAL_cml_cost,AVAL_gain_loss,AVAL_avg_price,AVAL_mktvalue,NSP_adj_close,NSP_cashflow,NSP_cml_units,NSP_cml_cost,NSP_gain_loss,NSP_avg_price,NSP_mktvalue,JAKK_adj_close,JAKK_cashflow,JAKK_cml_units,JAKK_cml_cost,JAKK_gain_loss,JAKK_avg_price,JAKK_mktvalue,HZN_adj_close,HZN_cashflow,HZN_cml_units,HZN_cml_cost,HZN_gain_loss,HZN_avg_price,HZN_mktvalue,SHG_adj_close,SHG_cashflow,SHG_cml_units,SHG_cml_cost,SHG_gain_loss,SHG_avg_price,SHG_mktvalue,WF_adj_close,WF_cashflow,WF_cml_units,WF_cml_cost,WF_gain_loss,WF_avg_price,WF_mktvalue,BCH_adj_close,BCH_cashflow,BCH_cml_units,BCH_cml_cost,BCH_gain_loss,BCH_avg_price,BCH_mktvalue,COHN_adj_close,COHN_cashflow,COHN_cml_units,COHN_cml_cost,COHN_gain_loss,COHN_avg_price,COHN_mktvalue,ITCB_adj_close,ITCB_cashflow,ITCB_cml_units,ITCB_cml_cost,ITCB_gain_loss,ITCB_avg_price,ITCB_mktvalue,LXFR_adj_close,LXFR_cashflow,LXFR_cml_units,LXFR_cml_cost,LXFR_gain_loss,LXFR_avg_price,LXFR_mktvalue,HNGR_adj_close,HNGR_cashflow,HNGR_cml_units,HNGR_cml_cost,HNGR_gain_loss,HNGR_avg_price,HNGR_mktvalue,MUFG_adj_close,MUFG_cashflow,MUFG_cml_units,MUFG_cml_cost,MUFG_gain_loss,MUFG_avg_price,MUFG_mktvalue,TAK_adj_close,TAK_cashflow,TAK_cml_units,TAK_cml_cost,TAK_gain_loss,TAK_avg_price,TAK_mktvalue,DMTK_adj_close,DMTK_cashflow,DMTK_cml_units,DMTK_cml_cost,DMTK_gain_loss,DMTK_avg_price,DMTK_mktvalue,HOTH_adj_close,HOTH_cashflow,HOTH_cml_units,HOTH_cml_cost,HOTH_gain_loss,HOTH_avg_price,HOTH_mktvalue,FMCC_adj_close,FMCC_cashflow,FMCC_cml_units,FMCC_cml_cost,FMCC_gain_loss,FMCC_avg_price,FMCC_mktvalue,GBCS_adj_close,GBCS_cashflow,GBCS_cml_units,GBCS_cml_cost,GBCS_gain_loss,GBCS_avg_price,GBCS_mktvalue
2021-02-10,267.79,-4878.3,23.585,4878.3,0.0,206.84,6315.802,3286.58,-3695.68,2.707,3695.68,0.0,1365.184,8897.077,129.441,-4946.837,38.462,4946.837,0.0,128.618,4978.497,71.7,-4957.86,116.279,4957.86,0.0,42.638,8337.209,2086.48,-4018.17,3.734,4018.17,0.0,1076.066,7791.187,2095.38,-4011.06,3.74,4011.06,0.0,1072.557,7836.125,1.65,-4999.376,5000.0,4999.376,0.0,1.0,8250.0,6.61,-4994.34,714.286,4994.34,0.0,6.992,4721.382,80.466,-4988.651,79.365,4988.651,0.0,62.857,6386.226,41.005,-4987.496,131.579,4987.496,0.0,37.905,5395.387,40.39,-4964.4,121.951,4964.4,0.0,40.708,4925.61,49.14,-4995.678,1000.0,4995.678,0.0,4.996,49139.999,44.965,-4992.51,106.383,4992.51,0.0,46.93,4783.548,36.293,-4954.851,96.154,4954.851,0.0,51.53,3489.702,2.835,-4999.62,1666.667,4999.62,0.0,3.0,4725.154,5.05,-4992.75,555.556,4992.75,0.0,8.987,2805.556,5.982,-4994.88,1000.0,4994.88,0.0,4.995,5982.362,20.825,-4988.032,238.095,4988.032,0.0,20.95,4958.271,6.486,-4998.685,625.0,4998.685,0.0,7.998,4053.525,88.019,-4973.362,60.976,4973.362,0.0,81.563,5366.991,8.5,-4995.5,500.0,4995.5,0.0,9.991,4250.0,9.87,-4997.68,1666.667,4997.68,0.0,2.999,16450.0,29.48,-4987.17,131.579,4987.17,0.0,37.902,3878.947,25.86,-4992.9,166.667,4992.9,0.0,29.957,4310.0,20.834,-4989.552,250.0,4989.552,0.0,19.958,5208.624,18.922,-4996.814,1666.667,4996.814,0.0,2.998,31536.134,5.51,-4999.152,714.286,4999.152,0.0,6.999,3935.714,18.243,-4986.314,294.118,4986.314,0.0,16.953,5365.449,23.1,-4997.41,185.185,4997.41,0.0,26.986,4277.778,5.02,-4995.6,1000.0,4995.6,0.0,4.996,5020.0,17.53,-4991.69,263.158,4991.69,0.0,18.968,4613.158,53.05,-4997.2,416.667,4997.2,0.0,11.993,22104.166,2.49,-4995.33,833.333,4995.33,0.0,5.994,2075.0,1.82,-4998.0,1666.667,4998.0,0.0,2.999,3033.333,6.2,-4997.9,2500.0,4997.9,0.0,1.999,15500.0
2021-02-11,268.93,-4878.3,23.585,4878.3,0.0,206.84,6342.689,3262.13,-3695.68,2.707,3695.68,0.0,1365.184,8830.888,128.749,-4946.837,38.462,4946.837,0.0,128.618,4951.88,72.92,-4957.86,116.279,4957.86,0.0,42.638,8479.07,2088.75,-4018.17,3.734,4018.17,0.0,1076.066,7799.664,2095.89,-4011.06,3.74,4011.06,0.0,1072.557,7838.033,1.76,-4999.376,5000.0,4999.376,0.0,1.0,8800.0,6.659,-4994.34,714.286,4994.34,0.0,6.992,4756.303,80.726,-4988.651,79.365,4988.651,0.0,62.857,6406.79,41.269,-4987.496,131.579,4987.496,0.0,37.905,5430.07,40.5,-4964.4,121.951,4964.4,0.0,40.708,4939.024,49.96,-4995.678,1000.0,4995.678,0.0,4.996,49959.999,44.431,-4992.51,106.383,4992.51,0.0,46.93,4726.663,35.826,-4954.851,96.154,4954.851,0.0,51.53,3444.79,2.855,-4999.62,1666.667,4999.62,0.0,3.0,4757.741,5.13,-4992.75,555.556,4992.75,0.0,8.987,2850.0,5.982,-4994.88,1000.0,4994.88,0.0,4.995,5982.362,21.519,-4988.032,238.095,4988.032,0.0,20.95,5123.547,6.486,-4998.685,625.0,4998.685,0.0,7.998,4053.525,88.137,-4973.362,60.976,4973.362,0.0,81.563,5374.212,8.61,-4995.5,500.0,4995.5,0.0,9.991,4305.0,9.64,-4997.68,1666.667,4997.68,0.0,2.999,16066.667,29.56,-4987.17,131.579,4987.17,0.0,37.902,3889.474,26.15,-4992.9,166.667,4992.9,0.0,29.957,4358.333,21.556,-4989.552,250.0,4989.552,0.0,19.958,5388.988,19.672,-4996.814,1666.667,4996.814,0.0,2.998,32785.896,5.56,-4999.152,714.286,4999.152,0.0,6.999,3971.429,18.085,-4986.314,294.118,4986.314,0.0,16.953,5319.219,22.79,-4997.41,185.185,4997.41,0.0,26.986,4220.371,5.01,-4995.6,1000.0,4995.6,0.0,4.996,5010.0,17.53,-4991.69,263.158,4991.69,0.0,18.968,4613.158,66.75,-4997.2,416.667,4997.2,0.0,11.993,27812.5,2.5,-4995.33,833.333,4995.33,0.0,5.994,2083.333,1.81,-4998.0,1666.667,4998.0,0.0,2.999,3016.667,6.3,-4997.9,2500.0,4997.9,0.0,1.999,15750.0
2021-02-12,267.85,-4878.3,23.585,4878.3,0.0,206.84,6317.217,3277.71,-3695.68,2.707,3695.68,0.0,1365.184,8873.064,128.788,-4946.837,38.462,4946.837,0.0,128.618,4953.38,73.83,-4957.86,116.279,4957.86,0.0,42.638,8584.884,2095.03,-4018.17,3.734,4018.17,0.0,1076.066,7823.114,2104.11,-4011.06,3.74,4011.06,0.0,1072.557,7868.774,2.04,-4999.376,5000.0,4999.376,0.0,1.0,10200.0,6.815,-4994.34,714.286,4994.34,0.0,6.992,4868.052,82.748,-4988.651,79.365,4988.651,0.0,62.857,6567.334,41.301,-4987.496,131.579,4987.496,0.0,37.905,5434.406,40.92,-4964.4,121.951,4964.4,0.0,40.708,4990.244,49.81,-4995.678,1000.0,4995.678,0.0,4.996,49810.001,45.52,-4992.51,106.383,4992.51,0.0,46.93,4842.503,36.223,-4954.851,96.154,4954.851,0.0,51.53,3483.013,2.913,-4999.62,1666.667,4999.62,0.0,3.0,4855.503,5.29,-4992.75,555.556,4992.75,0.0,8.987,2938.889,6.099,-4994.88,1000.0,4994.88,0.0,4.995,6099.472,21.644,-4988.032,238.095,4988.032,0.0,20.95,5153.389,6.543,-4998.685,625.0,4998.685,0.0,7.998,4089.503,79.828,-4973.362,60.976,4973.362,0.0,81.563,4867.54,9.1,-4995.5,500.0,4995.5,0.0,9.991,4550.0,10.76,-4997.68,1666.667,4997.68,0.0,2.999,17933.334,29.75,-4987.17,131.579,4987.17,0.0,37.902,3914.474,25.99,-4992.9,166.667,4992.9,0.0,29.957,4331.667,21.575,-4989.552,250.0,4989.552,0.0,19.958,5393.863,21.035,-4996.814,1666.667,4996.814,0.0,2.998,35058.184,5.55,-4999.152,714.286,4999.152,0.0,6.999,3964.286,17.899,-4986.314,294.118,4986.314,0.0,16.953,5264.323,22.0,-4997.41,185.185,4997.41,0.0,26.986,4074.074,5.13,-4995.6,1000.0,4995.6,0.0,4.996,5130.0,17.54,-4991.69,263.158,4991.69,0.0,18.968,4615.79,76.24,-4997.2,416.667,4997.2,0.0,11.993,31766.666,2.45,-4995.33,833.333,4995.33,0.0,5.994,2041.667,1.81,-4998.0,1666.667,4998.0,0.0,2.999,3016.667,6.3,-4997.9,2500.0,4997.9,0.0,1.999,15750.0
2021-02-16,270.7,-4878.3,23.585,4878.3,0.0,206.84,6384.434,3268.95,-3695.68,2.707,3695.68,0.0,1365.184,8849.35,126.946,-4946.837,38.462,4946.837,0.0,128.618,4882.527,72.77,-4957.86,116.279,4957.86,0.0,42.638,8461.628,2110.7,-4018.17,3.734,4018.17,0.0,1076.066,7881.628,2121.9,-4011.06,3.74,4011.06,0.0,1072.557,7935.303,1.99,-4999.376,5000.0,4999.376,0.0,1.0,9950.0,7.03,-4994.34,714.286,4994.34,0.0,6.992,5021.706,82.778,-4988.651,79.365,4988.651,0.0,62.857,6569.707,41.68,-4987.496,131.579,4987.496,0.0,37.905,5484.262,40.37,-4964.4,121.951,4964.4,0.0,40.708,4923.171,46.54,-4995.678,1000.0,4995.678,0.0,4.996,46540.001,45.131,-4992.51,106.383,4992.51,0.0,46.93,4801.131,35.677,-4954.851,96.154,4954.851,0.0,51.53,3430.457,2.992,-4999.62,1666.667,4999.62,0.0,3.0,4985.851,5.38,-4992.75,555.556,4992.75,0.0,8.987,2988.889,6.051,-4994.88,1000.0,4994.88,0.0,4.995,6050.676,23.1,-4988.032,238.095,4988.032,0.0,20.95,5500.008,6.476,-4998.685,625.0,4998.685,0.0,7.998,4047.529,76.985,-4973.362,60.976,4973.362,0.0,81.563,4694.237,9.75,-4995.5,500.0,4995.5,0.0,9.991,4875.0,9.54,-4997.68,1666.667,4997.68,0.0,2.999,15900.0,29.58,-4987.17,131.579,4987.17,0.0,37.902,3892.105,26.0,-4992.9,166.667,4992.9,0.0,29.957,4333.333,22.531,-4989.552,250.0,4989.552,0.0,19.958,5632.724,20.928,-4996.814,1666.667,4996.814,0.0,2.998,34879.646,5.7,-4999.152,714.286,4999.152,0.0,6.999,4071.428,18.203,-4986.314,294.118,4986.314,0.0,16.953,5353.892,21.36,-4997.41,185.185,4997.41,0.0,26.986,3955.556,5.36,-4995.6,1000.0,4995.6,0.0,4.996,5360.0,17.55,-4991.69,263.158,4991.69,0.0,18.968,4618.421,75.65,-4997.2,416.667,4997.2,0.0,11.993,31520.834,2.49,-4995.33,833.333,4995.33,0.0,5.994,2075.0,1.82,-4998.0,1666.667,4998.0,0.0,2.999,3033.333,6.1,-4997.9,2500.0,4997.9,0.0,1.999,15250.0
2021-02-17,270.83,-4878.3,23.585,4878.3,0.0,206.84,6387.5,3308.64,-3695.68,2.707,3695.68,0.0,1365.184,8956.795,127.462,-4946.837,38.462,4946.837,0.0,128.618,4902.395,70.15,-4957.86,116.279,4957.86,0.0,42.638,8156.977,2118.62,-4018.17,3.734,4018.17,0.0,1076.066,7911.203,2128.31,-4011.06,3.74,4011.06,0.0,1072.557,7959.275,1.98,-4999.376,5000.0,4999.376,0.0,1.0,9900.0,7.05,-4994.34,714.286,4994.34,0.0,6.992,5035.675,81.523,-4988.651,79.365,4988.651,0.0,62.857,6470.058,41.928,-4987.496,131.579,4987.496,0.0,37.905,5516.778,40.63,-4964.4,121.951,4964.4,0.0,40.708,4954.878,43.61,-4995.678,1000.0,4995.678,0.0,4.996,43610.001,46.22,-4992.51,106.383,4992.51,0.0,46.93,4916.971,35.657,-4954.851,96.154,4954.851,0.0,51.53,3428.546,3.021,-4999.62,1666.667,4999.62,0.0,3.0,5034.732,5.36,-4992.75,555.556,4992.75,0.0,8.987,2977.778,6.051,-4994.88,1000.0,4994.88,0.0,4.995,6050.676,23.129,-4988.032,238.095,4988.032,0.0,20.95,5506.895,6.409,-4998.685,625.0,4998.685,0.0,7.998,4005.554,76.383,-4973.362,60.976,4973.362,0.0,81.563,4657.53,9.71,-4995.5,500.0,4995.5,0.0,9.991,4855.0,9.65,-4997.68,1666.667,4997.68,0.0,2.999,16083.333,29.76,-4987.17,131.579,4987.17,0.0,37.902,3915.79,26.15,-4992.9,166.667,4992.9,0.0,29.957,4358.333,22.394,-4989.552,250.0,4989.552,0.0,19.958,5598.6,19.662,-4996.814,1666.667,4996.814,0.0,2.998,32769.664,5.58,-4999.152,714.286,4999.152,0.0,6.999,3985.714,18.115,-4986.314,294.118,4986.314,0.0,16.953,5327.888,22.05,-4997.41,185.185,4997.41,0.0,26.986,4083.333,5.4,-4995.6,1000.0,4995.6,0.0,4.996,5400.0,17.53,-4991.69,263.158,4991.69,0.0,18.968,4613.158,69.46,-4997.2,416.667,4997.2,0.0,11.993,28941.666,3.04,-4995.33,833.333,4995.33,0.0,5.994,2533.333,1.81,-4998.0,1666.667,4998.0,0.0,2.999,3016.667,6.2,-4997.9,2500.0,4997.9,0.0,1.999,15500.0
2021-02-18,264.51,-4878.3,23.585,4878.3,0.0,206.84,6238.444,3328.23,-3695.68,2.707,3695.68,0.0,1365.184,9009.827,128.846,-4946.837,38.462,4946.837,0.0,128.618,4955.629,67.6,-4957.86,116.279,4957.86,0.0,42.638,7860.465,2105.81,-4018.17,3.734,4018.17,0.0,1076.066,7863.368,2117.2,-4011.06,3.74,4011.06,0.0,1072.557,7917.726,1.85,-4999.376,5000.0,4999.376,0.0,1.0,9250.0,6.854,-4994.34,714.286,4994.34,0.0,6.992,4895.989,81.164,-4988.651,79.365,4988.651,0.0,62.857,6441.587,42.043,-4987.496,131.579,4987.496,0.0,37.905,5531.952,39.41,-4964.4,121.951,4964.4,0.0,40.708,4806.098,36.33,-4995.678,1000.0,4995.678,0.0,4.996,36330.002,45.182,-4992.51,106.383,4992.51,0.0,46.93,4806.641,35.259,-4954.851,96.154,4954.851,0.0,51.53,3390.324,2.933,-4999.62,1666.667,4999.62,0.0,3.0,4888.09,5.2,-4992.75,555.556,4992.75,0.0,8.987,2888.889,5.855,-4994.88,1000.0,4994.88,0.0,4.995,5855.493,22.975,-4988.032,238.095,4988.032,0.0,20.95,5470.167,6.438,-4998.685,625.0,4998.685,0.0,7.998,4023.543,76.966,-4973.362,60.976,4973.362,0.0,81.563,4693.033,9.61,-4995.5,500.0,4995.5,0.0,9.991,4805.0,9.76,-4997.68,1666.667,4997.68,0.0,2.999,16266.667,29.04,-4987.17,131.579,4987.17,0.0,37.902,3821.053,25.73,-4992.9,166.667,4992.9,0.0,29.957,4288.333,22.092,-4989.552,250.0,4989.552,0.0,19.958,5523.043,18.211,-4996.814,1666.667,4996.814,0.0,2.998,30351.299,5.58,-4999.152,714.286,4999.152,0.0,6.999,3985.714,17.869,-4986.314,294.118,4986.314,0.0,16.953,5255.655,21.42,-4997.41,185.185,4997.41,0.0,26.986,3966.667,5.25,-4995.6,1000.0,4995.6,0.0,4.996,5250.0,17.47,-4991.69,263.158,4991.69,0.0,18.968,4597.368,69.25,-4997.2,416.667,4997.2,0.0,11.993,28854.167,2.67,-4995.33,833.333,4995.33,0.0,5.994,2225.0,1.8,-4998.0,1666.667,4998.0,0.0,2.999,3000.0,6.2,-4997.9,2500.0,4997.9,0.0,1.999,15500.0
2021-02-19,263.59,-4878.3,23.585,4878.3,0.0,206.84,6216.745,3249.9,-3695.68,2.707,3695.68,0.0,1365.184,8797.78,127.326,-4946.837,38.462,4946.837,0.0,128.618,4897.147,67.26,-4957.86,116.279,4957.86,0.0,42.638,7820.93,2088.81,-4018.17,3.734,4018.17,0.0,1076.066,7799.888,2101.14,-4011.06,3.74,4011.06,0.0,1072.557,7857.666,1.95,-4999.376,5000.0,4999.376,0.0,1.0,9750.0,6.952,-4994.34,714.286,4994.34,0.0,6.992,4965.832,82.42,-4988.651,79.365,4988.651,0.0,62.857,6541.236,42.142,-4987.496,131.579,4987.496,0.0,37.905,5544.958,39.74,-4964.4,121.951,4964.4,0.0,40.708,4846.342,37.76,-4995.678,1000.0,4995.678,0.0,4.996,37759.998,43.196,-4992.51,106.383,4992.51,0.0,46.93,4595.349,35.309,-4954.851,96.154,4954.851,0.0,51.53,3395.101,2.952,-4999.62,1666.667,4999.62,0.0,3.0,4920.677,5.5,-4992.75,555.556,4992.75,0.0,8.987,3055.556,5.807,-4994.88,1000.0,4994.88,0.0,4.995,5806.697,23.245,-4988.032,238.095,4988.032,0.0,20.95,5534.441,6.409,-4998.685,625.0,4998.685,0.0,7.998,4005.554,78.13,-4973.362,60.976,4973.362,0.0,81.563,4764.039,8.98,-4995.5,500.0,4995.5,0.0,9.991,4490.0,9.8,-4997.68,1666.667,4997.68,0.0,2.999,16333.334,29.6,-4987.17,131.579,4987.17,0.0,37.902,3894.737,26.25,-4992.9,166.667,4992.9,0.0,29.957,4375.0,22.502,-4989.552,250.0,4989.552,0.0,19.958,5625.412,17.529,-4996.814,1666.667,4996.814,0.0,2.998,29215.155,5.66,-4999.152,714.286,4999.152,0.0,6.999,4042.857,18.331,-4986.314,294.118,4986.314,0.0,16.953,5391.453,21.68,-4997.41,185.185,4997.41,0.0,26.986,4014.815,5.3,-4995.6,1000.0,4995.6,0.0,4.996,5300.0,17.67,-4991.69,263.158,4991.69,0.0,18.968,4650.0,79.76,-4997.2,416.667,4997.2,0.0,11.993,33233.334,2.54,-4995.33,833.333,4995.33,0.0,5.994,2116.667,1.8,-4998.0,1666.667,4998.0,0.0,2.999,3000.0,6.0,-4997.9,2500.0,4997.9,0.0,1.999,15000.0
2021-02-22,254.0,-4878.3,23.585,4878.3,0.0,206.84,5990.566,3180.74,-3695.68,2.707,3695.68,0.0,1365.184,8610.558,127.745,-4946.837,38.462,4946.837,0.0,128.618,4913.267,65.92,-4957.86,116.279,4957.86,0.0,42.638,7665.116,2054.26,-4018.17,3.734,4018.17,0.0,1076.066,7670.874,2064.88,-4011.06,3.74,4011.06,0.0,1072.557,7722.064,1.92,-4999.376,5000.0,4999.376,0.0,1.0,9600.0,7.03,-4994.34,714.286,4994.34,0.0,6.992,5021.706,79.819,-4988.651,79.365,4988.651,0.0,62.857,6334.821,40.692,-4987.496,131.579,4987.496,0.0,37.905,5354.201,38.92,-4964.4,121.951,4964.4,0.0,40.708,4746.341,33.53,-4995.678,1000.0,4995.678,0.0,4.996,33529.999,43.529,-4992.51,106.383,4992.51,0.0,46.93,4630.737,35.09,-4954.851,96.154,4954.851,0.0,51.53,3374.08,3.031,-4999.62,1666.667,4999.62,0.0,3.0,5051.026,5.26,-4992.75,555.556,4992.75,0.0,8.987,2922.222,5.934,-4994.88,1000.0,4994.88,0.0,4.995,5933.566,22.242,-4988.032,238.095,4988.032,0.0,20.95,5295.709,6.332,-4998.685,625.0,4998.685,0.0,7.998,3957.583,80.37,-4973.362,60.976,4973.362,0.0,81.563,4900.636,8.76,-4995.5,500.0,4995.5,0.0,9.991,4380.0,9.7,-4997.68,1666.667,4997.68,0.0,2.999,16166.666,29.27,-4987.17,131.579,4987.17,0.0,37.902,3851.316,26.0,-4992.9,166.667,4992.9,0.0,29.957,4333.333,21.965,-4989.552,250.0,4989.552,0.0,19.958,5491.357,17.695,-4996.814,1666.667,4996.814,0.0,2.998,29491.072,5.59,-4999.152,714.286,4999.152,0.0,6.999,3992.857,19.107,-4986.314,294.118,4986.314,0.0,16.953,5619.709,21.72,-4997.41,185.185,4997.41,0.0,26.986,4022.222,5.47,-4995.6,1000.0,4995.6,0.0,4.996,5470.0,17.35,-4991.69,263.158,4991.69,0.0,18.968,4565.79,75.4,-4997.2,416.667,4997.2,0.0,11.993,31416.667,2.3,-4995.33,833.333,4995.33,0.0,5.994,1916.667,1.78,-4998.0,1666.667,4998.0,0.0,2.999,2966.667,6.0,-4997.9,2500.0,4997.9,0.0,1.999,15000.0
2021-02-23,252.75,-4878.3,23.585,4878.3,0.0,206.84,5961.085,3194.5,-3695.68,2.707,3695.68,0.0,1365.184,8647.807,128.651,-4946.837,38.462,4946.837,0.0,128.618,4948.132,67.28,-4957.86,116.279,4957.86,0.0,42.638,7823.256,2060.12,-4018.17,3.734,4018.17,0.0,1076.066,7692.756,2070.86,-4011.06,3.74,4011.06,0.0,1072.557,7744.428,1.67,-4999.376,5000.0,4999.376,0.0,1.0,8350.0,7.03,-4994.34,714.286,4994.34,0.0,6.992,5021.706,79.59,-4988.651,79.365,4988.651,0.0,62.857,6316.631,40.857,-4987.496,131.579,4987.496,0.0,37.905,5375.878,39.18,-4964.4,121.951,4964.4,0.0,40.708,4778.049,35.39,-4995.678,1000.0,4995.678,0.0,4.996,35389.999,42.952,-4992.51,106.383,4992.51,0.0,46.93,4569.327,35.567,-4954.851,96.154,4954.851,0.0,51.53,3419.946,3.001,-4999.62,1666.667,4999.62,0.0,3.0,5002.145,4.92,-4992.75,555.556,4992.75,0.0,8.987,2733.333,5.934,-4994.88,1000.0,4994.88,0.0,4.995,5933.566,22.338,-4988.032,238.095,4988.032,0.0,20.95,5318.664,6.303,-4998.685,625.0,4998.685,0.0,7.998,3939.595,83.045,-4973.362,60.976,4973.362,0.0,81.563,5063.71,7.92,-4995.5,500.0,4995.5,0.0,9.991,3960.0,9.48,-4997.68,1666.667,4997.68,0.0,2.999,15799.999,29.69,-4987.17,131.579,4987.17,0.0,37.902,3906.579,26.11,-4992.9,166.667,4992.9,0.0,29.957,4351.667,21.868,-4989.552,250.0,4989.552,0.0,19.958,5466.983,17.295,-4996.814,1666.667,4996.814,0.0,2.998,28825.617,5.53,-4999.152,714.286,4999.152,0.0,6.999,3950.0,19.117,-4986.314,294.118,4986.314,0.0,16.953,5622.597,21.31,-4997.41,185.185,4997.41,0.0,26.986,3946.296,5.45,-4995.6,1000.0,4995.6,0.0,4.996,5450.0,17.15,-4991.69,263.158,4991.69,0.0,18.968,4513.158,73.99,-4997.2,416.667,4997.2,0.0,11.993,30829.166,2.47,-4995.33,833.333,4995.33,0.0,5.994,2058.333,1.76,-4998.0,1666.667,4998.0,0.0,2.999,2933.333,6.1,-4997.9,2500.0,4997.9,0.0,1.999,15250.0
2021-02-24,250.34,-4878.3,23.585,4878.3,0.0,206.84,5904.245,3159.53,-3695.68,2.707,3695.68,0.0,1365.184,8553.14,127.501,-4946.837,38.462,4946.837,0.0,128.618,4903.895,66.97,-4957.86,116.279,4957.86,0.0,42.638,7787.209,2083.81,-4018.17,3.734,4018.17,0.0,1076.066,7781.218,2095.17,-4011.06,3.74,4011.06,0.0,1072.557,7835.34,1.735,-4999.376,5000.0,4999.376,0.0,1.0,8675.0,7.05,-4994.34,714.286,4994.34,0.0,6.992,5035.675,82.21,-4988.651,79.365,4988.651,0.0,62.857,6524.628,40.412,-4987.496,131.579,4987.496,0.0,37.905,5317.35,39.29,-4964.4,121.951,4964.4,0.0,40.708,4791.464,37.75,-4995.678,1000.0,4995.678,0.0,4.996,37750.0,42.022,-4992.51,106.383,4992.51,0.0,46.93,4470.446,35.657,-4954.851,96.154,4954.851,0.0,51.53,3428.546,3.011,-4999.62,1666.667,4999.62,0.0,3.0,5018.439,4.64,-4992.75,555.556,4992.75,0.0,8.987,2577.778,5.924,-4994.88,1000.0,4994.88,0.0,4.995,5923.807,22.917,-4988.032,238.095,4988.032,0.0,20.95,5456.394,6.371,-4998.685,625.0,4998.685,0.0,7.998,3981.569,85.996,-4973.362,60.976,4973.362,0.0,81.563,5243.632,8.01,-4995.5,500.0,4995.5,0.0,9.991,4005.0,9.62,-4997.68,1666.667,4997.68,0.0,2.999,16033.333,30.18,-4987.17,131.579,4987.17,0.0,37.902,3971.053,26.49,-4992.9,166.667,4992.9,0.0,29.957,4415.0,22.131,-4989.552,250.0,4989.552,0.0,19.958,5532.792,17.364,-4996.814,1666.667,4996.814,0.0,2.998,28939.234,5.5,-4999.152,714.286,4999.152,0.0,6.999,3928.571,19.52,-4986.314,294.118,4986.314,0.0,16.953,5741.059,22.43,-4997.41,185.185,4997.41,0.0,26.986,4153.704,5.42,-4995.6,1000.0,4995.6,0.0,4.996,5420.0,17.22,-4991.69,263.158,4991.69,0.0,18.968,4531.579,75.73,-4997.2,416.667,4997.2,0.0,11.993,31554.168,2.67,-4995.33,833.333,4995.33,0.0,5.994,2225.0,1.74,-4998.0,1666.667,4998.0,0.0,2.999,2900.0,6.2,-4997.9,2500.0,4997.9,0.0,1.999,15500.0
