date,HSBC_adj_close,HSBC_cashflow,HSBC_cml_units,HSBC_cml_cost,HSBC_gain_loss,HSBC_avg_price,HSBC_mktvalue,ENIA_adj_close,ENIA_cashflow,ENIA_cml_units,ENIA_cml_cost,ENIA_gain_loss,ENIA_avg_price,ENIA_mktvalue,BIT_adj_close,BIT_cashflow,BIT_cml_units,BIT_cml_cost,BIT_gain_loss,BIT_avg_price,BIT_mktvalue,DSL_adj_close,DSL_cashflow,DSL_cml_units,DSL_cml_cost,DSL_gain_loss,DSL_avg_price,DSL_mktvalue,PCI_adj_close,PCI_cashflow,PCI_cml_units,PCI_cml_cost,PCI_gain_loss,PCI_avg_price,PCI_mktvalue,BHK_adj_close,BHK_cashflow,BHK_cml_units,BHK_cml_cost,BHK_gain_loss,BHK_avg_price,BHK_mktvalue,TENX_adj_close,TENX_cashflow,TENX_cml_units,TENX_cml_cost,TENX_gain_loss,TENX_avg_price,TENX_mktvalue,CHNR_adj_close,CHNR_cashflow,CHNR_cml_units,CHNR_cml_cost,CHNR_gain_loss,CHNR_avg_price,CHNR_mktvalue,CTHR_adj_close,CTHR_cashflow,CTHR_cml_units,CTHR_cml_cost,CTHR_gain_loss,CTHR_avg_price,CTHR_mktvalue,SEEL_adj_close,SEEL_cashflow,SEEL_cml_units,SEEL_cml_cost,SEEL_gain_loss,SEEL_avg_price,SEEL_mktvalue,ARMP_adj_close,ARMP_cashflow,ARMP_cml_units,ARMP_cml_cost,ARMP_gain_loss,ARMP_avg_price,ARMP_mktvalue,ACUR_adj_close,ACUR_cashflow,ACUR_cml_units,ACUR_cml_cost,ACUR_gain_loss,ACUR_avg_price,ACUR_mktvalue,CHGI_adj_close,CHGI_cashflow,CHGI_cml_units,CHGI_cml_cost,CHGI_gain_loss,CHGI_avg_price,CHGI_mktvalue,CICN_adj_close,CICN_cashflow,CICN_cml_units,CICN_cml_cost,CICN_gain_loss,CICN_avg_price,CICN_mktvalue,DLYT_adj_close,DLYT_cashflow,DLYT_cml_units,DLYT_cml_cost,DLYT_gain_loss,DLYT_avg_price,DLYT_mktvalue,GLAE_adj_close,GLAE_cashflow,GLAE_cml_units,GLAE_cml_cost,GLAE_gain_loss,GLAE_avg_price,GLAE_mktvalue,IMUN_adj_close,IMUN_cashflow,IMUN_cml_units,IMUN_cml_cost,IMUN_gain_loss,IMUN_avg_price,IMUN_mktvalue,KALO_adj_close,KALO_cashflow,KALO_cml_units,KALO_cml_cost,KALO_gain_loss,KALO_avg_price,KALO_mktvalue,QTXB_adj_close,QTXB_cashflow,QTXB_cml_units,QTXB_cml_cost,QTXB_gain_loss,QTXB_avg_price,QTXB_mktvalue
2019-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-126.9,2976.545,5000.0,-125.903,1.68,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-5000.0,2953.394,4873.1,-125.903,1.65,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4782.604,1111111.159,5000.0,4782.606,0.004,0.0
2019-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6341.462,537634.407,5000.0,6341.462,0.009,0.0,,,,,,,,,,,,,,,0.0,2221.5,769.231,5000.0,2222.0,6.5,0.0,,,,,,,,,,,,,,
2019-04-18,,,,,,,,0.0,-5000.0,560.538,5000.0,0.0,8.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22,0.0,272.84,115.687,5000.0,285.48,43.22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1517.949,1164.477,5000.0,1519.509,4.294,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,366.85,2634.108,4873.1,580.2,1.85,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-5000.0,143937.951,3799.962,-99.999,0.026,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-5000.0,2964425.343,9782.604,4782.606,0.003,0.0
2019-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11128.0,52.083,5000.0,11155.2,96.0,0.0,,,,,,,,,,,,,,,,,,,,,
2019-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3695.648,2445650.779,9782.604,1521.739,0.004,0.0
2019-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-5000.0,1146.27,7221.5,2222.0,6.3,0.0,,,,,,,,,,,,,,
2019-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-5000.0,2327.839,6517.949,1519.509,2.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26,0.0,-5000.0,128.106,5272.84,285.48,41.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-5000.0,3485.873,5366.85,580.2,1.54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-5000.0,68137.795,9641.498,4641.539,0.141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-5000.0,1718403.288,11341.462,6341.462,0.007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-5000.0,2415457.934,8695.648,1521.739,0.004,0.0
2019-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3960.5,38565.991,9641.498,3888.857,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2468.848,138888.895,5000.0,2468.869,0.036,0.0,,,,,,,
2019-09-03,,,,,,,,,,,,,,,,,,,,,,0.0,-5000.0,285.343,5538.51,542.33,19.41,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1937.26,1426.247,6517.949,2686.86,4.57,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-5000.0,4399.571,5851.43,852.15,1.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6521.733,1640688.428,8695.648,3695.65,0.005,0.0
2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2484.58,2080.175,5366.85,3018.2,2.58,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,,,,,,0.0,101.6,548.847,5000.0,106.4,9.11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-5000.0,307.2,16128.0,11155.2,52.5,0.0,,,,,,,,,,,,,,,,,,,,,
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-5000.0,403721.491,7468.848,2468.869,0.019,0.0,,,,,,,
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2221.5,1111.0,7221.5,222.2,6.5,0.0,,,,,,,,,,,,,,
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-5000.0,2743269.922,11521.733,3695.65,0.004,0.0
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-5000.0,4376.947,7484.58,3018.2,1.71,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,37000.0,64.512,16128.0,33180.0,250.0,0.0,,,,,,,,,,,,,,,,,,,,,
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-3250.017,217140.678,3799.962,-889.991,0.018,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3913.039,2810178.83,11521.733,-217.391,0.004,0.0
2019-12-12,,,,,,,,,,,,,,,0.0,-5000.0,320.0,5398.4,403.2,16.87,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-5000.0,93581.953,1749.983,-889.991,0.019,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,424.87,4002.449,7484.58,464.16,1.87,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3048.779,1718403.288,11341.462,6341.462,0.007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,36.819,-196.86,133.93,5272.84,-218.38,39.37,4931.21,10.136,101.6,548.847,5000.0,106.4,9.11,5562.947,13.764,190.4,332.824,5398.4,-208.0,16.22,4580.934,16.762,580.66,278.878,5538.51,126.45,19.86,4674.662,20.593,496.65,213.767,5000.0,502.9,23.39,4401.992,13.209,225.22,388.5,5000.0,231.42,12.87,5131.725,1.415,705.28,3533.569,5000.0,705.6,1.415,5000.0,1.97,424.87,4002.449,7484.58,464.16,1.87,7884.825,1.448,3226.088,4041.043,5851.43,670.357,1.448,5851.43,1.35,-4069.85,3703.704,5000.0,-4067.906,1.35,5000.0,3.245,1937.26,1426.247,6517.949,2686.86,4.57,4628.457,0.28,3960.5,38565.991,9641.498,3888.857,0.25,10798.478,0.016,-3395.016,109033.18,1749.983,-264.997,0.016,1749.983,0.007,3048.779,1718403.288,11341.462,6341.462,0.007,12888.024,0.215,-4973.125,23255.814,5000.0,-4973.125,0.215,5000.0,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,6.0,2221.5,1111.0,7221.5,222.2,6.5,6666.0,0.017,-1556.031,449930.59,7468.848,-394.189,0.017,7468.848,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,10397.662
2020-01-03,36.249,-196.86,133.93,5272.84,-218.38,39.37,4854.806,10.045,101.6,548.847,5000.0,106.4,9.11,5513.055,13.713,190.4,332.824,5398.4,-208.0,16.22,4563.989,16.729,580.66,278.878,5538.51,126.45,19.86,4665.246,20.789,496.65,213.767,5000.0,502.9,23.39,4444.098,13.281,225.22,388.5,5000.0,231.42,12.87,5159.843,1.41,705.28,3533.569,5000.0,705.6,1.415,4982.332,1.97,424.87,4002.449,7484.58,464.16,1.87,7884.825,1.41,3226.088,4041.043,5851.43,670.357,1.448,5697.87,1.33,-4069.85,3703.704,5000.0,-4067.906,1.35,4925.926,3.1,1937.26,1426.247,6517.949,2686.86,4.57,4421.366,0.28,3960.5,38565.991,9641.498,3888.857,0.25,10798.478,0.016,-3395.016,109033.18,1749.983,-264.997,0.016,1749.983,0.007,3048.779,1718403.288,11341.462,6341.462,0.007,12888.024,0.45,-4973.125,23255.814,5000.0,-4973.125,0.215,10465.116,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,6.5,2221.5,1111.0,7221.5,222.2,6.5,7221.5,0.017,-1556.031,449930.59,7468.848,-394.189,0.017,7468.848,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,10397.662
2020-01-06,36.127,-196.86,133.93,5272.84,-218.38,39.37,4838.523,9.999,101.6,548.847,5000.0,106.4,9.11,5488.109,13.611,190.4,332.824,5398.4,-208.0,16.22,4530.097,16.712,580.66,278.878,5538.51,126.45,19.86,4660.54,20.789,496.65,213.767,5000.0,502.9,23.39,4444.098,13.218,225.22,388.5,5000.0,231.42,12.87,5135.238,1.419,705.28,3533.569,5000.0,705.6,1.415,5015.548,2.03,424.87,4002.449,7484.58,464.16,1.87,8124.971,1.43,3226.088,4041.043,5851.43,670.357,1.448,5777.479,1.42,-4069.85,3703.704,5000.0,-4067.906,1.35,5259.259,3.1,1937.26,1426.247,6517.949,2686.86,4.57,4421.366,0.275,3960.5,38565.991,9641.498,3888.857,0.25,10605.648,0.016,-3395.016,109033.18,1749.983,-264.997,0.016,1749.983,0.007,3048.779,1718403.288,11341.462,6341.462,0.007,12888.024,0.22,-4973.125,23255.814,5000.0,-4973.125,0.215,5116.279,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,6.1,2221.5,1111.0,7221.5,222.2,6.5,6777.1,0.017,-1556.031,449930.59,7468.848,-394.189,0.017,7468.848,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,10116.644
2020-01-07,35.856,-196.86,133.93,5272.84,-218.38,39.37,4802.199,10.045,101.6,548.847,5000.0,106.4,9.11,5513.055,13.679,190.4,332.824,5398.4,-208.0,16.22,4552.692,16.881,580.66,278.878,5538.51,126.45,19.86,4707.615,20.798,496.65,213.767,5000.0,502.9,23.39,4445.853,13.209,225.22,388.5,5000.0,231.42,12.87,5131.725,1.36,705.28,3533.569,5000.0,705.6,1.415,4805.654,1.965,424.87,4002.449,7484.58,464.16,1.87,7864.813,1.44,3226.088,4041.043,5851.43,670.357,1.448,5819.102,1.41,-4069.85,3703.704,5000.0,-4067.906,1.35,5222.222,2.78,1937.26,1426.247,6517.949,2686.86,4.57,3964.824,0.241,3960.5,38565.991,9641.498,3888.857,0.25,9294.404,0.016,-3395.016,109033.18,1749.983,-264.997,0.016,1799.047,0.008,3048.779,1718403.288,11341.462,6341.462,0.007,14434.587,0.5,-4973.125,23255.814,5000.0,-4973.125,0.215,11625.582,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,5.0,2221.5,1111.0,7221.5,222.2,6.5,5555.0,0.017,-1556.031,449930.59,7468.848,-394.189,0.017,7468.848,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,10116.644
2020-01-08,35.772,-196.86,133.93,5272.84,-218.38,39.37,4790.926,10.118,101.6,548.847,5000.0,106.4,9.11,5552.969,13.832,190.4,332.824,5398.4,-208.0,16.22,4603.528,16.872,580.66,278.878,5538.51,126.45,19.86,4705.261,20.798,496.65,213.767,5000.0,502.9,23.39,4445.853,13.227,225.22,388.5,5000.0,231.42,12.87,5138.753,1.36,705.28,3533.569,5000.0,705.6,1.415,4805.3,1.93,424.87,4002.449,7484.58,464.16,1.87,7724.726,1.44,3226.088,4041.043,5851.43,670.357,1.448,5819.102,1.56,-4069.85,3703.704,5000.0,-4067.906,1.35,5777.777,2.75,1937.26,1426.247,6517.949,2686.86,4.57,3922.179,0.241,3960.5,38565.991,9641.498,3888.857,0.25,9294.404,0.016,-3395.016,109033.18,1749.983,-264.997,0.016,1799.047,0.008,3048.779,1718403.288,11341.462,6341.462,0.007,14434.587,0.215,-4973.125,23255.814,5000.0,-4973.125,0.215,5000.0,250.0,37000.0,64.512,16128.0,33180.0,250.0,16128.0,6.95,2221.5,1111.0,7221.5,222.2,6.5,7721.45,0.012,-1556.031,449930.59,7468.848,-394.189,0.017,5174.202,0.004,3913.039,2810178.83,11521.733,-217.391,0.004,10116.644
